TC325 discharge cfs
03/01/2001	01:00:00	14.70
03/01/2001	02:00:00	14.05
03/01/2001	03:00:00	13.27
03/01/2001	04:00:00	12.82
03/01/2001	05:00:00	12.23
03/01/2001	06:00:00	11.65
03/01/2001	07:00:00	11.07
03/01/2001	08:00:00	10.49
03/01/2001	09:00:00	10.20
03/01/2001	10:00:00	9.91
03/01/2001	11:00:00	9.62
03/01/2001	12:00:00	9.62
03/01/2001	13:00:00	9.48
03/01/2001	14:00:00	9.33
03/01/2001	15:00:00	9.33
03/01/2001	16:00:00	9.33
03/01/2001	17:00:00	9.33
03/01/2001	18:00:00	9.33
03/01/2001	19:00:00	9.33
03/01/2001	20:00:00	9.33
03/01/2001	21:00:00	9.19
03/01/2001	22:00:00	9.19
03/01/2001	23:00:00	9.18
03/02/2001	00:00:00	9.04
03/02/2001	01:00:00	9.04
03/02/2001	02:00:00	8.90
03/02/2001	03:00:00	8.90
03/02/2001	04:00:00	8.90
03/02/2001	05:00:00	8.75
03/02/2001	06:00:00	8.75
03/02/2001	07:00:00	8.61
03/02/2001	08:00:00	8.61
03/02/2001	09:00:00	8.47
03/02/2001	10:00:00	8.47
03/02/2001	11:00:00	8.32
03/02/2001	12:00:00	8.32
03/02/2001	13:00:00	8.46
03/02/2001	14:00:00	8.75
03/02/2001	15:00:00	8.89
03/02/2001	16:00:00	9.03
03/02/2001	17:00:00	9.03
03/02/2001	18:00:00	9.03
03/02/2001	19:00:00	9.03
03/02/2001	20:00:00	9.03
03/02/2001	21:00:00	9.03
03/02/2001	22:00:00	9.03
03/02/2001	23:00:00	9.03
03/03/2001	00:00:00	9.03
03/03/2001	01:00:00	9.02
03/03/2001	02:00:00	9.02
03/03/2001	03:00:00	9.02
03/03/2001	04:00:00	9.02
03/03/2001	05:00:00	8.88
03/03/2001	06:00:00	8.88
03/03/2001	07:00:00	8.88
03/03/2001	08:00:00	8.74
03/03/2001	09:00:00	8.73
03/03/2001	10:00:00	8.73
03/03/2001	11:00:00	8.73
03/03/2001	12:00:00	8.73
03/03/2001	13:00:00	8.87
03/03/2001	14:00:00	9.16
03/03/2001	15:00:00	9.45
03/03/2001	16:00:00	9.59
03/03/2001	17:00:00	9.73
03/03/2001	18:00:00	9.73
03/03/2001	19:00:00	9.73
03/03/2001	20:00:00	9.73
03/03/2001	21:00:00	9.73
03/03/2001	22:00:00	9.87
03/03/2001	23:00:00	9.87
03/04/2001	00:00:00	9.87
03/04/2001	01:00:00	10.02
