074,06:39:31,07/18/02,WSW,06MPH,002K,460F,072F,093%,30.17R,00.21"D,02.31"M,00.00"R,
074,06:39:35,07/18/02,W,08MPH,002K,460F,072F,093%,30.17R,00.22"D,02.32"M,00.00"R,
074,06:39:40,07/18/02,WSW,10MPH,002K,460F,072F,093%,30.17R,00.22"D,02.32"M,00.00"R,
074,06:39:46,07/18/02,WSW,13MPH,002K,460F,072F,093%,30.17R,00.22"D,02.32"M,00.00"R,
074,06:39:50,07/18/02,WSW,10MPH,002K,460F,072F,093%,30.17R,00.22"D,02.32"M,00.00"R,
074,06:40:08,07/18/02,WSW,10MPH,002K,460F,072F,094%,30.17R,00.22"D,02.32"M,00.00"R,
074,06:40:17,07/18/02,WSW,11MPH,002K,460F,072F,094%,30.17R,00.23"D,02.33"M,00.00"R,
074,06:40:22,07/18/02,SW,11MPH,002K,460F,072F,094%,30.17R,00.23"D,02.33"M,00.00"R,
074,06:40:27,07/18/02,WSW,11MPH,002K,460F,072F,094%,30.17R,00.23"D,02.33"M,00.00"R,
074,06:40:34,07/18/02,W,11MPH,002K,460F,072F,094%,30.17R,00.24"D,02.34"M,00.00"R,
074,06:40:46,07/18/02,W,07MPH,002K,460F,072F,094%,30.17R,00.24"D,02.34"M,00.00"R,
074,06:40:53,07/18/02,WSW,08MPH,002K,460F,072F,094%,30.17R,00.24"D,02.34"M,00.00"R,
074,06:41:05,07/18/02,WSW,08MPH,002K,460F,072F,094%,30.17R,00.25"D,02.35"M,00.00"R,
074,06:41:11,07/18/02,SW,07MPH,002K,460F,072F,094%,30.17R,00.25"D,02.35"M,00.00"R,
074,06:41:17,07/18/02,WSW,09MPH,002K,460F,072F,094%,30.17R,00.25"D,02.35"M,00.00"R,
074,06:41:24,07/18/02,WSW,10MPH,002K,460F,072F,094%,30.17R,00.25"D,02.35"M,00.00"R,
074,06:41:30,07/18/02,SW,08MPH,002K,460F,072F,094%,30.17R,00.26"D,02.36"M,00.00"R,
074,06:41:36,07/18/02,WSW,10MPH,002K,460F,072F,094%,30.17R,00.26"D,02.36"M,00.00"R,
074,06:41:42,07/18/02,WSW,11MPH,002K,460F,072F,094%,30.17R,00.26"D,02.36"M,00.00"R,
074,06:41:53,07/18/02,WSW,09MPH,002K,460F,072F,094%,30.17R,00.27"D,02.37"M,00.00"R,
074,06:41:59,07/18/02,W,08MPH,002K,460F,072F,094%,30.17R,00.27"D,02.37"M,00.00"R,
074,06:42:04,07/18/02,WSW,08MPH,002K,460F,072F,094%,30.17R,00.27"D,02.37"M,00.00"R,
074,06:42:10,07/18/02,SW,10MPH,002K,460F,072F,094%,30.17R,00.27"D,02.37"M,00.00"R,
074,06:42:17,07/18/02,WSW,11MPH,002K,460F,072F,094%,30.17R,00.28"D,02.38"M,00.00"R,
074,06:42:23,07/18/02,SW,10MPH,002K,460F,072F,093%,30.17R,00.28"D,02.38"M,00.00"R,
074,06:42:29,07/18/02,WSW,08MPH,002K,460F,072F,093%,30.17R,00.28"D,02.38"M,00.00"R,
074,06:42:35,07/18/02,WSW,09MPH,002K,460F,072F,093%,30.17R,00.28"D,02.38"M,00.00"R,
074,06:42:41,07/18/02,WSW,11MPH,002K,460F,072F,093%,30.17R,00.29"D,02.39"M,00.00"R,
074,06:42:48,07/18/02,SW,11MPH,002K,460F,072F,093%,30.17R,00.29"D,02.39"M,00.00"R,
074,06:42:54,07/18/02,WSW,09MPH,002K,460F,072F,093%,30.17R,00.29"D,02.39"M,00.00"R,
074,06:43:01,07/18/02,SW,11MPH,002K,460F,072F,093%,30.17R,00.29"D,02.39"M,00.00"R,
074,06:43:06,07/18/02,SW,07MPH,002K,460F,072F,093%,30.17R,00.29"D,02.39"M,00.00"R,
074,06:43:11,07/18/02,WSW,10MPH,003K,460F,072F,093%,30.17R,00.30"D,02.40"M,00.00"R,
074,06:43:18,07/18/02,SW,10MPH,003K,460F,072F,093%,30.17R,00.30"D,02.40"M,00.00"R,
074,06:43:25,07/18/02,SW,10MPH,003K,460F,073F,093%,30.17R,00.30"D,02.40"M,00.00"R,
074,06:43:31,07/18/02,WSW,10MPH,003K,460F,073F,093%,30.17R,00.30"D,02.40"M,00.00"R,
074,06:43:38,07/18/02,WSW,08MPH,003K,460F,073F,093%,30.17R,00.30"D,02.40"M,00.00"R,
