039,00:01:08,04/30/03,NE,20MPH,000K,460F,048F,100%,29.90F,00.03"D,02.49"M,00.60"R,
039,00:01:18,04/30/03,NE,21MPH,000K,460F,048F,100%,29.90F,00.04"D,02.50"M,00.60"R,
039,00:01:27,04/30/03,NE,20MPH,000K,460F,048F,100%,29.90F,00.04"D,02.50"M,00.60"R,
039,00:01:33,04/30/03,ENE,24MPH,000K,460F,048F,100%,29.89F,00.04"D,02.50"M,00.60"R,
039,00:01:38,04/30/03,ENE,26MPH,000K,460F,048F,100%,29.89F,00.04"D,02.50"M,00.60"R,
039,00:01:43,04/30/03,ENE,23MPH,000K,460F,048F,100%,29.89F,00.05"D,02.51"M,00.60"R,
039,00:01:49,04/30/03,ENE,24MPH,000K,460F,048F,100%,29.88F,00.05"D,02.51"M,00.60"R,
039,00:01:54,04/30/03,E,26MPH,000K,460F,048F,100%,29.88F,00.05"D,02.51"M,00.60"R,
039,00:01:59,04/30/03,ENE,26MPH,000K,460F,048F,100%,29.88F,00.05"D,02.51"M,00.60"R,
039,00:02:04,04/30/03,E,23MPH,000K,460F,048F,100%,29.88F,00.05"D,02.51"M,00.60"R,
039,00:02:09,04/30/03,ENE,26MPH,000K,460F,048F,100%,29.88F,00.06"D,02.52"M,00.60"R,
039,00:02:15,04/30/03,ENE,24MPH,000K,460F,048F,100%,29.87F,00.06"D,02.52"M,00.60"R,
039,00:02:28,04/30/03,NE,29MPH,000K,460F,048F,100%,29.87F,00.07"D,02.53"M,00.60"R,
039,00:02:34,04/30/03,ENE,26MPH,000K,460F,048F,100%,29.86F,00.07"D,02.53"M,00.60"R,
039,00:02:39,04/30/03,ENE,28MPH,000K,460F,048F,100%,29.86F,00.07"D,02.53"M,00.60"R,
039,00:02:45,04/30/03,NE,29MPH,000K,460F,048F,100%,29.86F,00.07"D,02.53"M,00.60"R,
039,00:02:51,04/30/03,NE,25MPH,000K,460F,048F,100%,29.86F,00.07"D,02.53"M,00.60"R,
039,00:02:57,04/30/03,NE,25MPH,000K,460F,048F,100%,29.85F,00.07"D,02.53"M,00.60"R,
039,00:03:03,04/30/03,ENE,31MPH,000K,460F,048F,100%,29.85F,00.08"D,02.54"M,00.60"R,
039,00:03:15,04/30/03,ENE,32MPH,000K,460F,048F,100%,29.85F,00.08"D,02.54"M,00.60"R,
039,00:03:21,04/30/03,ENE,38MPH,000K,460F,048F,100%,29.84F,00.08"D,02.54"M,00.60"R,
