068,14:02:30,09/11/03,SSE,08MPH,013K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:02:36,09/11/03,S,06MPH,013K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:02:41,09/11/03,SSE,06MPH,013K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:02:47,09/11/03,S,06MPH,013K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:02:52,09/11/03,SE,09MPH,013K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:02:58,09/11/03,SE,07MPH,013K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:03:04,09/11/03,SSE,09MPH,013K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:03:09,09/11/03,SSE,09MPH,014K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:03:19,09/11/03,S,08MPH,014K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:03:25,09/11/03,SSE,08MPH,014K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:03:31,09/11/03,SSE,06MPH,014K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:03:36,09/11/03,S,07MPH,014K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:03:42,09/11/03,S,06MPH,014K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:03:47,09/11/03,SSE,05MPH,015K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:03:52,09/11/03,S,05MPH,015K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:03:59,09/11/03,SE,04MPH,015K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:04:04,09/11/03,S,05MPH,015K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:04:20,09/11/03,S,05MPH,016K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:04:26,09/11/03,SSW,06MPH,016K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:04:31,09/11/03,SW,05MPH,016K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:04:37,09/11/03,SE,04MPH,017K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
068,14:04:42,09/11/03,SE,05MPH,017K,460F,078F,085%,29.95F,00.23"D,00.24"M,00.60"R,
