2008-12-01,11.97
2008-12-02,12.82
2008-12-03,14.53
2008-12-04,14.53
2008-12-05,14.53
2008-12-06,14.53
2008-12-07,16.24
2008-12-08,16.24
2008-12-09,16.24
2008-12-10,16.24
2008-12-11,17.09
2008-12-12,17.09
2008-12-13,17.09
2008-12-14,18.80
2008-12-15,19.66
2008-12-16,19.66
2008-12-17,19.66
2008-12-18,19.66
2008-12-19,19.66
2008-12-20,19.66
2008-12-21,20.51
2008-12-22,21.37
2008-12-23,21.37
2008-12-24,22.22
2008-12-25,22.22
2008-12-26,22.22
2008-12-27,22.22
2008-12-28,23.93
2008-12-29,23.93
2008-12-30,23.93
2008-12-31,23.93
2009-01-01,24.79
2009-01-02,24.79
2009-01-03,25.64
2009-01-04,27.35
2009-01-05,28.21
2009-01-06,29.06
2009-01-07,29.91
2009-01-08,29.91
2009-01-09,29.91
2009-01-10,30.77
2009-01-11,31.62
2009-01-12,35.04
2009-01-13,35.04
2009-01-14,35.04
2009-01-15,35.90
2009-01-16,35.90
2009-01-17,36.75
2009-01-18,38.46
2009-01-19,38.46
2009-01-20,40.17
2009-01-21,40.17
2009-01-22,41.88
2009-01-23,41.88
2009-01-24,41.88
2009-01-25,42.74
2009-01-26,43.59
2009-01-27,44.44
2009-01-28,44.44
2009-01-29,45.30
2009-01-30,45.30
2009-01-31,47.01
2009-02-01,47.86
2009-02-02,48.72
2009-02-03,48.72
2009-02-04,50.43
2009-02-05,51.28
2009-02-06,52.14
2009-02-07,52.14
2009-02-08,53.85
2009-02-09,53.85
2009-02-10,56.41
2009-02-11,57.26
2009-02-12,57.26
2009-02-13,60.68
2009-02-14,61.54
2009-02-15,61.54
2009-02-16,61.54
2009-02-17,62.39
2009-02-18,63.25
2009-02-19,63.25
2009-02-20,64.96
2009-02-21,66.67
2009-02-22,66.67
2009-02-23,69.23
2009-02-24,69.23
2009-02-25,71.79
2009-02-26,72.65
2009-02-27,72.65
2009-02-28,74.36
2009-03-01,74.36
2009-03-02,75.21
2009-03-03,75.21
2009-03-04,76.07
2009-03-05,79.49
2009-03-06,79.49
2009-03-07,81.20
2009-03-08,83.76
2009-03-09,84.62
2009-03-10,86.32
2009-03-11,87.18
2009-03-12,87.18
2009-03-13,87.18
2009-03-14,88.03
2009-03-15,88.89
2009-03-16,88.89
2009-03-17,88.89
2009-03-18,88.89
2009-03-19,89.74
2009-03-20,90.60
2009-03-21,90.60
2009-03-22,91.45
2009-03-23,91.45
2009-03-24,91.45
2009-03-25,91.45
2009-03-26,92.31
2009-03-27,93.16
2009-03-28,93.16
