-20,0
-19,0
-18,0
-17,0
-16,0
-15,0
-14,0
-13,1
-12,1
-11,1
-10,2
-9,2
-8,2
-7,2
-6,3
-5,3
-4,3
-3,3
-2,4
-1,4
0,4
1,4
2,4
3,5
4,6
5,6
6,7
7,7
8,11
9,15
10,15
11,15
12,19
13,20
14,20
15,20
16,20
17,20
18,25
19,26
20,27
21,34
22,36
23,36
24,36
25,36
26,36
27,36
28,37
29,37
30,46
31,46
32,51
33,56
34,56
35,57
36,58
37,63
38,85
39,92
40,92
41,106
42,108
43,114
44,118
45,122
46,122
47,122
48,133
49,133
50,133
51,135
52,135
53,136
54,136
55,156
56,160
57,160
58,160
59,161
60,161
61,162
62,166
63,173
64,179
65,181
66,181
67,189
68,189
69,193
70,194
71,194
72,201
73,203
74,220
75,223
76,237
77,238
78,238
79,239
80,247
81,250
82,261
83,269
84,299
85,329
86,330
87,330
88,395
89,412
90,1000
91,1000
92,1000
