7,1000
8,753
9,737
10,737
11,737
12,737
13,737
14,733
15,733
16,731
17,710
18,362
19,362
20,362
21,358
22,353
23,353
24,353
25,353
26,347
27,346
28,325
29,306
30,306
31,306
32,280
33,280
34,280
35,277
36,277
37,277
38,267
39,252
40,249
41,248
42,248
43,247
44,247
45,247
46,247
47,221
48,215
49,214
50,214
51,206
52,205
53,197
54,197
55,189
56,187
57,186
58,183
59,178
60,178
61,178
62,177
63,158
64,158
65,158
66,154
67,154
68,154
69,139
70,133
71,133
72,133
73,110
74,110
75,101
76,101
77,93
78,91
79,70
80,66
81,54
82,54
83,44
84,41
85,41
86,38
87,37
88,22
89,22
90,21
91,21
92,21
93,20
94,20
95,20
96,19
97,19
98,19
99,18
