 
 THIS IS FOR STATION NUMBER  112 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.55   0.51  60(64) 18(19) 11(11)  4( 4)  0( 0)   21       93
  2 3/8-->3/14       1.53   0.53  51(60) 17(20) 12(14)  4( 4)  0( 0)   21       84
  3 3/15-->3/21      0.95   0.38  51(64) 14(17) 14(17)  0( 0)  0( 0)   21       79
  4 3/22-->3/28      1.96   0.58  57(61) 14(15) 16(17)  5( 5)  0( 0)   21       92
  5 3/29-->4/4       2.18   0.77  75(63) 21(17) 13(10)  9( 7)  1( 0)   17      119
  6 4/5-->4/11       1.58   0.59  62(62) 16(16) 17(17)  5( 5)  0( 0)   14      100
  7 4/12-->4/18      1.57   0.95  73(53) 29(21) 22(16) 12( 8)  0( 0)   14      136
  8 4/19-->4/25      2.94   0.98  84(60) 27(19) 17(12)  7( 5)  3( 2)   14      138
  9 4/26-->5/2       2.11   0.88  57(50) 21(18) 27(24)  5( 4)  2( 1)   10      112
 10 5/3-->5/9        2.80   0.96  70(55) 24(19) 20(15) 11( 8)  1( 0)    0      126
 11 5/10-->5/16      3.20   1.03  59(50) 19(16) 26(22) 10( 8)  2( 1)    0      116
 12 5/17-->5/23      2.22   0.86  58(50) 27(23) 23(19)  7( 6)  1( 0)    0      116
 13 5/24-->5/30      2.75   1.35  60(44) 30(22) 28(20) 12( 8)  6( 4)    0      136
 14 5/31-->6/6       2.72   0.85  68(62) 13(12) 17(15)  6( 5)  4( 3)    0      108
 15 6/7-->6/13       3.25   1.16  75(55) 17(12) 25(18) 16(11)  2( 1)    0      135
 16 6/14-->6/20      4.54   1.04  68(56) 22(18) 14(11) 12(10)  4( 3)    0      120
 17 6/21-->6/27      3.71   0.88  49(48) 23(22) 21(20)  7( 6)  2( 1)    0      102
 18 6/28-->7/4       7.25   1.39  49(46) 21(20) 20(19)  7( 6)  8( 7)    0      105
 19 7/5-->7/11       2.69   1.13  46(44) 22(21) 22(21)  8( 7)  6( 5)    0      104
 20 7/12-->7/18      4.20   0.99  52(53) 17(17) 11(11) 13(13)  4( 4)    0       97
 21 7/19-->7/25      2.72   0.91  39(41) 24(25) 19(20) 12(12)  1( 1)    2       95
 22 7/26-->8/1       3.13   0.87  50(51) 17(17) 19(19) 11(11)  1( 1)    7       98
 23 8/2-->8/8        5.76   1.04  65(58) 14(12) 17(15)  9( 8)  6( 5)    7      111
 24 8/9-->8/15       2.56   0.93  63(58) 15(13) 15(13) 12(11)  3( 2)    7      108
 25 8/16-->8/22      2.81   0.72  60(60) 16(16) 15(15)  7( 7)  1( 1)    7       99
 26 8/23-->8/29      3.48   0.68  47(54) 20(22) 14(16)  4( 4)  2( 2)    7       87
 27 8/30-->9/5       2.32   0.90  57(55) 16(15) 14(13) 14(13)  2( 1)    7      103
 28 9/6-->9/12       2.59   0.71  47(51) 15(16) 24(26)  4( 4)  2( 2)    7       92
 29 9/13-->9/19      4.61   1.30  60(52) 20(17) 16(13) 11( 9)  8( 6)    7      115
 30 9/20-->9/26      3.15   0.96  59(52) 24(21) 16(14) 11( 9)  3( 2)    7      113
 31 9/27-->10/3      2.40   0.62  49(61)  9(11) 14(17)  7( 8)  1( 1)    8       80
 32 10/4-->10/10     3.60   0.80  50(56) 13(14) 13(14)  9(10)  3( 3)    7       88
 33 10/11-->10/17    2.20   0.53  44(60) 13(17) 10(13)  5( 6)  1( 1)    7       73
 34 10/18-->10/24    1.92   0.61  49(53) 22(24) 15(16)  5( 5)  0( 0)    7       91
 35 10/25-->10/31    1.49   0.48  57(65) 15(17) 10(11)  5( 5)  0( 0)    7       87
 36 11/1-->11/7      4.45   0.70  66(65) 14(13) 13(12)  6( 5)  2( 1)    7      101
 37 11/8-->11/14     1.76   0.42  41(58) 16(22) 11(15)  2( 2)  0( 0)    7       70
 38 11/15-->11/21    3.40   0.67  44(57) 12(15) 11(14)  7( 9)  3( 3)    7       77
 39 11/22-->11/28    1.21   0.39  54(67) 11(13) 13(16)  2( 2)  0( 0)    7       80
 40 11/29-->12/5     2.53   0.35  45(69) 10(15)  7(10)  2( 3)  1( 1)   12       65
 41 12/6-->12/12     2.28   0.39  59(68) 19(22)  5( 5)  2( 2)  1( 1)   14       86
 42 12/13-->12/19    1.17   0.21  48(78)  9(14)  3( 4)  1( 1)  0( 0)   14       61
 43 12/20-->12/26    1.37   0.29  50(72) 12(17)  4( 5)  3( 4)  0( 0)   14       69
 44 12/27-->1/2      0.90   0.27  55(72) 15(19)  6( 7)  0( 0)  0( 0)   14       76
 45 1/3-->1/9        1.23   0.23  43(76)  6(10)  6(10)  1( 1)  0( 0)   20       56
 46 1/10-->1/16      1.20   0.24  52(77)  9(13)  4( 5)  2( 2)  0( 0)   21       67
 47 1/17-->1/23      0.93   0.26  58(76) 15(19)  3( 3)  0( 0)  0( 0)   18       76
 48 1/24-->1/30      1.11   0.25  62(83)  6( 8)  4( 5)  2( 2)  0( 0)   14       74
 49 1/31-->2/6       0.90   0.22  55(79) 10(14)  4( 5)  0( 0)  0( 0)   20       69
 50 2/7-->2/13       1.31   0.19  53(82)  9(14)  1( 1)  1( 1)  0( 0)   21       64
 51 2/14-->2/20      0.76   0.33  56(70) 13(16) 10(12)  0( 0)  0( 0)   21       79
 52 2/21-->2/27      2.23   0.37  56(70) 16(20)  5( 6)  1( 1)  1( 1)   21       79
 53 2/28-->2/29      1.65   0.06   9(81)  0( 0)  1( 9)  1( 9)  0( 0)    4       11
 ANNUAL TOTALS       7.25   2926(59)867(17)718(14)319( 6) 88( 1)  510     4918
 
 THESE ARE THE MONTHLY AVERAGES FOR 1951-->1998 FOR STATION NUMBER  112
   JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SPT  OCT  NOV  DEC  ANNUAL
   1.08 1.16 2.34 3.54 4.55 4.37 4.71 3.71 4.09 2.59 2.33 1.27 35.73  <-- PRECIP
  
   22.4 28.0 38.4 51.8 62.5 71.5 76.1 74.0 65.9 54.9 40.0 27.7  51.1  <-- TEMP
 
 TWELVE SIGNIFICANT RAINFALL EVENTS  
 MONTH  DAY  YEAR   AMOUNT
   7      3  1982     7.25
   8      7  1977     5.76
   6     28  1982     4.83
   9     15  1992     4.61
   6     17  1990     4.54
  11      2  1961     4.45
   7      2  1958     4.20
   9     13  1961     4.25
   7     16  1982     4.20
   6     21  1952     3.71
   7      4  1981     3.70
  10      9  1970     3.60
 
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION NUMBER   112
               MARCH                       APRIL  
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     72     30     23     16    284    161    138    117
 1952    115     60     51     43    431    281    251    223
 1953    187     96     78     60    289    157    130    108
 1954    132     51     35     22    517    340    300    263
 1955    185    102     86     72    564    365    322    285
 1956    170     84     69     59    385    250    223    197
 1957    155     67     52     41    414    252    218    186
 1958    103     36     26     17    410    250    217    185
 1959    148     74     60     48    371    213    181    155
 1960     45     20     15     11    446    281    249    218
 1961    136     60     46     37    278    155    135    115
 1962    101     49     40     31    395    245    213    185
 1963    238    133    118    104    482    312    274    238
 1964    116     55     44     34    400    237    204    173
 1965     17      6      4      2    366    218    188    159
 1966    279    164    139    115    332    191    159    132
 1967    255    158    137    119    443    267    231    196
 1968    306    176    153    133    449    275    238    207
 1969     96     50     43     36    435    263    226    194
 1970     82     24     16      9    447    292    259    227
 1971    139     67     56     46    471    306    272    240
 1972    198    111     98     85    399    243    212    182
 1973    248    116     89     66    358    206    176    149
 1974    230    129    110     94    503    327    287    252
 1975     93     48     38     30    337    196    168    144
 1976    237    126    104     86    506    336    297    261
 1977    285    162    139    118    571    386    344    306
 1978    127     65     54     45    388    233    201    173
 1979    149     76     64     52    319    181    153    128
 1980    127     56     45     35    427    272    241    212
 1981    271    148    125    106    602    406    363    324
 1982    155     71     53     38    353    218    189    162
 1983    191    107     90     76    248    133    114     98
 1984     59     13      9      6    315    168    142    118
 1985    227    120     98     78    524    354    318    285
 1986    283    168    147    129    505    333    297    264
 1987    246    128    108     92    513    339    305    273
 1988    234    136    116     96    407    260    230    201
 1989    216    134    116    101    455    298    263    230
 1990    262    147    122    101    403    250    214    184
 1991    268    154    132    112    457    287    251    216
 1992    240    123    102     83    363    214    186    160
 1993     96     42     33     25    316    178    152    128
 1994    228    127    108     89    445    302    271    240
 1995    235    146    127    108    322    187    159    133
 1996    132     59     46     37    398    252    222    195
 1997    231    118     97     79    313    185    159    134
 1998    142     86     77     69    339    191    162    135
     ****************************  *************************** 
 MEAN  177.1   93.5   78.2   64.7  410.6  255.3  223.3  193.8
 STDV   73.4   46.9   41.5   36.6   82.1   65.5   60.8   56.4
 
               MAY                         JUNE   
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    725    499    447    396    792    557    499    443
 1952    675    450    401    355   1037    797    738    679
 1953    674    458    411    365   1027    787    727    668
 1954    581    386    347    308    997    761    703    645
 1955    757    515    460    411    859    620    564    511
 1956    802    576    523    474   1029    791    733    676
 1957    673    442    392    346    922    682    624    567
 1958    771    547    497    450    844    604    544    487
 1959    779    548    495    443    963    723    663    605
 1960    681    466    414    365    871    632    573    514
 1961    614    403    358    316    934    694    635    580
 1962    921    675    617    560    931    691    632    575
 1963    684    456    402    352   1005    765    705    647
 1964    839    594    536    483    912    676    619    562
 1965    830    600    547    494    903    663    603    543
 1966    627    421    378    340    917    677    618    561
 1967    567    372    330    294    917    677    620    563
 1968    610    387    341    301    995    755    696    638
 1969    731    507    454    405    830    597    542    487
 1970    826    596    540    487    945    705    645    587
 1971    624    415    370    325   1061    821    761    701
 1972    729    503    452    404    892    655    599    546
 1973    623    409    361    315    957    717    657    597
 1974    663    446    397    352    831    595    539    486
 1975    747    524    475    429    922    682    624    569
 1976    627    417    373    331    919    679    620    564
 1977    884    645    586    528    969    732    673    614
 1978    664    445    398    355    932    693    635    578
 1979    700    491    444    399    943    705    647    589
 1980    759    533    482    435    921    681    621    562
 1981    633    425    379    336    984    744    684    624
 1982    807    566    509    453    812    576    519    463
 1983    591    383    339    297    943    706    648    591
 1984    580    374    333    293    971    731    672    613
 1985    739    501    448    397    832    595    540    486
 1986    699    467    415    364   1001    761    702    643
 1987    818    588    537    490    985    746    687    629
 1988    791    558    506    460    975    736    679    625
 1989    647    443    397    353    845    609    552    497
 1990    569    356    311    269    944    704    645    588
 1991    826    597    542    487    986    746    686    627
 1992    664    453    409    368    846    611    554    503
 1993    699    466    411    362    871    637    580    524
 1994    669    461    416    373    951    711    652    594
 1995    563    346    300    258    906    666    606    547
 1996    592    373    325    281    898    661    603    545
 1997    534    339    299    261    901    663    604    548
 1998    762    522    468    415    837    604    549    495
     ****************************  *************************** 
 MEAN  699.6  478.3  428.8  382.2  926.6  688.2  629.9  572.9
 STDV   93.3   82.8   78.7   74.3   64.3   63.1   62.1   60.9
 
               JULY                        AUGUST 
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1042    794    732    670   1014    766    704    643
 1952   1077    829    767    705    981    733    671    613
 1953   1085    837    775    714   1066    818    756    694
 1954   1143    895    833    771   1040    792    730    668
 1955   1175    927    865    803   1096    848    786    724
