 
 THIS IS FOR STATION NUMBER 8806 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.60   0.38  59(69) 16(18)  9(10)  1( 1)  0( 0)    0       85
  2 3/8-->3/14       1.10   0.45  58(67) 13(15) 10(11)  5( 5)  0( 0)    2       86
  3 3/15-->3/21      1.20   0.40  64(71) 15(16)  9(10)  2( 2)  0( 0)    0       90
  4 3/22-->3/28      1.42   0.49  56(65) 15(17)  8( 9)  7( 8)  0( 0)    0       86
  5 3/29-->4/4       1.82   0.53  62(62) 20(20) 16(16)  2( 2)  0( 0)    1      100
  6 4/5-->4/11       1.50   0.44  51(60) 20(23) 12(14)  1( 1)  0( 0)    0       84
  7 4/12-->4/18      1.70   0.71  60(55) 28(25) 14(12)  6( 5)  0( 0)    0      108
  8 4/19-->4/25      2.05   0.80  72(58) 27(21) 18(14)  6( 4)  1( 0)    0      124
  9 4/26-->5/2       2.32   0.89  70(58) 20(16) 20(16)  7( 5)  2( 1)    0      119
 10 5/3-->5/9        2.10   0.78  63(55) 29(25) 15(13)  5( 4)  1( 0)    0      113
 11 5/10-->5/16      1.75   0.69  61(53) 35(30) 15(13)  4( 3)  0( 0)    0      115
 12 5/17-->5/23      2.55   0.91  63(52) 29(24) 16(13) 11( 9)  1( 0)    0      120
 13 5/24-->5/30      2.10   1.15  70(49) 33(23) 23(16) 14( 9)  1( 0)    0      141
 14 5/31-->6/6       1.76   0.79  74(61) 21(17) 15(12) 10( 8)  0( 0)    0      120
 15 6/7-->6/13       3.40   1.19  66(53) 21(16) 20(16) 12( 9)  5( 4)    0      124
 16 6/14-->6/20      2.61   1.34  64(48) 22(16) 24(18) 22(16)  1( 0)    0      133
 17 6/21-->6/27      3.83   1.16  59(53) 19(17) 20(18)  5( 4)  7( 6)    0      110
 18 6/28-->7/4       4.70   1.09  59(55) 15(14) 16(14) 13(12)  4( 3)    0      107
 19 7/5-->7/11       6.27   1.33  48(46) 18(17) 20(19)  9( 8)  9( 8)    0      104
 20 7/12-->7/18      5.10   1.11  49(49) 14(14) 23(23)  8( 8)  6( 6)    0      100
 21 7/19-->7/25      3.43   0.72  60(59) 20(19) 16(15)  4( 3)  1( 0)    0      101
 22 7/26-->8/1       3.02   0.86  52(54) 14(14) 18(18) 10(10)  2( 2)    0       96
 23 8/2-->8/8        3.30   0.87  66(61) 14(13) 14(13) 10( 9)  3( 2)    1      107
 24 8/9-->8/15       3.50   0.84  52(54) 15(15) 17(17)  9( 9)  3( 3)    0       96
 25 8/16-->8/22      5.20   1.06  53(55) 15(15) 12(12) 11(11)  5( 5)    0       96
 26 8/23-->8/29      3.10   1.14  52(49) 16(15) 18(17) 16(15)  3( 2)    0      105
 27 8/30-->9/5       2.43   0.75  55(56) 19(19) 13(13)  8( 8)  2( 2)    0       97
 28 9/6-->9/12       1.98   0.55  55(61) 19(21) 11(12)  5( 5)  0( 0)    1       90
 29 9/13-->9/19      3.01   0.79  53(54) 20(20) 16(16)  7( 7)  2( 2)    0       98
 30 9/20-->9/26      2.07   0.74  59(56) 20(19) 18(17)  5( 4)  2( 1)    0      104
 31 9/27-->10/3      2.02   0.57  52(62) 12(14) 12(14)  6( 7)  1( 1)    0       83
 32 10/4-->10/10     1.56   0.61  48(57) 10(11) 21(25)  5( 5)  0( 0)    0       84
 33 10/11-->10/17    1.90   0.55  48(59) 14(17) 14(17)  5( 6)  0( 0)    0       81
 34 10/18-->10/24    2.36   0.48  55(71)  9(11)  6( 7)  6( 7)  1( 1)    0       77
 35 10/25-->10/31    1.57   0.45  50(67)  8(10) 11(14)  5( 6)  0( 0)    0       74
 36 11/1-->11/7      2.08   0.39  48(68)  8(11) 11(15)  2( 2)  1( 1)    0       70
 37 11/8-->11/14     1.44   0.27  44(70) 12(19)  4( 6)  2( 3)  0( 0)    0       62
 38 11/15-->11/21    1.67   0.54  39(56)  8(11) 15(21)  7(10)  0( 0)    0       69
 39 11/22-->11/28    0.92   0.23  63(81)  9(11)  5( 6)  0( 0)  0( 0)    0       77
 40 11/29-->12/5     0.95   0.28  51(73)  9(13)  9(13)  0( 0)  0( 0)    0       69
 41 12/6-->12/12     0.85   0.27  45(71)  9(14)  9(14)  0( 0)  0( 0)    0       63
 42 12/13-->12/19    0.92   0.20  45(80)  8(14)  3( 5)  0( 0)  0( 0)    0       56
 43 12/20-->12/26    0.97   0.19  60(86)  6( 8)  3( 4)  0( 0)  0( 0)    0       69
 44 12/27-->1/2      1.70   0.24  53(81)  2( 3)  9(13)  1( 1)  0( 0)    3       65
 45 1/3-->1/9        0.95   0.14  43(82)  7(13)  2( 3)  0( 0)  0( 0)    7       52
 46 1/10-->1/16      0.83   0.17  47(79) 11(18)  1( 1)  0( 0)  0( 0)    7       59
 47 1/17-->1/23      0.69   0.17  58(86)  5( 7)  4( 5)  0( 0)  0( 0)    7       67
 48 1/24-->1/30      0.83   0.15  65(90)  5( 6)  2( 2)  0( 0)  0( 0)    7       72
 49 1/31-->2/6       1.01   0.20  49(81)  6(10)  4( 6)  1( 1)  0( 0)    1       60
 50 2/7-->2/13       0.83   0.17  52(88)  5( 8)  2( 3)  0( 0)  0( 0)    0       59
 51 2/14-->2/20      1.16   0.26  50(76)  9(13)  5( 7)  1( 1)  0( 0)    0       65
 52 2/21-->2/27      1.08   0.23  48(75) 12(18)  3( 4)  1( 1)  0( 0)    0       64
 53 2/28-->2/29      0.49   0.02   6(75)  2(25)  0( 0)  0( 0)  0( 0)    0        8
 ANNUAL TOTALS       6.27   2904(62)788(16)631(13)277( 5) 64( 1)   37     4664
 
 THESE ARE THE MONTHLY AVERAGES FOR 1951-->1998 FOR STATION NUMBER 8806
   JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SPT  OCT  NOV  DEC  ANNUAL
   0.70 0.86 1.93 2.90 3.92 4.91 4.37 4.34 2.96 2.28 1.51 1.05 31.73  <-- PRECIP
  
   17.1 23.3 34.5 49.4 61.6 71.0 74.8 72.5 64.0 52.4 36.1 22.9  52.5  <-- TEMP
 
 TWELVE SIGNIFICANT RAINFALL EVENTS  
 MONTH  DAY  YEAR   AMOUNT
   7      7  1955     6.27
   8     21  1998     5.20
   7     12  1987     5.10
   7      2  1983     4.70
   8     20  1969     4.16
   6     24  1981     3.83
   8     16  1977     3.60
   7      9  1993     3.66
   8     14  1979     3.50
   6     10  1954     3.40
   6     22  1974     3.40
   7     23  1979     3.43
 
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION NUMBER  8806
               MARCH                       APRIL  
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     19      3      1      0    221    115     98     82
 1952     64     30     26     23    378    249    222    199
 1953    147     70     53     37    210    103     84     67
 1954     52     14      9      5    433    276    242    211
 1955    118     60     49     39    496    328    293    261
 1956     89     35     28     21    311    198    174    150
 1957    104     43     31     23    370    235    209    187
 1958     65     22     14      9    343    205    174    146
 1959     81     34     27     21    336    201    173    151
 1960     13      1      0      0    377    233    204    178
 1961     72     25     18     12    215    112     91     73
 1962     36     22     20     18    302    177    156    137
 1963    177    117    105     93    402    249    213    182
 1964     84     36     26     18    329    192    167    145
 1965      5      0      0      0    260    144    121    102
 1966    206    111     90     74    215    111     91     72
 1967    198    124    109     96    379    232    200    172
 1968    282    180    159    139    396    244    212    182
 1969     28      4      2      0    346    199    168    139
 1970     27      3      1      0    381    243    215    190
 1971     70     34     29     25    392    261    230    201
 1972    102     46     34     26    286    154    128    107
 1973    150     57     41     30    314    187    158    135
 1974    132     55     41     31    393    246    213    183
 1975     39      9      7      5    227    113     92     76
 1976    159     90     76     65    451    293    257    222
 1977    223    117     97     80    535    371    334    300
 1978    118     67     56     45    300    171    143    117
 1979     53     19     15     11    240    130    109     90
 1980     81     30     23     17    367    232    207    184
 1981    229    113     92     74    449    283    249    217
 1982     78     27     20     15    287    172    149    127
 1983    104     54     44     34    196    105     91     79
 1984     32      2      0      0    255    127    102     81
 1985    170     88     70     54    478    318    284    253
 1986    207    125    111     98    412    255    222    190
 1987    195    111     96     82    467    314    285    257
 1988    190     99     81     64    358    229    200    172
 1989    119     64     54     46    393    247    216    187
 1990    167     80     65     52    379    234    202    173
 1991    158     81     68     57    366    221    194    167
 1992    151     64     50     39    284    169    148    128
 1993     46     13      9      6    255    139    116     97
 1994    166     88     74     61    374    252    224    197
 1995    148     69     54     43    256    142    117     96
 1996    102     43     35     27    330    211    185    161
 1997    152     74     59     47    298    177    153    129
 1998    101     52     45     40    318    188    161    134
     ****************************  *************************** 
 MEAN  115.0   56.6   46.4   37.8  341.1  208.3  181.1  156.2
 STDV   65.8   41.6   36.3   31.6   81.5   64.5   59.9   55.4
 
               MAY                         JUNE   
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    695    480    430    383    734    505    450    398
 1952    578    378    335    296    973    737    679    622
 1953    616    406    362    322    946    709    650    592
 1954    510    342    304    268    948    714    658    602
 1955    714    490    444    403    790    559    505    455
 1956    668    465    419    376    969    733    675    617
 1957    580    373    331    290    854    618    559    500
 1958    703    502    455    410    745    511    458    409
 1959    687    473    423    375    904    664    606    551
 1960    630    418    369    324    799    564    508    456
 1961    555    366    326    288    838    604    552    503
 1962    788    556    503    451    822    585    529    474
 1963    615    399    353    311    961    721    663    605
 1964    782    548    496    447    874    638    580    525
 1965    751    528    474    422    864    624    567    511
 1966    550    376    340    306    852    619    564    510
 1967    532    348    308    271    839    603    545    490
 1968    524    339    301    265    905    668    612    557
 1969    674    461    413    368    718    496    446    398
 1970    727    512    462    415    898    660    602    547
 1971    554    368    328    292    995    755    695    636
 1972    656    442    393    349    827    597    544    492
 1973    562    359    314    275    918    678    620    563
 1974    562    362    316    277    802    571    517    465
 1975    735    515    465    419    883    644    586    529
 1976    601    406    363    322    876    638    582    528
 1977    865    628    571    518    936    697    639    581
 1978    657    448    402    359    869    638    585    532
 1979    609    415    374    334    863    630    575    520
 1980    686    477    431    391    877    638    581    528
 1981    584    389    347    308    899    659    600    543
 1982    698    471    418    365    747    524    473    426
 1983    521    335    296    261    866    639    586    534
 1984    547    356    314    275    897    658    600    543
 1985    733    509    459    412    788    562    510    462
 1986    653    437    389    344    941    701    642    585
 1987    805    587    538    491    945    709    651    595
 1988    806    581    534    490    954    721    665    611
 1989    623    432    391    351    830    598    545    494
 1990    547    348    306    267    896    663    607    551
 1991    740    518    466    416    979    739    679    619
 1992    641    446    402    360    822    590    536    485
 1993    604    394    347    305    803    574    519    465
 1994    658    463    420    379    893    656    599    544
 1995    527    325    285    247    880    644    588    534
 1996    538    335    291    251    871    635    578    523
 1997    518    340    302    266    932    692    634    576
 1998    765    530    478    428    777    553    500    447
     ****************************  *************************** 
 MEAN  643.5  437.2  391.7  349.0  871.1  636.4  580.4  526.0
 STDV   91.7   78.1   74.0   70.0   68.6   65.3   63.3   60.9
 
               JULY                        AUGUST 
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    966    718    656    594    917    669    608    550
 1952   1018    771    710    650    916    671    614    557
 1953   1025    778    719    660    963    716    656    597
 1954   1083    835    773    711    940    692    630    569
 1955   1125    877    815    753   1030    782    721    663
