 
 THIS IS FOR STATION NUMBER 4101 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        2.26   0.52  63(65) 15(15) 13(13)  4( 4)  1( 1)    7       96
  2 3/8-->3/14       1.55   0.50  64(66) 17(17) 12(12)  3( 3)  0( 0)    7       96
  3 3/15-->3/21      1.07   0.42  56(66) 13(15) 13(15)  2( 2)  0( 0)    7       84
  4 3/22-->3/28      1.30   0.53  68(66) 16(15) 16(15)  2( 1)  0( 0)    7      102
  5 3/29-->4/4       2.18   0.72  75(61) 26(21) 16(13)  4( 3)  1( 0)    3      122
  6 4/5-->4/11       1.88   0.61  68(65) 15(14) 17(16)  4( 3)  0( 0)    0      104
  7 4/12-->4/18      2.28   0.84  76(60) 20(16) 18(14) 10( 8)  1( 0)    0      125
  8 4/19-->4/25      4.12   1.10  80(57) 23(16) 18(13) 14(10)  3( 2)    0      138
  9 4/26-->5/2       2.43   0.92  85(64) 21(15) 15(11)  8( 6)  3( 2)    0      132
 10 5/3-->5/9        2.37   0.89  71(56) 26(20) 17(13) 10( 8)  1( 0)    0      125
 11 5/10-->5/16      5.26   0.94  71(55) 27(21) 19(14) 10( 7)  1( 0)    1      128
 12 5/17-->5/23      3.53   0.82  71(58) 27(22) 16(13)  7( 5)  1( 0)    2      122
 13 5/24-->5/30      2.25   1.19  78(54) 25(17) 26(18) 12( 8)  3( 2)    0      144
 14 5/31-->6/6       1.93   0.79  64(56) 24(21) 17(14)  9( 7)  0( 0)    0      114
 15 6/7-->6/13       5.06   1.11  81(59) 21(15) 17(12) 16(11)  2( 1)    0      137
 16 6/14-->6/20      4.02   1.14  56(50) 19(17) 18(16) 13(11)  5( 4)    0      111
 17 6/21-->6/27      2.87   0.90  58(54) 14(13) 22(20) 10( 9)  2( 1)    0      106
 18 6/28-->7/4       3.22   1.07  50(50) 16(16) 15(15) 17(17)  2( 2)    0      100
 19 7/5-->7/11       2.67   1.21  53(50)  9( 8) 25(23) 12(11)  7( 6)    0      106
 20 7/12-->7/18      6.91   1.24  58(53) 19(17) 14(12) 12(11)  6( 5)    0      109
 21 7/19-->7/25      2.42   0.95  57(52) 16(14) 23(21)  9( 8)  3( 2)    0      108
 22 7/26-->8/1       2.50   0.90  41(45) 18(20) 17(18) 12(13)  2( 2)    0       90
 23 8/2-->8/8        3.50   1.09  57(51) 20(18) 17(15) 12(10)  4( 3)    0      110
 24 8/9-->8/15       3.60   0.77  49(53) 20(21) 11(12) 10(10)  1( 1)    0       91
 25 8/16-->8/22      3.67   1.01  53(53) 18(18) 11(11) 12(12)  5( 5)    0       99
 26 8/23-->8/29      3.60   0.94  39(46) 19(22) 10(11) 12(14)  4( 4)    0       84
 27 8/30-->9/5       2.13   0.72  40(47) 17(20) 18(21)  9(10)  1( 1)    0       85
 28 9/6-->9/12       2.58   0.64  58(61) 16(16) 15(15)  4( 4)  2( 2)    0       95
 29 9/13-->9/19      4.39   1.17  62(52) 21(17) 21(17)  7( 5)  6( 5)    0      117
 30 9/20-->9/26      2.60   0.96  42(44) 22(23) 20(21)  5( 5)  6( 6)    0       95
 31 9/27-->10/3      1.40   0.45  42(56) 16(21) 12(16)  4( 5)  0( 0)    0       74
 32 10/4-->10/10     2.50   0.69  54(61) 12(13) 11(12) 10(11)  1( 1)    0       88
 33 10/11-->10/17    3.18   0.66  51(59) 10(11) 17(19)  6( 6)  2( 2)    0       86
 34 10/18-->10/24    1.60   0.68  55(57) 18(18) 14(14)  9( 9)  0( 0)    0       96
 35 10/25-->10/31    2.73   0.59  57(60) 19(20) 13(13)  4( 4)  1( 1)    0       94
 36 11/1-->11/7      1.96   0.60  63(70)  9(10)  7( 7) 11(12)  0( 0)    0       90
 37 11/8-->11/14     1.20   0.46  51(60) 18(21) 13(15)  2( 2)  0( 0)    0       84
 38 11/15-->11/21    4.68   0.66  48(59) 14(17) 11(13)  6( 7)  2( 2)    0       81
 39 11/22-->11/28    1.84   0.44  64(72) 10(11) 12(13)  2( 2)  0( 0)    0       88
 40 11/29-->12/5     2.06   0.38  72(78)  9( 9)  7( 7)  3( 3)  1( 1)    1       92
 41 12/6-->12/12     1.02   0.32  66(77) 10(11)  8( 9)  1( 1)  0( 0)    0       85
 42 12/13-->12/19    2.86   0.29  57(77) 10(13)  6( 8)  0( 0)  1( 1)    1       74
 43 12/20-->12/26    1.65   0.29  66(82)  6( 7)  7( 8)  1( 1)  0( 0)    0       80
 44 12/27-->1/2      1.25   0.32  55(70) 16(20)  6( 7)  1( 1)  0( 0)    2       78
 45 1/3-->1/9        1.03   0.20  56(83)  6( 8)  4( 5)  1( 1)  0( 0)    7       67
 46 1/10-->1/16      2.10   0.25  67(87)  5( 6)  2( 2)  2( 2)  1( 1)    7       77
 47 1/17-->1/23      1.12   0.31  60(72) 17(20)  5( 6)  1( 1)  0( 0)    7       83
 48 1/24-->1/30      0.73   0.20  78(87)  8( 8)  3( 3)  0( 0)  0( 0)    7       89
 49 1/31-->2/6       0.70   0.18  55(82)  8(11)  4( 5)  0( 0)  0( 0)    7       67
 50 2/7-->2/13       0.67   0.16  53(85)  7(11)  2( 3)  0( 0)  0( 0)    7       62
 51 2/14-->2/20      1.42   0.28  57(75) 11(14)  7( 9)  1( 1)  0( 0)    7       76
 52 2/21-->2/27      1.83   0.39  57(70) 15(18)  5( 6)  4( 4)  0( 0)    7       81
 53 2/28-->2/29      0.18   0.01  11(**)  0( 0)  0( 0)  0( 0)  0( 0)    1       11
 ANNUAL TOTALS       6.91   3139(61)834(16)683(13)340( 6) 82( 1)   95     5078
 
 THESE ARE THE MONTHLY AVERAGES FOR 1951-->1998 FOR STATION NUMBER 4101
   JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SPT  OCT  NOV  DEC  ANNUAL
   1.03 1.03 2.29 3.64 4.15 4.47 4.68 4.15 3.50 2.79 2.24 1.43 35.41  <-- PRECIP
  
   21.6 27.4 38.4 52.5 63.9 73.4 77.5 75.4 67.1 55.6 40.2 27.4  56.3  <-- TEMP
 
 TWELVE SIGNIFICANT RAINFALL EVENTS  
 MONTH  DAY  YEAR   AMOUNT
   7     14  1962     6.91
   5     10  1996     5.26
   6      7  1967     5.06
  11     17  1952     4.68
   9     17  1970     4.39
   7     17  1972     4.40
   4     24  1965     4.12
   6     15  1982     4.02
   7     18  1982     3.73
   8     20  1990     3.67
   5     17  1986     3.53
   8     10  1993     3.60
 
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION NUMBER  4101
               MARCH                       APRIL  
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     33      8      6      4    270    146    122    101
 1952     96     48     38     29    402    260    233    206
 1953    169     85     67     50    255    135    109     85
 1954    122     48     36     27    500    320    280    243
 1955    154     83     67     52    531    352    313    276
 1956    131     58     48     38    370    238    210    183
 1957    145     58     44     33    426    264    229    198
 1958     91     25     16      9    377    229    197    165
 1959    124     58     47     40    362    216    189    163
 1960     32     12      8      6    437    277    241    208
 1961    126     52     41     32    250    130    109     89
 1962     83     42     36     31    358    222    196    173
 1963    206    128    115    102    445    294    258    224
 1964    110     54     42     32    395    241    211    183
 1965     17      5      3      2    352    203    173    148
 1966    219    114     93     74    315    185    157    134
 1967    223    143    125    108    416    254    218    186
 1968    311    188    163    139    444    287    253    222
 1969     98     49     41     33    430    265    228    193
 1970     89     22     12      7    434    286    253    221
 1971     98     50     43     37    446    296    263    232
 1972    134     62     51     42    351    199    170    145
 1973    258    117     90     68    345    200    173    147
 1974    187     93     77     64    480    310    274    240
 1975     68     29     22     16    308    171    147    124
 1976    202    105     88     74    484    314    276    241
 1977    260    142    122    104    573    389    348    308
 1978    101     51     42     34    377    234    204    175
 1979    109     57     48     40    293    160    132    109
 1980    116     45     34     24    405    251    220    193
 1981    236    124    104     87    541    355    315    279
 1982    126     47     36     26    321    199    172    147
 1983    170     90     74     59    266    138    115     99
 1984     50     11      5      1    339    191    161    134
 1985    219    109     87     68    555    379    343    309
 1986    234    139    121    107    520    349    312    277
 1987    234    127    106     91    525    351    316    283
 1988    220    120    100     82    422    281    251    223
 1989    182    105     90     78    420    257    221    189
 1990    265    146    123    100    419    260    225    196
 1991    242    130    109     91    471    297    263    229
 1992    230    123    102     84    375    227    197    172
 1993     94     43     33     26    324    175    147    123
 1994    197    103     87     73    459    310    276    243
 1995    227    132    113     95    334    187    156    128
 1996    124     56     43     32    391    243    213    186
 1997    214    109     89     71    328    195    168    143
 1998    185    111     98     88    403    231    197    166
     ****************************  *************************** 
 MEAN  157.8   80.6   66.5   54.6  401.1  249.2  217.6  188.6
 STDV   70.7   44.5   39.1   34.2   81.0   65.9   61.7   57.3
 
               MAY                         JUNE   
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    645    436    391    347    749    523    469    415
 1952    623    413    369    326    989    749    691    634
 1953    636    422    378    336    982    742    682    625
 1954    555    365    324    286    965    727    669    612
 1955    726    505    458    414    812    575    521    470
 1956    731    518    470    424    978    747    690    634
 1957    651    431    383    339    912    676    618    561
 1958    678    476    433    393    785    549    495    443
 1959    751    533    482    433    923    683    625    567
 1960    617    408    360    316    839    600    542    487
 1961    564    379    339    303    876    644    590    541
 1962    832    604    550    498    876    637    581    527
 1963    606    395    351    310    935    699    642    589
 1964    863    622    565    510    929    692    634    578
 1965    801    579    528    477    899    659    600    542
 1966    582    393    355    319    885    651    594    538
 1967    569    382    340    301    939    699    642    585
 1968    597    393    351    313    963    723    664    607
 1969    704    488    440    394    813    580    526    476
 1970    812    584    531    481    935    695    635    578
 1971    605    406    365    327   1060    820    760    700
 1972    736    514    463    415    895    660    603    547
 1973    613    392    341    296    978    738    678    618
 1974    637    415    367    321    843    604    546    490
 1975    809    571    517    466    969    729    670    611
 1976    647    437    390    348    945    705    645    585
 1977    907    669    613    557    980    741    682    624
 1978    685    463    413    367    966    727    668    609
 1979    715    495    449    406    965    725    666    607
 1980    781    551    496    444    938    699    640    582
 1981    657    446    400    355    981    741    681    621
 1982    835    592    534    477    829    590    533    479
 1983    597    388    342    301    981    743    684    628
 1984    624    419    375    335   1018    778    719    660
 1985    793    553    497    446    877    638    581    526
 1986    731    498    444    391    993    753    695    637
 1987    861    624    572    523   1020    780    721    663
 1988    812    579    527    479    991    751    693    637
 1989    676    470    423    379    915    675    617    560
 1990    611    391    342    297    973    733    674    616
 1991    868    637    583    531   1057    817    757    697
 1992    737    517    468    423    938    698    639    580
 1993    745    507    453    401    895    660    602    545
 1994    726    502    452    406   1015    775    715    656
 1995    641    404    352    304    988    748    688    628
 1996    611    385    337    291    961    721    662    604
 1997    577    369    325    282    978    738    678    618
 1998    878    630    569    511    901    662    603    547
     ****************************  *************************** 
 MEAN  701.5  482.5  433.7  387.8  934.3  696.1  638.0  581.1
 STDV   98.3   86.4   82.3   78.0   68.4   66.7   65.4   63.5
 
               JULY                        AUGUST 
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    936    690    630    572    911    664    604    546
 1952   1041    793    732    672    935    687    625    568
 1953   1054    806    744    683    980    732    672    613
 1954   1085    837    775    713    991    744    683    622
 1955   1155    907    845    783   1063    815    753    691
