 
 THIS IS FOR STATION NUMBER 1277 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.77   0.38  57(70) 13(16)  9(11)  2( 2)  0( 0)    1       81
  2 3/8-->3/14       1.44   0.41  61(71) 12(14)  8( 9)  4( 4)  0( 0)    0       85
  3 3/15-->3/21      1.35   0.42  57(68) 12(14)  9(10)  5( 6)  0( 0)    0       83
  4 3/22-->3/28      2.28   0.63  42(54) 13(16) 14(18)  7( 9)  1( 1)    0       77
  5 3/29-->4/4       1.31   0.59  54(57) 18(19) 19(20)  3( 3)  0( 0)    0       94
  6 4/5-->4/11       2.52   0.47  43(57) 18(24) 11(14)  2( 2)  1( 1)    0       75
  7 4/12-->4/18      1.36   0.68  71(61) 21(18) 20(17)  4( 3)  0( 0)    0      116
  8 4/19-->4/25      2.92   0.76  50(50) 23(23) 20(20)  6( 6)  1( 1)    0      100
  9 4/26-->5/2       3.80   0.98  60(53) 19(16) 22(19) 10( 8)  2( 1)    0      113
 10 5/3-->5/9        1.93   0.78  59(55) 22(20) 15(14) 10( 9)  0( 0)    0      106
 11 5/10-->5/16      2.00   0.78  56(50) 28(25) 21(19)  4( 3)  1( 0)    0      110
 12 5/17-->5/23      2.90   1.07  50(47) 15(14) 26(24) 11(10)  3( 2)    0      105
 13 5/24-->5/30      2.21   1.15  76(55) 22(16) 21(15) 16(11)  1( 0)    0      136
 14 5/31-->6/6       2.58   0.96  67(58) 14(12) 22(19)  7( 6)  4( 3)    0      114
 15 6/7-->6/13       2.47   1.13  70(53) 25(19) 22(16) 11( 8)  3( 2)    0      131
 16 6/14-->6/20      3.63   1.32  57(47) 26(21) 16(13) 14(11)  6( 5)    0      119
 17 6/21-->6/27      3.16   1.19  57(51) 18(16) 15(13) 13(11)  7( 6)    0      110
 18 6/28-->7/4       4.28   0.67  46(56) 13(16) 15(18)  5( 6)  2( 2)    0       81
 19 7/5-->7/11       5.66   1.08  48(48) 16(16) 16(16) 14(14)  4( 4)    0       98
 20 7/12-->7/18     12.02   1.15  43(51) 13(15) 13(15) 10(11)  5( 5)    0       84
 21 7/19-->7/25      2.23   0.61  49(59) 15(18) 11(13)  7( 8)  1( 1)    0       83
 22 7/26-->8/1       4.00   0.82  53(55) 12(12) 21(21)  8( 8)  2( 2)    0       96
 23 8/2-->8/8        3.85   0.92  56(55) 21(20) 12(11)  9( 8)  3( 2)    0      101
 24 8/9-->8/15       2.77   0.86  48(52) 18(19) 12(13)  9( 9)  4( 4)    0       91
 25 8/16-->8/22      2.49   0.73  46(51) 19(21) 16(17)  6( 6)  2( 2)    0       89
 26 8/23-->8/29      2.14   0.74  52(55) 17(18) 13(13) 11(11)  1( 1)    0       94
 27 8/30-->9/5       3.79   0.89  42(46) 22(24) 16(17)  6( 6)  4( 4)    1       90
 28 9/6-->9/12       3.11   0.86  36(48)  8(10) 17(22) 11(14)  3( 4)    0       75
 29 9/13-->9/19      5.41   0.86  35(40) 22(25) 19(22)  9(10)  1( 1)    0       86
 30 9/20-->9/26      2.62   0.58  62(65) 17(17) 11(11)  4( 4)  1( 1)    0       95
 31 9/27-->10/3      2.30   0.53  43(58) 12(16) 15(20)  3( 4)  1( 1)    0       74
 32 10/4-->10/10     3.71   0.70  41(56) 13(17)  9(12)  7( 9)  3( 4)    0       73
 33 10/11-->10/17    2.40   0.50  34(59)  9(15)  7(12)  4( 7)  3( 5)    0       57
 34 10/18-->10/24    1.45   0.44  40(58) 11(16) 14(20)  3( 4)  0( 0)    0       68
 35 10/25-->10/31    2.00   0.45  31(54) 10(17)  8(14)  7(12)  1( 1)    0       57
 36 11/1-->11/7      1.41   0.31  30(62)  7(14)  6(12)  5(10)  0( 0)    0       48
 37 11/8-->11/14     1.59   0.29  29(65)  6(13)  4( 9)  5(11)  0( 0)    0       44
 38 11/15-->11/21    1.51   0.44  37(60)  6( 9) 13(21)  5( 8)  0( 0)    0       61
 39 11/22-->11/28    0.96   0.17  42(79)  7(13)  4( 7)  0( 0)  0( 0)    0       53
 40 11/29-->12/5     2.15   0.19  42(79)  7(13)  2( 3)  1( 1)  1( 1)    0       53
 41 12/6-->12/12     1.21   0.17  39(81)  6(12)  2( 4)  1( 2)  0( 0)    0       48
 42 12/13-->12/19    1.19   0.21  43(81)  3( 5)  6(11)  1( 1)  0( 0)    0       53
 43 12/20-->12/26    0.85   0.12  44(86)  5( 9)  2( 3)  0( 0)  0( 0)    0       51
 44 12/27-->1/2      1.37   0.21  41(75)  9(16)  3( 5)  1( 1)  0( 0)    0       54
 45 1/3-->1/9        0.48   0.10  37(84)  7(15)  0( 0)  0( 0)  0( 0)    0       44
 46 1/10-->1/16      0.92   0.16  45(84)  3( 5)  5( 9)  0( 0)  0( 0)    2       53
 47 1/17-->1/23      0.72   0.17  48(80)  8(13)  4( 6)  0( 0)  0( 0)    3       60
 48 1/24-->1/30      0.65   0.12  51(86)  7(11)  1( 1)  0( 0)  0( 0)    1       59
 49 1/31-->2/6       0.59   0.12  38(84)  6(13)  1( 2)  0( 0)  0( 0)    1       45
 50 2/7-->2/13       0.61   0.14  41(83)  4( 8)  4( 8)  0( 0)  0( 0)    0       49
 51 2/14-->2/20      1.64   0.27  52(76) 10(14)  5( 7)  1( 1)  0( 0)    0       68
 52 2/21-->2/27      0.85   0.17  50(84)  3( 5)  6(10)  0( 0)  0( 0)    0       59
 53 2/28-->2/29      1.47   0.05   9(81)  1( 9)  0( 0)  1( 9)  0( 0)    0       11
 ANNUAL TOTALS      12.02   2510(60)692(16)603(14)283( 6) 72( 1)    9     4160
 
 THESE ARE THE MONTHLY AVERAGES FOR 1951-->1998 FOR STATION NUMBER 1277
   JAN  FEB  MAR  APR  MAY  JUN  JUL  AUG  SPT  OCT  NOV  DEC  ANNUAL
   0.60 0.73 2.09 2.97 4.23 4.68 3.92 3.73 3.17 2.27 1.29 0.77 30.47  <-- PRECIP
  
   19.5 25.8 36.1 50.7 62.2 71.6 75.7 73.8 65.1 53.8 37.4 24.9  54.1  <-- TEMP
 
 TWELVE SIGNIFICANT RAINFALL EVENTS  
 MONTH  DAY  YEAR   AMOUNT
   7     17  1996    12.02
   7      9  1993     5.66
   9     13  1978     5.41
   7     15  1995     4.42
   7      2  1958     4.28
   7     29  1989     4.00
   8      5  1996     3.85
   8     30  1962     3.79
   4     27  1986     3.80
  10      9  1970     3.71
   6     16  1984     3.63
   8     30  1993     3.71
 
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION NUMBER  1277
               MARCH                       APRIL  
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     55     23     18     13    224    116     97     79
 1952     70     33     26     21    351    212    184    158
 1953    146     70     53     40    216    107     87     69
 1954     59     16     13     10    409    253    221    192
 1955    119     63     51     41    510    341    308    277
 1956    129     56     44     35    288    174    152    132
 1957    119     50     41     33    361    226    197    173
 1958     56     16      9      5    327    183    152    125
 1959    119     57     46     37    342    212    184    159
 1960     15      1      0      0    374    232    202    176
 1961     96     32     22     16    257    142    120    100
 1962     56     26     22     19    376    235    203    176
 1963    187    118    105     93    433    272    239    208
 1964     93     34     24     17    366    217    189    162
 1965     12      4      3      2    351    218    190    165
 1966    230    133    111     90    247    134    111     91
 1967    252    164    146    128    418    263    229    198
 1968    329    216    193    170    416    265    233    205
 1969     31      9      6      3    389    245    214    185
 1970     45     11      6      4    397    262    234    209
 1971    103     54     45     37    407    264    234    205
 1972    159     76     62     49    345    209    184    159
 1973    166     61     44     30    347    215    187    162
 1974    210    115     96     78    425    272    240    212
 1975     58     24     17     12    278    147    122    101
 1976    168    102     88     76    449    293    259    225
 1977    235    129    106     87    518    346    308    274
 1978    142     87     75     65    314    177    148    123
 1979     68     20     15     11    293    169    146    124
 1980    105     39     29     21    416    269    238    209
 1981    243    129    108     88    531    352    315    280
 1982    119     44     30     20    326    201    177    155
 1983    123     64     52     41    194    102     86     73
 1984     36      3      1      0    249    127    104     82
 1985    214    116     95     76    486    327    292    261
 1986    245    145    127    111    403    248    215    184
 1987    199    112     97     83    485    325    293    262
 1988    254    155    134    115    396    253    224    195
 1989    173    106     90     77    494    335    300    265
 1990    206    108     90     73    406    257    224    196
 1991    230    136    115     97    418    255    223    193
 1992    238    124    103     84    335    206    180    157
 1993     82     44     39     34    291    167    143    122
 1994    227    137    116     98    423    286    258    231
 1995    202    115     97     79    301    180    155    131
 1996    117     49     36     28    366    232    204    179
 1997    230    127    109     92    287    167    143    120
 1998    119     66     59     52    378    225    192    161
     ****************************  *************************** 
 MEAN  143.7   75.7   63.0   52.1  367.2  227.7  199.0  172.7
 STDV   77.4   51.7   45.9   40.1   81.2   64.2   59.9   55.6
 
               MAY                         JUNE   
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    651    419    368    323    713    481    426    374
 1952    586    369    323    279    986    746    687    629
 1953    578    378    338    302    973    736    677    618
 1954    503    322    285    249    911    676    620    565
 1955    752    514    461    414    804    567    511    459
 1956    665    453    408    366    986    751    693    635
 1957    570    360    317    277    830    591    533    477
 1958    710    490    440    393    777    543    487    434
 1959    647    427    379    333    920    680    622    566
 1960    618    406    358    315    801    561    503    448
 1961    565    366    324    284    854    615    557    504
 1962    821    578    522    470    843    606    549    493
 1963    651    428    378    333    967    727    668    609
 1964    781    549    498    448    868    634    579    524
 1965    767    540    485    433    885    645    586    528
 1966    601    419    379    341    854    616    560    507
 1967    531    349    312    276    842    604    548    493
 1968    512    335    296    259    907    675    621    567
 1969    683    470    423    376    752    531    479    430
 1970    772    550    500    452    901    664    606    552
 1971    569    369    327    287    995    755    696    637
 1972    638    429    383    339    900    665    607    551
 1973    609    402    357    316    927    687    629    572
 1974    615    408    364    322    811    578    522    472
 1975    731    503    454    409    857    622    566    512
 1976    605    407    366    327    881    646    590    536
 1977    820    577    519    465    901    662    603    548
 1978    641    435    387    343    888    657    600    547
 1979    610    409    364    323    871    635    579    524
 1980    672    459    415    374    896    657    599    543
 1981    601    402    360    319    934    694    635    578
 1982    678    448    395    343    760    528    475    425
 1983    517    337    301    266    865    634    577    521
 1984    565    360    318    277    923    683    623    565
 1985    729    492    441    396    807    575    520    467
 1986    662    437    389    344    965    725    665    607
 1987    791    557    502    450    975    736    678    621
 1988    829    591    537    489    999    760    701    644
 1989    689    479    431    388    857    622    567    513
 1990    586    373    327    284    959    723    665    607
 1991    773    553    502    451    977    737    677    617
 1992    671    462    416    372    873    634    575    517
 1993    630    410    361    315    840    602    545    490
 1994    742    521    470    423    964    724    665    606
 1995    558    340    298    257    886    647    590    534
 1996    560    355    309    266    930    693    635    579
 1997    556    363    322    284    956    716    656    597
 1998    808    567    511    460    833    601    547    493
     ****************************  *************************** 
 MEAN  654.7  441.2  394.4  350.5  887.8  651.3  594.0  538.5
 STDV   90.7   76.5   71.9   67.8   69.4   67.2   66.0   63.9
 
               JULY                        AUGUST 
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    950    702    640    579    936    688    626    565
 1952    994    746    684    623    889    641    579    517
 1953   1033    785    723    661    992    744    682    620
 1954   1102    854    792    730    972    724    662    600
 1955   1152    904    842    780   1090    842    780    718
