# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9067] WILLIAMSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    1    0    0    0
 Sep 14    1    0    0    0
 Sep 16    1    0    0    0
 Sep 18    1    0    0    0
 Sep 20    7    1    0    0
 Sep 22   14    5    0    0
 Sep 24   14    5    0    0
 Sep 26   18    5    0    0
 Sep 28   27    7    0    0
 Sep 30   35   11    0    0
 Oct 02   40   16    3    0
 Oct 04   48   18    3    0
 Oct 06   66   24    5    1
 Oct 08   68   27   11    1
 Oct 10   72   33   14    7
 Oct 12   79   40   16    7
 Oct 14   85   42   16    7
 Oct 16   88   51   24    7
 Oct 18   90   64   31    9
 Oct 20   96   70   35   14
 Oct 22   96   74   46   22
 Oct 24   96   79   51   25
 Oct 26   96   83   55   29
 Oct 28   98   83   57   35
 Oct 30  100   85   68   42
 Nov 01  100   90   77   50
 Nov 03  100   94   83   57
 Nov 05  100   96   87   66
 Nov 07  100   98   88   74
 Nov 09  100  100   92   77
 Nov 11  100  100   94   81
 Nov 13  100  100   98   88
 Nov 15  100  100   98   92
 Nov 17  100  100  100   92
 Nov 19  100  100  100   98
 Nov 21  100  100  100   98
 Nov 23  100  100  100   98
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
