# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3718] HAWARDEN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia3718 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     20      4      2      0    250    137    115     95
 1952     40     17     14     11    372    234    205    182
 1953    151     76     60     45    216    112     92     76
 1954     46     10      6      4    430    285    255    226
 1955    120     59     48     38    541    375    340    305
 1956    106     43     35     27    285    178    155    133
 1957    107     38     25     17    354    229    203    181
 1958     65     23     14      7    324    190    161    134
 1959    122     59     47     35    373    236    209    185
 1960     15      1      0      0    344    207    179    155
 1961    112     44     34     26    266    145    124    103
 1962     18      6      4      3    346    216    188    165
 1963    213    140    126    114    443    291    255    221
 1964     81     30     20     12    360    224    197    172
 1965     16      5      4      3    359    227    201    177
 1966    231    135    117     99    252    138    116     95
 1967    239    153    137    122    370    232    202    175
 1968    328    216    194    172    399    264    232    204
 1969     20      1      0      0    381    242    213    186
 1970     25      3      2      1    349    227    200    177
 1971    114     64     54     44    404    259    228    199
 1972    111     47     36     28    306    174    150    129
 1973    156     57     43     30    343    206    178    152
 1974    177     85     67     53    403    254    223    192
 1975     53     22     17     13    232    108     88     71
 1976    157     91     77     63    456    292    256    220
 1977    179     78     59     46    516    345    307    273
 1978    139     82     71     60    282    152    127    106
 1979     32      3      2      1    302    177    152    129
 1980     91     35     26     20    398    256    228    201
 1981    223    110     92     74    508    342    304    269
 1982     92     34     25     17    336    207    182    160
 1983     97     49     38     28    197     98     83     69
 1984     19      3      1      0    249    123     98     76
 1985    186     97     80     64    463    306    273    243
 1986    204    111     92     78    378    224    193    165
 1987    191    105     88     73    511    358    325    294
 1988    198    113     95     78    383    252    222    194
 1989    153     89     75     62    437    294    261    230
 1990    183     87     70     55    418    269    237    205
 1991    204    119    101     86    407    254    223    193
 1992    170     75     62     51    271    154    134    115
 1993     57     29     24     19    262    148    126    106
 1994    145     71     57     46    329    219    194    170
 1995    131     66     54     44    190    101     82     66
 1996     76     30     24     19    247    154    134    114
 1997    118     64     53     44    248    149    127    108
 1998     90     52     46     40    301    185    161    138
 1999    145     67     52     41    296    161    137    116
 2000    235    135    115     95    337    220    193    169
 2001     27      9      7      5    358    220    189    165
 2002     52     22     16     11    343    215    188    164
 2003    172     98     83     70    367    243    220    199
 2004    181     90     74     60    370    250    222    196
 2005    122     62     52     44    407    251    217    186
     ****************************  ****************************
 MEAN  122.8   62.1   51.2   41.8  350.3  218.3  191.0  166.0
 STDV   72.1   46.1   40.8   35.8   81.8   65.6   61.0   56.4

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    656    442    394    349    726    492    438    389
 1952    600    393    348    307    978    740    682    625
 1953    602    406    364    325    949    713    655    597
 1954    520    351    313    278    933    700    644    588
 1955    743    528    479    432    803    568    514    463
 1956    696    486    439    396   1018    782    724    667
 1957    591    382    336    295    841    605    547    490
 1958    731    526    480    439    762    534    483    435
 1959    698    481    433    387    961    723    665    610
 1960    611    415    374    333    808    569    512    457
 1961    576    375    333    295    859    627    575    524
 1962    788    553    498    448    852    614    556    499
 1963    654    439    392    351    989    749    691    633
 1964    752    527    481    437    892    660    604    551
 1965    749    526    473    425    896    656    597    538
 1966    581    409    373    338    884    646    590    537
 1967    537    358    317    280    852    615    558    502
 1968    510    332    295    262    934    699    643    591
 1969    679    466    420    375    728    512    465    420
 1970    730    518    468    423    928    691    635    580
 1971    592    399    357    315    984    747    688    629
 1972    657    448    399    353    917    681    622    563
 1973    618    422    377    335    919    679    620    563
 1974    614    411    366    323    809    582    528    479
 1975    740    522    474    428    865    635    578    523
 1976    617    428    386    345    913    682    626    571
 1977    868    623    567    512    949    709    651    593
 1978    648    449    403    361    901    672    619    569
 1979    568    378    338    299    888    653    596    543
 1980    665    471    428    386    933    695    637    579
 1981    605    406    361    321    919    679    619    562
 1982    702    471    416    365    777    547    495    446
 1983    545    355    315    277    857    628    572    519
 1984    589    383    340    300    931    692    633    576
 1985    751    520    468    420    833    598    544    493
 1986    728    500    446    398    978    738    678    619
 1987    789    569    517    466    936    700    644    590
 1988    823    596    547    499   1006    770    711    652
 1989    648    454    413    373    835    606    556    507
 1990    576    375    333    293    918    684    627    572
 1991    741    524    475    427    990    750    691    632
 1992    663    466    421    379    835    601    547    494
 1993    580    374    329    286    794    561    506    453
 1994    662    465    422    380    899    659    601    544
 1995    438    265    230    198    830    601    547    495
 1996    465    277    237    200    852    619    563    509
 1997    424    259    227    197    890    650    590    533
 1998    730    513    462    412    743    517    463    411
 1999    601    396    352    309    786    551    496    444
 2000    669    454    408    365    772    541    485    432
