# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1833] CORNING
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.82   0.30   51(59)   20(23)   13(15)    2( 2)    0( 0)    0       86
  2 3/8-->3/14       1.37   0.30   44(57)   18(23)   10(13)    5( 6)    0( 0)    0       77
  3 3/15-->3/21      2.32   0.31   50(59)   20(24)   11(13)    3( 4)    1( 1)    0       85
  4 3/22-->3/28      1.70   0.31   61(70)    6( 7)   14(16)    6( 7)    0( 0)    0       87
  5 3/29-->4/4       1.58   0.32   63(62)   18(18)   14(14)    7( 7)    0( 0)    0      102
  6 4/5-->4/11       1.95   0.25   74(69)   21(19)    8( 7)    5( 5)    0( 0)    0      108
  7 4/12-->4/18      2.66   0.37   70(55)   30(24)   18(14)    6( 5)    3( 2)    0      127
  8 4/19-->4/25      4.25   0.33   81(60)   30(22)   17(13)    7( 5)    1( 1)    0      136
  9 4/26-->5/2       1.97   0.42   67(53)   25(20)   18(14)   17(13)    0( 0)    0      127
 10 5/3-->5/9        2.68   0.35   83(55)   34(23)   23(15)    9( 6)    1( 1)    0      150
 11 5/10-->5/16      3.40   0.44   64(52)   25(20)   23(19)    9( 7)    3( 2)    0      124
 12 5/17-->5/23      2.10   0.43   57(42)   34(25)   34(25)   11( 8)    1( 1)    0      137
 13 5/24-->5/30      3.08   0.42   80(54)   29(19)   25(17)   13( 9)    2( 1)    0      149
 14 5/31-->6/6       2.78   0.36   63(51)   33(27)   22(18)    5( 4)    1( 1)    0      124
 15 6/7-->6/13       2.08   0.44   71(53)   19(14)   29(21)   15(11)    1( 1)    0      135
 16 6/14-->6/20      2.90   0.52   50(43)   26(22)   23(20)   14(12)    4( 3)    0      117
 17 6/21-->6/27      4.85   0.52   49(43)   24(21)   27(23)   12(10)    3( 3)    0      115
 18 6/28-->7/4       2.15   0.52   50(48)   18(17)   20(19)   16(15)    1( 1)    0      105
 19 7/5-->7/11       2.50   0.52   49(44)   19(17)   21(19)   20(18)    2( 2)    0      111
 20 7/12-->7/18      2.98   0.51   53(53)   15(15)   13(13)   17(17)    2( 2)    0      100
 21 7/19-->7/25      3.06   0.50   60(55)   14(13)   15(14)   17(15)    4( 4)    0      110
 22 7/26-->8/1       3.73   0.45   44(48)   23(25)   14(15)    8( 9)    2( 2)    0       91
 23 8/2-->8/8        3.72   0.52   60(51)   21(18)   17(14)   15(13)    5( 4)    0      118
 24 8/9-->8/15       3.90   0.42   61(58)   17(16)   15(14)    9( 9)    3( 3)    0      105
 25 8/16-->8/22      2.50   0.41   56(54)   25(24)   11(11)   11(11)    1( 1)    0      104
 26 8/23-->8/29      5.96   0.57   49(50)   17(17)   18(18)    8( 8)    6( 6)    0       98
 27 8/30-->9/5       3.40   0.55   47(43)   22(20)   23(21)   13(12)    4( 4)    0      109
 28 9/6-->9/12       4.30   0.70   41(49)   11(13)   12(14)   13(15)    7( 8)    0       84
 29 9/13-->9/19      4.50   0.58   50(49)   19(18)   18(17)    8( 8)    8( 8)    0      103
