# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5198] MARSHALLTOWN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia5198   BASE TEMP=32
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    26 116           9    28 271          155
   1952   4    15 106          10     3 277          171
   1953   5    13 133           9    22 265          132
   1954   5    20 140          10    18 291          151
   1955   4     8  98           9    12 255          157
   1956   4    30 121           9    20 264          143
   1957   5     4 124          10    10 283          159
   1958   5     5 125          10     1 274          149
   1959   4    22 112          10     9 282          170
   1960   4    18 109          10    19 293          184
   1961   5     2 122           9    28 271          149
   1962   4    17 107           9    20 263          156
   1963   5    23 143          10    29 302          159
   1964   4    15 106           9    28 272          166
   1965   4    19 109          10    13 286          177
   1966   5    14 134          10     1 274          140
   1967   5     7 127           9    28 271          144
   1968   5    10 131          10     4 278          147
   1969   4    29 119          10    15 288          169
   1970   5     2 122          10    10 283          161
   1971   5     3 123           9    20 263          140
   1972   4    25 116           9    30 274          158
   1973   4    28 118          10    30 303          185
   1974   5     6 126           9    22 265          139
   1975   4    22 112           9    22 265          153
   1976   4    12 103          10     6 280          177
   1977   4    26 116          10    12 285          169
   1978   5     6 126          10     8 281          155
   1979   5     1 121          10     5 278          157
   1980   5     9 130           9    26 270          140
   1981   5    12 132           9    18 261          129
   1982   4    21 111          10    21 294          183
   1983   4    20 110           9    23 266          156
   1984   4    23 114           9    16 260          146
   1985   4    15 105           9    27 270          165
   1986   4    22 112          10     6 279          167
   1987   4     8  98          10     3 276          178
   1988   4    24 115          10     3 277          162
   1989   5     7 127           9    23 266          139
   1990   5     2 122          10    10 283          161
   1991   4    10 100           9    20 263          163
   1992   5     6 127           9    29 273          146
   1993   4    17 107          10     9 282          175
   1994   5     1 121          10    10 283          162
   1995   4    25 115           9    22 265          150
   1996   5     2 123          10     8 282          159
   1997   5    16 136          10    15 288          152
   1998   4     4  94          10    22 295          201
   1999   4    20 110           9    22 265          155
   2000   4    22 113          10     6 280          167
   2001   4    19 109          10     6 279          170
   2002   5    21 141           9    24 267          126
   2003   4    23 113           9    29 272          159
   2004   5     4 125          10     2 276          151
             MEAN=118              MEAN=276     MEAN=158
