# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1394] CHARITON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia1394
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.69  1.93  3.24  4.26  5.34  6.53  3.23  5.44  1.24  2.48  1.29  0.60 36.27
 1952  0.50  0.69  2.85  1.59  4.02  8.29  1.72  5.06  2.30  0.00  5.84  0.88 33.74
 1953  0.60  1.91  4.54  2.15  1.78  7.42  1.48  0.90  0.76  0.00  0.98  1.33 23.85
 1954  0.06  1.00  2.40  3.72  3.43  3.99  0.98  4.85  2.06  4.72  0.06  0.55 27.82
 1955  1.35  1.23  1.43  2.49  3.42  3.01  5.57  4.21  2.61  0.81  0.20  0.28 26.61
 1956  0.08  0.58  0.38  0.60  2.03  2.31  4.00  7.57  1.29  0.63  1.29  0.19 20.95
 1957  0.44  0.28  2.06  4.31  2.92  5.07  2.80  2.58  4.02  2.40  0.98  0.40 28.26
 1958  1.18  0.91  0.52  1.63  2.39  2.58  9.40  2.21  3.79  0.87  2.56  0.07 28.11
 1959  1.59  1.44  4.46  4.40  9.80  2.56  2.08  4.58  7.37  3.32  0.67  2.17 44.44
 1960  3.07  2.17  3.44  4.71  7.84  4.84  2.14  6.65  3.81  2.92  1.38  0.49 43.46
 1961  0.47  2.46  7.08  2.14  1.76  4.15  5.04  1.65 14.32  3.06  5.43  2.92 50.48
 1962  2.30  3.24  1.79  2.80  5.17  3.26  4.48  5.45  2.51  5.99  1.58  0.70 39.27
 1963  0.87  0.67  3.93  4.57  2.77  1.07  5.18  2.63  2.74  0.63  1.87  0.68 27.61
 1964  0.30  0.46  1.52  5.66  4.64  8.70  3.34  3.62  5.80  0.15  1.41  0.63 36.23
 1965  1.54  0.69  2.25  5.45  1.84  4.09  2.40  3.41 11.50  0.52  1.75  2.64 38.08
 1966  1.11  0.52  1.02  2.70  6.29  4.75  4.65  1.86  2.72  0.94  0.67  1.56 28.79
