# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0112] ALBIA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
#DAILY MEAN HIGHS AND LOWS FOR STATION NUMBER  ia0112
    JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  32  15  34  15  44  23  56  35  69  45  76  55  85  64  86  63  83  59  74  49  58  39  42  25
  2  32  16  31  13  43  24  57  36  70  46  76  54  85  64  86  65  83  61  73  48  55  36  43  26
  3  32  15  31  13  43  24  56  36  70  47  77  53  85  63  86  65  83  60  71  48  54  35  43  25
  4  31  13  34  14  43  23  57  34  70  48  78  55  85  64  85  64  81  59  70  47  52  35  42  24
  5  30  12  34  16  42  24  57  34  72  49  80  57  85  63  83  64  81  58  69  47  52  33  42  25
  6  30  13  32  15  43  23  60  36  70  48  79  59  86  63  84  64  80  58  67  46  51  32  39  21
  7  29  10  32  14  42  21  62  37  70  48  80  59  87  64  84  63  82  59  67  44  53  32  37  21
  8  29  11  33  15  43  23  58  37  70  48  81  59  86  65  85  64  82  59  68  45  53  33  36  20
  9  29  11  34  16  45  24  58  35  70  48  80  59  86  64  85  63  81  58  67  44  53  33  35  19
 10  28  10  36  18  46  26  58  37  71  48  81  59  86  64  85  62  79  55  67  42  52  31  36  19
 11  31  12  35  16  47  28  61  38  72  49  81  60  86  65  83  61  79  55  68  44  51  32  35  18
 12  32  14  35  16  46  28  58  38  73  49  82  61  87  66  83  61  80  56  69  45  50  31  35  17
 13  33  14  37  17  46  27  60  38  73  49  83  61  87  66  84  62  78  55  68  45  51  33  35  17
 14  32  15  38  20  48  28  61  39  73  50  81  62  87  66  84  62  76  54  69  46  50  32  35  18
 15  30  13  36  19  47  27  63  40  74  51  81  60  86  64  84  63  76  53  68  45  52  33  35  18
 16  32  12  37  17  49  27  65  41  74  52  81  59  87  65  85  63  74  53  67  44  52  32  35  17
 17  31  13  38  19  48  28  64  41  75  53  82  60  87  66  85  64  76  53  66  43  51  32  33  17
 18  31  14  40  22  48  29  65  42  75  53  83  62  88  67  85  64  76  54  63  41  49  32  33  16
 19  32  13  39  22  48  30  65  43  75  52  84  62  88  68  84  63  75  54  63  40  49  30  35  18
 20  30  12  41  21  49  30  66  44  76  52  83  62  88  67  83  61  75  53  63  41  47  29  32  16
 21  32  13  40  21  48  28  65  43  75  53  82  61  86  66  83  61  73  51  65  43  47  27  32  15
 22  33  15  39  21  52  29  65  42  74  53  83  61  86  66  84  62  72  49  66  42  48  28  33  17
 23  33  14  40  22  52  30  66  43  75  53  83  61  87  65  83  62  70  48  62  42  47  27  34  17
 24  32  13  41  21  51  29  66  43  75  53  84  61  86  64  83  61  71  48  62  40  45  27  33  15
 25  32  14  41  21  50  29  68  45  75  53  84  62  87  65  84  62  72  50  61  39  45  27  32  15
 26  29  12  43  23  51  30  69  46  73  53  85  63  87  65  84  62  73  49  62  39  45  26  33  16
 27  29  11  42  23  55  33  68  46  74  54  85  63  87  65  85  63  72  49  61  40  42  25  34  17
 28  31  11  43  23  56  35  66  44  74  54  86  64  86  65  85  62  74  49  60  38  39  21  34  18
 29  31  12  46  21  53  34  68  45  75  54  86  64  86  64  85  62  73  49  59  38  40  23  34  17
 30  31  12 *** ***  54  34  68  46  77  55  85  64  86  64  85  63  72  49  60  40  42  23  33  15
 31  35  12 *** ***  57  35 *** ***  78  56 *** ***  87  64  82  61 *** ***  58  40 *** ***  32  15
