# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4735] LEMARS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia4735
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.17  2.64  3.04  4.97  4.62  5.07  3.55  9.08  5.85  2.10  0.37  0.89 42.35
 1952  1.76  0.73  2.25  0.95  3.96  4.22  5.97  4.11  0.86  0.00  0.65  0.96 26.42
 1953  0.70  1.78  2.03  4.19  3.54  5.91  4.44  3.51  1.22  0.63  2.05  2.05 32.05
 1954  0.14  2.23  2.18  2.61  3.41  6.51  1.36  2.90  2.05  2.48  0.37  0.18 26.42
 1955  0.28  1.06  0.77  3.55  0.84  2.08  2.89  1.08  1.52  1.55  0.25  0.46 16.33
 1956  0.59  0.00  0.00  1.60  2.77  0.94  1.85  2.79  0.39  0.48  1.35  0.38 13.14
 1957  0.51  0.52  1.85  1.71  2.86  5.36  4.25  4.22  3.70  2.74  2.77  0.27 30.76
 1958  0.20  0.91  0.67  2.82  3.21  1.56  2.95  0.46  0.77  0.00  1.06  0.21 14.82
 1959  0.21  0.93  1.27  1.17  8.06  2.46  1.47  5.39  2.64  2.82  1.81  1.38 29.61
 1960  0.80  0.24  1.10  3.36  6.07  2.87  0.75  7.60  3.22  0.91  0.86  0.55 28.33
 1961  0.30  0.67  2.00  0.78  2.73  5.52  2.56  3.38  2.28  2.16  0.35  0.86 23.59
 1962  0.09  1.63  2.26  2.48  4.25  5.42  5.22  2.81  3.36  0.98  0.10  0.08 28.68
 1963  0.51  0.35  1.13  0.66  1.37  4.03  3.04  3.59  2.26  0.61  0.00  0.32 17.87
 1964  0.14  0.11  1.44  3.15  4.88  2.22  3.60  3.55  5.44  0.41  0.12  0.74 25.80
 1965  0.18  1.52  1.79  3.43  4.83  3.35  2.62  1.52  8.82  0.55  0.46  0.42 29.49
 1966  0.45  0.85  1.26  0.51  1.81  4.41  2.83  4.09  1.82  1.86  0.05  0.80 20.74
 1967  0.53  0.22  0.15  1.10  3.49  8.56  0.99  3.17  0.62  1.00  0.02  0.43 20.28
 1968  0.20  0.06  0.39  3.18  2.89  2.71  3.69  4.21  4.85  5.69  0.45  2.28 30.60
 1969  1.68  1.34  3.73  1.01  3.13  6.12  3.41  4.38  2.68  2.66  0.25  1.15 31.54
 1970  0.34  0.12  1.63  1.39  2.33  0.93  1.89  0.62  5.38  3.04  0.97  0.60 19.24
 1971  0.48  2.05  0.61  1.56  2.71  9.21  2.32  0.68  1.02  3.16  2.16  0.79 26.75
 1972  0.41  0.70  0.64  3.47  5.79  3.71  6.24  1.95  1.92  1.40  1.77  2.27 30.27
 1973  0.67  0.44  3.32  1.27  3.00  2.23  6.70  0.77  4.11  2.18  0.08  0.77 25.54
 1974  0.19  0.05  1.68  2.15  3.38  5.88  0.92  5.30  1.12  1.33  0.53  0.62 23.15
 1975  2.00  0.32  1.80  4.90  3.20  5.16  1.01  4.98  1.20  0.24  2.44  0.02 27.27
 1976  0.18  0.88  2.54  1.31  2.44  0.96  1.37  1.06  1.32  0.52  0.02  0.39 12.99
 1977  0.22  0.44  4.52  2.53  4.45  3.82  2.98  1.75  3.56  3.13  2.58  1.64 31.62
 1978  0.36  0.97  0.40  2.73  3.60  1.78  9.94  4.60  2.78  0.89  0.94  0.83 29.82
 1979  1.47  0.54  3.46  2.27  5.38  2.84  2.30  6.45  3.75  4.78  2.03  0.10 35.37
 1980  0.37  0.65  0.84  1.07  3.37  1.54  2.39  6.39  2.90  1.30  0.02  0.30 21.14
 1981  0.25  0.45  1.82  0.61  2.39  5.27  3.80  2.87  0.86  2.39  1.33  0.89 22.93
 1982  2.30  0.29  1.07  0.92  5.51  1.70  4.73  1.69  2.63  4.60  2.00  2.66 30.10
 1983  0.42  0.90  4.25  2.83  5.15  9.46  0.96  0.43  3.01  2.07  4.47  0.96 34.91
 1984  0.35  1.41  1.66  6.87  4.67  7.93  3.14  2.24  1.15  5.11  0.69  1.36 36.58
 1985  0.23  0.05  2.05  7.50  3.33  3.48  0.50 12.45  4.06  1.06  1.00  0.63 36.34
 1986  0.08  0.05  2.11  4.50  2.26  3.24  2.41  1.88  6.08  3.11  0.96  0.21 26.89
 1987  0.23  0.34  4.59  0.38  4.02  0.74  4.11  2.34  2.09  0.62  1.04  0.57 21.07
 1988  0.65  0.20  0.73  2.82  1.92  2.39  0.96  8.36  4.04  0.24  1.72  0.30 24.33
 1989  0.76  0.27  0.78  1.20  0.50  1.93  5.36  0.98  3.09  0.00  0.09  0.00 14.96
 1990  1.26  0.00  2.29  1.67  5.26  4.15  2.21  4.10  1.65  2.03  0.83  0.55 26.00
 1991  0.51  0.35  2.58  3.17  2.35  5.20  2.45  2.89  3.46  0.63  4.05  0.72 28.36
 1992  0.45  0.52  2.71  2.91  2.27  3.61  6.93  4.35  3.08  4.75  1.28  0.99 33.85
 1993  0.60  1.23  1.36  4.41  3.42  3.09  4.68  3.10  1.32  1.81  1.36  0.98 27.36
 1994  0.69  0.57  0.02  3.85  1.10  3.81  2.44  3.18  3.54  0.49  1.94  1.07 22.70
 1995  0.02  0.08  2.99  3.32  4.84  2.82  2.58  4.33  3.56  2.05  0.55  0.20 27.34
 1996  1.10  0.01  1.25  0.51  3.47  7.37  4.00  4.33  2.43  1.31  2.38  0.88 29.04
 1997  1.08  0.62  0.44  2.92  3.66  3.43  4.18  1.47  3.15  1.00  0.43  0.23 22.61
 1998  1.00  0.66  3.76  5.64  4.36  4.58  2.41  3.52  0.84  3.73  2.35  0.15 33.00
 1999  0.57  0.49  0.80  4.20  1.28  7.12  4.51  1.17  1.08  0.70  0.20  0.23 22.35
 2000  0.54  0.96  1.07  1.84  3.83  2.15  1.17  2.90  1.24  2.12  2.06  1.00 20.88
 2001  1.11  0.51  0.49  5.31  3.38  2.31  2.74  3.07  2.69  0.77  2.30  0.36 25.04
 2002  0.11  0.86  0.92  1.97  2.73  3.93  3.40  6.82  3.28  2.20  0.15  0.06 26.43
 2003  0.44  0.93  1.92  3.13  3.33  4.88  1.54  2.13  4.35  0.77  0.59  0.68 24.69
 2004  0.79  1.05  2.61  4.23  8.95  2.86  3.45  3.64  8.89  1.39  1.69  0.21 39.76
 2005  0.52  1.04  0.81  2.91  4.02  7.48  1.24 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.59  0.71  1.74  2.68  3.57  4.04  3.12  3.53  2.87  1.79  1.15  0.72 25.99
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
