# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0133] ALGONA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.21   0.23   56(72)   11(14)    9(12)    2( 3)    0( 0)    0       78
  2 3/8-->3/14       2.65   0.27   61(70)   11(13)   11(13)    3( 3)    1( 1)    0       87
  3 3/15-->3/21      1.16   0.21   63(75)   10(12)   10(12)    1( 1)    0( 0)    0       84
  4 3/22-->3/28      1.44   0.34   45(54)   21(25)   12(14)    6( 7)    0( 0)    0       84
  5 3/29-->4/4       1.49   0.29   61(62)   21(21)   11(11)    5( 5)    0( 0)    0       98
  6 4/5-->4/11       2.11   0.31   61(64)   13(14)   17(18)    4( 4)    1( 1)    0       96
  7 4/12-->4/18      2.13   0.31   81(66)   15(12)   22(18)    3( 2)    1( 1)    0      122
  8 4/19-->4/25      3.38   0.35   79(60)   23(17)   19(14)   10( 8)    1( 1)    0      132
  9 4/26-->5/2       2.16   0.33   70(58)   28(23)   14(12)    6( 5)    3( 2)    0      121
 10 5/3-->5/9        2.40   0.35   79(59)   22(17)   20(15)   11( 8)    1( 1)    0      133
 11 5/10-->5/16      2.09   0.33   88(61)   27(19)   20(14)    9( 6)    1( 1)    0      145
 12 5/17-->5/23      3.49   0.41   60(48)   32(26)   20(16)    9( 7)    3( 2)    0      124
 13 5/24-->5/30      2.12   0.36   82(54)   30(20)   28(18)   11( 7)    1( 1)    0      152
 14 5/31-->6/6       3.40   0.42   68(58)   13(11)   25(21)    8( 7)    3( 3)    0      117
 15 6/7-->6/13       2.63   0.42   71(51)   29(21)   24(17)   12( 9)    4( 3)    0      140
 16 6/14-->6/20      6.18   0.43   96(59)   19(12)   32(20)   14( 9)    3( 2)    0      164
 17 6/21-->6/27      5.09   0.52   63(51)   23(19)   23(19)    9( 7)    6( 5)    0      124
 18 6/28-->7/4       2.50   0.39   75(61)   18(15)   15(12)   14(11)    1( 1)    0      123
 19 7/5-->7/11       4.70   0.47   70(55)   15(12)   26(20)   12( 9)    4( 3)    0      127
 20 7/12-->7/18      2.12   0.41   53(47)   26(23)   24(21)    8( 7)    1( 1)    0      112
 21 7/19-->7/25      2.45   0.39   79(63)   17(14)   16(13)   10( 8)    3( 2)    0      125
 22 7/26-->8/1       3.70   0.39   64(62)   13(13)   16(15)    8( 8)    3( 3)    0      104
 23 8/2-->8/8        3.10   0.49   49(49)   18(18)   17(17)   12(12)    3( 3)    0       99
 24 8/9-->8/15       1.89   0.30   58(63)   14(15)   16(17)    4( 4)    0( 0)    0       92
 25 8/16-->8/22      5.20   0.42   57(54)   22(21)   16(15)    8( 8)    2( 2)    0      105
 26 8/23-->8/29      3.25   0.44   52(50)   24(23)   19(18)    6( 6)    4( 4)    0      105
 27 8/30-->9/5       7.17   0.38   61(64)   17(18)    9( 9)    6( 6)    2( 2)    0       95
 28 9/6-->9/12       2.57   0.34   58(60)   19(20)   12(13)    6( 6)    1( 1)    0       96
 29 9/13-->9/19      4.25   0.40   61(59)   15(15)   17(17)    7( 7)    3( 3)    0      103
 30 9/20-->9/26      3.24   0.35   72(61)   25(21)   12(10)    7( 6)    3( 3)    0      119
 31 9/27-->10/3      2.06   0.34   50(57)   17(19)   16(18)    4( 5)    1( 1)    0       88
 32 10/4-->10/10     1.94   0.33   55(60)   13(14)   17(18)    7( 8)    0( 0)    0       92
 33 10/11-->10/17    1.78   0.32   45(58)   16(21)   11(14)    5( 6)    0( 0)    0       77
 34 10/18-->10/24    1.42   0.28   43(62)   11(16)   13(19)    2( 3)    0( 0)    0       69
 35 10/25-->10/31    1.41   0.26   49(67)   15(21)    6( 8)    3( 4)    0( 0)    0       73
 36 11/1-->11/7      1.52   0.24   59(75)   10(13)    7( 9)    3( 4)    0( 0)    0       79
 37 11/8-->11/14     2.00   0.28   46(69)   10(15)    7(10)    4( 6)    0( 0)    0       67
 38 11/15-->11/21    1.55   0.31   41(56)   16(22)   12(16)    4( 5)    0( 0)    0       73
 39 11/22-->11/28    1.14   0.21   50(76)    8(12)    5( 8)    3( 5)    0( 0)    0       66
 40 11/29-->12/5     2.42   0.22   44(72)   12(20)    4( 7)    0( 0)    1( 2)    0       61
 41 12/6-->12/12     0.75   0.16   47(81)    8(14)    3( 5)    0( 0)    0( 0)    0       58
 42 12/13-->12/19    0.94   0.19   42(78)    8(15)    4( 7)    0( 0)    0( 0)    0       54
 43 12/20-->12/26    0.78   0.16   50(83)    7(12)    3( 5)    0( 0)    0( 0)    0       60
 44 12/27-->1/2      1.03   0.20   34(69)   10(20)    4( 8)    1( 2)    0( 0)    0       49
 45 1/3-->1/9        0.60   0.11   48(92)    3( 6)    1( 2)    0( 0)    0( 0)    0       52
 46 1/10-->1/16      1.30   0.19   39(80)    4( 8)    5(10)    1( 2)    0( 0)    0       49
 47 1/17-->1/23      0.73   0.17   42(78)    9(17)    3( 6)    0( 0)    0( 0)    0       54
 48 1/24-->1/30      0.68   0.12   68(86)   10(13)    1( 1)    0( 0)    0( 0)    0       79
 49 1/31-->2/6       0.50   0.15   53(80)   13(20)    0( 0)    0( 0)    0( 0)    0       66
 50 2/7-->2/13       1.20   0.15   46(88)    4( 8)    1( 2)    1( 2)    0( 0)    0       52
 51 2/14-->2/20      1.57   0.22   49(74)   10(15)    5( 8)    2( 3)    0( 0)    0       66
 52 2/21-->2/27      1.24   0.21   43(74)   10(17)    4( 7)    1( 2)    0( 0)    0       58
 53 2/28-->2/29      0.88   0.22    6(75)    1(13)    1(13)    0( 0)    0( 0)    0        8
ANNUAL TOTALS        7.17   0.33 3042(62)  816(16)  665(13)  272( 5)   61( 1)    0     4856
