# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3290] GLENWOOD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia3290
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.49  1.97  3.41  5.87  6.69  6.67  4.81  6.96  3.07  2.52  1.09  1.01 44.56
 1952  0.52  0.63  4.68  4.16  4.07  4.77  2.37 10.41  0.37  0.00  1.75  0.00 33.73
 1953  0.35  0.00  3.02  3.66  2.22  5.28  2.75  2.00  0.66  0.58  1.60  0.80 22.92
 1954  0.00  2.59  0.35  2.24  5.32  4.46  0.79 14.35  1.73  2.88  0.00  0.10 34.81
 1955  0.88  1.23  0.68  2.32  3.25  3.68  0.96  1.14  3.56  0.31  0.02  0.19 18.22
 1956  0.17  0.06  0.02  1.42  1.57  3.02  5.89  4.77  2.20  0.58  2.46  0.06 22.22
 1957  0.11  0.15  3.30  3.81  4.23  0.00  0.00  0.00  0.00  0.00  0.00  0.00 11.60
 1958  0.00  0.00  0.00  0.00  1.50  1.73 11.26  3.20  5.01  0.43  0.87  0.02 24.02
 1959  1.15  1.01  2.98  2.23 10.08  2.20  1.67  7.95  4.49  3.84  1.12  1.70 40.42
 1960  1.86  1.59  1.47  2.50  5.39  5.53  2.04  5.89  3.92  1.29  0.06  0.45 31.99
 1961  0.21  1.06  3.33  1.98  3.16  5.07  1.36  6.40  8.45  2.16  2.13  1.71 37.02
 1962  0.41  1.98  0.99  0.94  6.56  2.76  5.84  2.63  2.73  2.28  1.08  0.91 29.11
 1963  0.65  0.38  2.52  2.45  2.08  4.47  3.70  3.63  3.57  0.86  0.42  0.41 25.14
 1964  0.29  0.45  1.69  4.01  6.33  8.00  4.35  5.64  4.16  0.72  1.16  0.83 37.63
 1965  0.42  1.76  2.55  2.89  7.81  6.71  4.98  3.30 12.62  0.88  1.73  1.58 47.23
 1966  1.35  0.61  0.86  0.59  3.20  4.11  2.36  2.89  2.01  0.55  0.22  1.15 19.90
 1967  1.33  0.19  1.25  3.51  4.01 17.52  1.10  1.73  3.45  2.36  0.20  1.18 37.83
 1968  0.50  0.15  0.24  3.89  4.03  2.32  4.37  4.04  4.10  5.61  1.19  2.45 32.89
 1969  1.87  1.03  1.80  5.08  4.99  4.14  5.58  1.94  1.32  4.61  0.32  2.19 34.87
 1970  0.58  0.40  1.68  3.08  3.47  3.00  5.08  3.53  5.59  4.65  1.27  1.10 33.43
 1971  1.60  3.11  0.68  0.94  7.26  3.57  2.23  2.90  0.70  4.89  4.79  0.82 33.49
 1972  0.39  0.38  0.55  5.55  5.61  1.32  3.65  2.86  5.62  4.12  2.83  1.76 34.64
 1973  1.66  1.26  5.98  2.71  3.70  2.12  6.48  2.56  8.74  3.19  1.30  2.84 42.54
 1974  0.42  0.30  0.74  2.07  4.56  1.43  0.61  5.50  1.11  2.92  1.45  0.88 21.99
 1975  1.66  1.10  1.81  1.89  3.46  3.94  1.05  6.71  1.87  0.00  5.12  0.48 29.09
 1976  0.23  1.36  1.87  5.02  3.74  2.52  1.32  1.15  2.13  0.48  0.04  0.11 19.97
 1977  0.82  0.05  3.61  1.79  3.99  1.66  3.49  9.10  4.88  2.83  2.04  0.14 34.40
