# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4142] IOWA-FALLS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia4142
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.52  2.04  3.03  6.75  3.38  5.00  3.96  6.61  2.77  2.67  1.11  0.89 38.73
 1952  1.53  0.45  3.10  1.00  3.26  5.77  5.13  2.15  0.44  0.05  1.62  0.72 25.22
 1953  1.29  1.37  2.22  3.19  3.19  4.47  4.44  2.46  0.32  0.25  2.10  1.28 26.58
 1954  0.25  1.55  1.98  3.40  4.03  5.23  1.11  7.01  2.41  1.34  0.00  0.43 28.74
 1955  0.47  0.73  1.03  2.26  3.16  0.80  2.82  3.32  4.67  2.92  0.21  0.44 22.83
 1956  0.64  0.34  2.40  1.29  3.18  1.56  4.46  2.25  2.39  2.18  3.34  0.39 24.42
 1957  0.25  0.43  1.15  1.59  7.03  3.08  3.71  3.53  2.10  1.91  4.37  0.67 29.82
 1958  0.56  0.25  0.41  1.76  2.54  4.64  0.00  5.97  2.48  1.20  1.20  0.28 21.29
 1959  0.00  1.65  3.78  1.47  6.69  4.26  3.14  5.25  5.47  1.18  3.06  0.77 36.72
 1960  1.24  0.50  2.40  4.50  5.08  1.69  1.81  6.99  5.76  0.77  0.43  1.06 32.23
 1961  0.19  2.38  2.58  3.07  1.34  2.84  8.65  3.01  4.47  3.16  1.25  1.61 34.55
 1962  0.07  1.92  3.21  2.24  3.15  1.91  6.64  3.19  1.69  1.79  0.26  0.25 26.32
 1963  0.51  0.79  2.46  4.12  2.02  3.49  5.92  3.42  2.28  1.45  1.11  0.58 28.15
 1964  0.72  0.15  1.17  5.52  3.88  2.66 10.23  5.36  3.06  0.25  0.61  1.33 34.94
 1965  0.80  2.12  3.50  2.73  5.40  4.96  3.85  5.32 14.12  0.89  1.36  1.05 46.10
 1966  0.85  0.80  1.50  1.76  3.34  5.28  2.85  3.67  0.99  1.31  0.30  1.25 23.90
 1967  1.22  0.30  1.37  2.02  2.12 11.65  1.15  4.04  1.59  2.27  0.65  0.33 28.71
 1968  0.80  0.06  1.25  5.04  2.18  4.43  7.75  2.98  3.77  3.68  0.78  2.01 34.73
 1969  1.28  0.69  1.10  3.33  3.94  7.92 10.36  0.99  2.53  3.09  0.32  2.09 37.64
 1970  0.20  0.02  1.68  1.08  3.37  2.87  4.26  1.39  5.35  4.91  1.59  0.77 27.49
 1971  1.95  3.25  1.15  1.01  3.07  4.67  4.72  1.17  1.72  3.75  3.35  0.75 30.56
 1972  0.39  0.88  1.38  2.39  5.17 10.46  3.74  5.79  5.56  4.66  2.54  1.97 44.93
 1973  1.58  1.73  2.36  4.11  6.08  4.60  4.48  2.39  6.96  2.62  2.06  2.26 41.23
 1974  0.78  0.83  1.03  2.85  4.47  6.22  3.14  6.87  0.93  4.69  1.09  1.43 34.33
 1975  1.99  2.52  2.15  3.83  3.14  5.94  0.96  4.19  1.01  0.87  2.94  0.57 30.11
 1976  0.04  1.41  4.25  5.65  2.99  3.10  2.56  1.87  1.08  1.24  0.00  0.46 24.65
 1977  0.52  0.51  2.80  2.22  2.13  1.84  2.71  9.28  3.68  3.27  1.20  0.88 31.04
 1978  0.85  0.53  0.72  5.17  2.77  5.03  3.37  3.11  4.95  0.94  2.75  0.78 30.97
 1979  1.37  0.43  3.65  2.75  3.55  5.38  0.00  6.47  1.98  3.99  2.92  0.31 32.80
 1980  1.79  0.00  0.92  1.44  3.07  6.20  1.07  0.00  2.34  2.19  0.28  0.61 19.91
