# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1833] CORNING
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     2   6   8  13  14  15   8  10   9   7   2   4  98
1952     3   5  12  10   8  11   7  17   5   0   5   5  88
1953     3   5   7  10  10  11   8   5   4   2   4   5  74
1954     1   3   5  11  10  13   3  17   6  10   1   4  84
1955     7   7   3   6  11   8   3   5   5   5   1   3  64
1956     6   1   2   5  12  11  13  12   3   5   4   3  77
1957     3   2   8  11  13  12   4   9   7  10   5   4  88
1958     5   4   4   9   8   9  13   6   8   2   5   0  73
1959     4   4  11   7  15   7   7  15  13   9   4   6 102
1960     6   5   7   9   9  13   7   8   7   5   2   1  79
1961     2   6  10  10   7   7  10   7  12   5   6   6  88
1962     3   7   8   9  13   7  10   8   7   9   4   8  93
1963     7   5  11  11   8   6   6  14   8   3   2   5  86
1964     4   3   6  11  11   9  11  10  10   2   5   5  87
1965     0   1   7  10   9  12   8  10  15   3   3   4  82
1966     0   4   2   6   9  11   6   8   7   4   4   2  63
1967     0   3   3  12  11  15   7   8   9   9   5   9  91
1968     2   3   4  14  11   7   7  12   9   6   4   3  82
1969     7   4   6  12  10  11  11   3   6  12   2   4  88
1970     4   2   7  10  12   5   7   6  12   8   8   3  84
1971     2   5   5   3  12   9   4   6   7   7   8   5  73
1972     4   5   5   8  15   7  12  11  11   7   8   6  99
1973     8   6  16   8  12   5  13   7  14   6   8   6 109
1974     5   1   7  10  15   7   3  10   8   7   5   5  83
1975     7   6   7   8  10  14   3  12  10   2  12   3  94
1976     2   6   7   9   5   0   7   5   4   6   0   2  53
1977     6   5   8   7   9   6   7  15  11  11   3   1  89
1978     1   5   5  13   6   7  13   8   7   5  10   3  83
1979     5   1   8  10   8  13   9   9   4   3   5   1  76
1980     5   4   9   7   5   7   6  10   5   5   1   2  66
1981     1   3   4  11   9  13   7  11   5   7   5   5  81
1982     9   6   7  12  18   4  13  12   9   7   6   4 107
1983     4   3  10   9  11  11   2   7   6  10  12   7  92
1984     3   4  11  12  10  14   8   3   5  16   6   6  98
1985     0   7   8   6   9  10   7  14  10  11   9   4  95
1986     0   3   6  12  13   9  10  11  16  10   3   4  97
1987     2   3   9   7  13   9   8  10   5   3   7   6  82
1988     1   4   3   4   6   5   5   5   5   3   4   2  47
1989     4   5   2   2   9   8   7   9   6   8   1   7  68
1990     5   3  12   7   9   9  11   5   5   5   4   5  80
1991     4   1  10  16  14   7   7   6   4   8  12   6  95
1992     8   8   9   9   7   6  19   6  13   4   9  10 108
1993     9   9   8  11  14  17  19  13  11   5   5   7 128
1994     6   6   1   9   7  11   8  10   5   6   9   6  84
1995     4   6   7  17  15  12   7   6  10   7   6   5 102
1996    10   2   7   5  18  13   8   9   8   5  11   5 101
1997     6  12   4  13  11   9   7   7   5   8   7   8  97
1998     6  11  10  12  10  15   9  10   5  10   8   3 109
1999     4   7   3  13  11  11   5   6   6   3   2   6  77
2000     4   7   4   9   7  10  11   9   3   9   5  13  91
2001     8   8   6  12  21  12   9   3   9   7   4   7 106
2002     7   5   6  13  14   6   5   7   5  13   4   1  86
2003     8   7   7  10  17   9  10   6   6   3   9   9 101
2004     6   7  14   4  16   7  16   7   5   6  10   4 102
2005    12   9   7  13  10  13   5   0   0   0   0   0  69
STDDEV   3   2   3   3   3   3   4   4   3   3   3   3  15
AVG      4   5   7  10  11  10   8   9   7   6   5   5  87
