# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0213] ANAMOSA-1-WNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia0213
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1514   1212   1147    635    152     67     12     30    199    439   1067   1371
 1952   1388   1031   1065    499    251     21      3     26    140    635    812   1184
 1953   1315   1072    935    675    250     16     11     14    150    311    755   1181
 1954   1410    852   1038    418    362     50      0     11     88    450    748   1174
 1955   1368   1201    969    301    139     67      0      4    104    411    978   1372
 1956   1393   1198    995    576    196     32      4     26    149    232    844   1168
 1957   1562    982    922    476    225     37      0      7    155    498    867   1056
 1958   1331   1369    958    483    167     70      7     19    108    323    726   1412
 1959   1586   1246    959    498    146     23      9      1    134    527   1092   1008
 1960   1349   1287   1369    449    230     45     11      5    102    431    768   1324
 1961   1426    989    910    694    312     55      2     10    187    397    809   1378
 1962   1583   1241   1100    560    104     47     22     11    207    392    841   1333
 1963   1777   1373    836    441    260     31      6     36    131    165    751   1669
 1964   1256   1172   1047    513    110     50      8     41    142    468    719   1352
 1965   1467   1230   1218    538    131     29      1     30    159    417    787   1007
 1966   1668   1192    819    614    337     47      1     30    186    459    807   1275
 1967   1290   1337    886    485    360     30     45     58    199    496    932   1164
 1968   1384   1256    715    436    272     37      7     21    126    400    845   1300
 1969   1587   1110   1092    423    187     95      0      0    110    511    821   1312
 1970   1678   1159    999    442    166     37     13      4    119    398    818   1219
 1971   1604   1230   1023    474    300      2     20     10    102    213    790   1093
 1972   1448   1352    957    553    173     49     21     15    122    504    897   1438
 1973   1286   1037    634    530    243     11      0      4    110    257    796   1344
 1974   1445   1139    894    412    268     68      1     28    211    399    804   1178
 1975   1330   1183   1186    621    124     37     19      4    224    377    661   1115
 1976   1400    911    802    422    253     20      7     31    156    584   1076   1493
 1977   1838   1110    702    311     70     30      4     37     73    486    894   1423
 1978   1756   1477   1064    483    230     32      4     14     72    480    854   1364
 1979   1861   1492    994    598    237     19     13     28    139    450    905   1117
 1980   1398   1317    997    464    153     32      1      1    100    489    786   1225
 1981   1310   1061    776    327    217     10     13     14    126    460    769   1281
 1982   1756   1266    989    628     94     88      1     35    156    409    860   1046
 1983   1262   1006    892    674    303     46      6      1    161    414    752   1642
 1984   1469    964   1109    514    276      6     14     15    193    363    826   1159
 1985   1613   1284    782    386    122     76      2     18    176    392    986   1649
 1986   1367   1260    775    365    124      8      1     39     79    411    944   1168
 1987   1261    887    761    376    108     11      4     42    115    557    676   1097
 1988   1510   1313    846    475    107     25      4     19     78    605    800   1210
 1989   1080   1375    953    505    265     44      0     14    189    410    864   1551
 1990   1093   1016    743    506    254     35      7      5    106    445    671   1363
 1991   1573   1047    816    414    139      3      2      3    183    445   1022   1155
 1992   1205    957    812    521    207     38      8     69    176    460    919   1238
 1993   1367   1227    995    577    173     72      0     12    217    459    884   1181
 1994   1682   1326    842    436    213     27      6     31     91    337    731   1102
 1995   1418   1108    816    564    215     11     12      0    186    422   1009   1274
 1996   1459   1230   1060    529    294     34      6      1    157    390   1037   1318
 1997   1514   1074    828    593    313     15     11     11     84    439    937   1151
 1998   1231    783    881    426     75     72      0      0     57    375    702   1065
 1999   1460    889    892    437    183     49      1     14    213    497    698   1243
 2000   1409   1033    733    532    178     66      9      5    164    361    951   1707
 2001   1439   1301   1098    407    182    101      8     14    193    513    562   1085
 2002   1128    999   1065    571    331     35      0     15    108    565    927   1149
 2003   1467   1302   1000    507    305     90      8      0    189    479    852   1145
 2004   1481   1240    794    494    209     57     17     93     91    459    743   1230
 2005   1450   1000    960    401    317      6     11      0      0      0      0      0
 MEAN   1449   1158    935    494    211     40      7     19    142    431    840   1264
