# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1319] CEDAR-RAPIDS-1
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia1319
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  1.18  2.20  5.71  4.80  5.15  4.58  4.76  3.36  1.95  6.02  1.96  1.73 43.40
 1952  1.68  0.75  4.56  2.37  3.88  4.96  1.52  3.52  0.95  0.00  4.28  2.39 30.86
 1953  0.46  2.68  3.42  1.77  2.85  4.50  4.37  1.28  0.81  0.20  0.85  1.48 24.67
 1954  0.32  1.38  1.93  6.75  5.75  4.96  1.10  7.30  2.64  5.14  0.30  1.56 39.13
 1955  0.68  1.40  1.05  4.65  3.23  1.67  5.28  2.60  5.98  1.49  0.25  0.62 28.90
 1956  0.60  0.86  0.78  5.34  5.14  2.52  6.39  4.79  1.05  0.00  0.00  0.00 27.47
 1957  0.00  0.00  0.00  1.72  7.58  3.34  1.53  4.69  2.09  2.22  2.74  1.43 27.34
 1958  0.72  0.13  0.48  1.52  2.05  4.06  4.67  2.54  4.57  2.74  1.88  0.56 25.92
 1959  1.58  1.48  5.34  5.46  6.86  5.25  3.57  3.20  3.91  5.74  3.14  2.62 48.15
 1960  4.65  1.96  1.33  4.87  4.62  3.85  5.25  2.79  2.50  4.88  1.19  0.45 38.34
 1961  0.27  1.25  4.46  1.18  1.01  7.87  6.77  3.65 10.99  2.60  6.15  1.70 47.90
 1962  1.03  2.08  2.16  1.16  9.30  2.28  6.14  1.83  2.12  3.04  0.71  0.60 32.45
 1963  0.98  0.39  2.91  3.79  1.39  0.79  6.86  4.25  3.46  0.98  2.26  0.75 28.81
 1964  0.38  0.43  1.74  3.79  2.43  6.80  2.11  2.93  2.90  0.03  1.22  1.11 25.87
 1965  2.64  0.76  2.79  5.38  5.70  6.07  5.18  5.39 10.74  1.10  1.44  3.10 50.29
 1966  1.39  0.88  2.38  2.24  4.79  8.25  1.99  0.87  1.13  1.91  1.08  1.98 28.89
 1967  1.13  1.10  2.49  4.54  2.56  6.63  1.20  7.70  6.87  5.58  1.62  1.38 42.80
 1968  0.53  0.25  1.02  4.87  3.64  4.68  2.41  7.46  4.36  2.15  0.82  2.60 34.79
 1969  2.62  0.50  1.08  5.07  4.01 12.02  9.41  2.44  1.78  3.76  0.73  1.41 44.83
 1970  0.35  0.31  3.86  2.34  7.13  4.67  7.00  1.22  6.56  2.46  1.27  1.16 38.33
 1971  1.87  2.52  0.83  1.72  2.46  6.39 11.59  0.71  3.28  2.09  3.47  3.35 40.28
 1972  0.42  0.88  1.75  5.32  5.03  3.34  8.15  5.88  3.37  2.79  2.39  1.89 41.21
 1973  1.47  0.54  3.79  5.99  6.28  3.96  1.75  2.08  9.09  0.94  2.42  2.22 40.53
 1974  2.14  0.58  2.96  5.63  8.12  5.53  1.81  5.65  1.45  2.11  2.00  1.67 39.65
 1975  1.70  1.49  2.37  2.54  2.92  6.50  0.43  2.99  1.95  0.74  3.89  0.19 27.71
 1976  0.21  1.89  3.32  5.74  4.67  2.73  1.25  2.39  0.60  1.85  0.10  0.17 24.92
 1977  0.54  0.58  4.56  2.28  4.29  3.55  6.11 10.78  6.62  4.80  1.77  1.85 47.73
 1978  0.76  0.40  0.86  4.25  3.31  3.55  3.81  1.69  5.36  2.44  2.94  2.11 31.48
 1979  2.02  0.66  3.12  3.09  2.87  5.71  6.66  8.06  0.39  2.90  1.08  0.32 36.88
 1980  2.00  0.83  0.32  2.00  2.45  2.84  1.98  4.86  5.97  1.80  0.89  1.59 27.53
 1981  0.09  2.66  0.38  4.93  0.67  5.05  5.34  6.87  3.97  2.31  2.69  0.59 35.55
 1982  1.41  0.37  2.36  2.63  5.52  5.67  8.47  4.15  3.22  2.93  4.50  3.82 45.05
 1983  0.54  1.45  1.67  3.06  5.58  3.79  3.27  2.12  3.59  3.16  4.98  1.71 34.92
 1984  0.82  0.83  1.20  3.34  4.57  6.08  4.91  1.00  3.00  6.01  2.46  1.63 35.85
 1985  0.76  2.05  2.86  1.31  3.63  1.90  3.14  2.17  4.64  5.61  3.54  1.89 33.50
 1986  0.54  1.37  2.07  2.75  8.82  6.03  3.92  5.78  7.90  3.27  1.23  1.05 44.73
 1987  0.44  0.06  2.98  1.80  3.65  4.11  2.32 11.89  2.38  1.19  3.10  2.55 36.47
 1988  0.94  0.53  0.96  0.83  1.35  2.70  0.52  6.00  2.89  2.26  2.70  1.06 22.74
 1989  1.13  0.50  0.77  4.34  2.99  1.69  3.20  3.25  4.14  1.58  0.24  0.36 24.19
 1990  1.40  0.50  3.37  2.71  5.85 11.27  4.77  5.66  1.01  2.16  2.45  1.89 43.04
 1991  1.05  0.21  4.95  3.74  6.10  3.11  0.42  6.44  2.93  4.11  5.92  1.59 40.57
 1992  1.25  1.38  0.84  3.55  0.33  1.11  9.70  2.59  5.09  0.71  6.31  2.21 35.07
 1993  1.16  1.06  3.16  4.31  6.54  8.18 16.99 11.75  4.69  0.88  0.76  0.64 60.12
 1994  0.95  1.95  0.40  2.35  2.40  6.67  6.20  3.61  4.38  0.23  2.22  1.11 32.47
 1995  0.70  0.03  1.87  5.93  6.22  2.64  2.77  0.96  3.43  1.73  3.17  0.28 29.73
 1996  2.57  0.18  0.56  2.17  9.12  4.59  2.15  3.01  2.54  4.14  1.40  1.64 34.07
 1997  1.10  2.66  1.07  2.45  5.42  4.93  0.94  5.28  5.47  3.17  0.80  1.54 34.83
 1998  0.96  2.05  5.25  3.22  4.73  8.28  0.53  8.73  4.26  6.79  1.02  0.52 46.34
 1999  1.77  1.56  0.69  6.15  4.50  5.18  7.30  2.80  1.47  1.00  2.04  0.68 35.14
 2000  0.84  1.12  0.78  3.37  4.41  6.65  3.77  2.77  4.30  1.58  2.17  2.14 33.90
 2001  1.46  3.20  1.27  2.97  7.65  3.81  3.67  2.64  4.08  4.20  1.06  1.34 37.35
 2002  0.33  1.11  1.43  4.18  5.97  6.99  7.02  3.54  3.71  4.62  0.14  0.28 39.32
 2003  0.38  0.46  0.93  4.00  3.75  4.34  3.54  1.10  4.97  1.38  5.83  2.24 32.92
 2004  0.76  1.72  3.75  1.21 10.09  3.87  1.52  4.95  0.58  3.05  2.47  1.13 35.10
 2005  1.96  1.33  0.98  2.33  4.23  3.25  2.13 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  1.12  1.12  2.18  3.49  4.65  4.83  4.36  4.22  3.78  2.64  2.19  1.44 35.46
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
