# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5493] MILFORD-4-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    1    0    0    0
 Sep 04    1    0    0    0
 Sep 06    1    0    0    0
 Sep 08    1    0    0    0
 Sep 10    3    0    0    0
 Sep 12    5    0    0    0
 Sep 14    5    0    0    0
 Sep 16    5    0    0    0
 Sep 18    7    0    0    0
 Sep 20   11    1    0    0
 Sep 22   18    5    5    0
 Sep 24   25    5    5    0
 Sep 26   31    9    7    0
 Sep 28   42   12    7    0
 Sep 30   53   16   12    0
 Oct 02   61   22   14    0
 Oct 04   70   25   16    0
 Oct 06   79   35   27    3
 Oct 08   83   35   27    3
 Oct 10   87   55   40   11
 Oct 12   90   64   50   12
 Oct 14   92   68   51   12
 Oct 16   98   75   55   14
 Oct 18   98   79   62   24
 Oct 20   98   85   70   27
 Oct 22   98   87   75   33
 Oct 24  100   92   81   44
 Oct 26  100   94   85   51
 Oct 28  100   98   90   55
 Oct 30  100   98   90   64
 Nov 01  100   98   92   70
 Nov 03  100  100   96   81
 Nov 05  100  100   96   85
 Nov 07  100  100   96   85
 Nov 09  100  100  100   90
 Nov 11  100  100  100   94
 Nov 13  100  100  100   96
 Nov 15  100  100  100   96
 Nov 17  100  100  100   96
 Nov 19  100  100  100  100
 Nov 21  100  100  100  100
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
