# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7979] STORM-LAKE-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia7979
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0      1     19     31    182    131      6     11      0      0
 1952      0      0      0      7     25    209    250    129     86      0      0      0
 1953      0      0      0      0     40    235    255    196     75     27      0      0
 1954      0      0      0      9     17    227    327    170     84      0      0      0
 1955      0      0      0      5     52     96    426    378    111      8      0      0
 1956      0      0      0      0     58    341    210    271     76     23      0      0
 1957      0      0      0      3      9    111    380    218     21      0      0      0
 1958      0      0      0      0     31     41    122    210     33      8      0      0
 1959      0      0      0      0     42    191    186    286     78      0      0      0
 1960      0      0      0      9      9     68    213    159    106      3      0      0
 1961      0      0      0      0     11    130    197    185     51      0      0      0
 1962      0      0      0      7     63     81    172    143     23     14      0      0
 1963      0      0      0      3     22    178    247    146     34     21      0      0
 1964      0      0      0      1     44    102    263    105     50      0      0      0
 1965      0      0      0      0     59    101    220    180      2      4      0      0
 1966      0      0      0      0     12    108    302     94     22      2      0      0
 1967      0      0      0      0     25     82    187    111      3      1      0      0
 1968      0      0      0      0      4    170    203    180     14     12      0      0
 1969      0      0      0      0     41     39    236    239     20      5      0      0
 1970      0      0      0      9     62    165    234    186     84      7      0      0
 1971      0      0      0      0      6    212    125    121     70     23      0      0
 1972      0      0      0      0     50    104    173    200     44      0      0      0
 1973      0      0      0      0      6    139    201    234     33     10      0      0
 1974      0      0      0      0     20     84    335     86     33      0      0      0
 1975      0      0      0      0     61    120    292    230     38     10      0      0
 1976      0      0      0     10     17    129    285    227     71      7      0      0
 1977      0      0      0      9     91    154    268     94     26      0      0      0
 1978      0      0      0      0     39    141    224    163    140      0      0      0
 1979      0      0      0      0     18    123    192    165     75      0      0      0
 1980      0      0      0     20     51    127    275    180     64      2      0      0
 1981      0      0      0      5      7    120    209    132     38      0      0      0
 1982      0      0      0      0     20     32    238    154     37      5      0      0
 1983      0      0      0      0      5    125    320    340     90      5      0      0
 1984      0      0      0      0      8    118    171    210     39      0      0      0
 1985      0      0      0     23     32     70    177     64     90      0      0      0
 1986      0      0      0      1     12    149    248     73     36      0      0      0
 1987      0      0      0     20     85    246    314    169     33      0      0      0
 1988      0      0      0      0     78    262    281    315     56      0      0      0
 1989      0      0      0     13     29    107    283    182     49      9      0      0
 1990      0      0      0     20      7    181    204    181    135      5      0      0
 1991      0      0      0     11    109    202    221    169     86      0      0      0
 1992      0      0      0      2     45    108     80     72     30     10      0      0
 1993      0      0      0      0     12     92    172    184      9     10      0      0
 1994      0      0      0     15     77    164    107    110     78      4      0      0
 1995      0      0      0      0      3    167    255    294     31      7      0      0
 1996      0      0      0      0     35    183    158    134     53      3      0      0
 1997      0      0      0      0      7    171    268    167     73     45      0      0
 1998      0      0      0      0     80    133    256    222    152      0      0      0
 1999      0      0      0      0     31    146    332    148     57      3      0      0
 2000      0      0      0      0     52    107    232    222     93      6      0      0
 2001      0      0      0     15     47    170    305    222     34      6      0      0
 2002      0      0      0     14     33    250    374    178     95      4      0      0
 2003      0      0      0     17     15    124    232    261     61     18      0      0
 2004      0      0      0      0     42    101    188    108    117      2      0      0
 2005      0      0      0      8     25    209    306      0      0      0      0      0
 MEAN      0      0      0      5     35    141    238    180     58      6      0      0
