# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3007] FORT-MADISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    0    0    0    0
 Sep 20    0    0    0    0
 Sep 22    1    0    0    0
 Sep 24    1    0    0    0
 Sep 26    3    0    0    0
 Sep 28    3    0    0    0
 Sep 30    7    0    0    0
 Oct 02    9    1    1    0
 Oct 04   11    1    1    0
 Oct 06   16    3    3    0
 Oct 08   22    7    3    0
 Oct 10   27    9    5    0
 Oct 12   31   11    5    0
 Oct 14   33   11    5    0
 Oct 16   42   12    7    0
 Oct 18   57   14    9    0
 Oct 20   61   16   11    1
 Oct 22   64   18   12    3
 Oct 24   70   22   12    3
 Oct 26   75   25   18    3
 Oct 28   77   29   18    3
 Oct 30   79   40   27    7
 Nov 01   87   53   38   12
 Nov 03   92   61   50   20
 Nov 05   94   68   59   29
 Nov 07   94   74   64   35
 Nov 09   98   81   70   38
 Nov 11   98   81   74   44
 Nov 13   98   85   75   55
 Nov 15  100   90   83   59
 Nov 17  100   90   85   62
 Nov 19  100   94   88   66
 Nov 21  100   96   90   74
 Nov 23  100   96   90   75
 Nov 25  100   98   94   79
 Nov 27  100   98   94   83
 Nov 29  100   98   98   87
 Dec 01  100   98   98   88
 Dec 03  100   98   98   90
 Dec 05  100   98   98   92
 Dec 07  100  100   98   92
 Dec 09  100  100  100   94
 Dec 11  100  100  100   94
 Dec 13  100  100  100   94
 Dec 15  100  100  100   96
 Dec 17  100  100  100   96
 Dec 19  100  100  100   96
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
