# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3290] GLENWOOD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     4   7   9  14   9  11   8  10   8   6   2   7  95
1952     4   4  10   9   9   9   3  14   2   0   2   0  66
1953     3   0   8   9   6   8   7   4   1   2   2   2  52
1954     0   3   3   6   9   8   3  17   4  10   0   2  65
1955     3   3   3   5   6  11   4   1   7   1   1   4  49
1956     4   1   1   5   6   6  10  11   3   4   3   2  56
1957     4   1   7   7  10   0   0   0   0   0   0   0  29
1958     0   0   0   0   6  10  16   7   9   1   5   1  55
1959     4   4  10  10  16   8   6  13  10  10   6   8 105
1960     8   6  10   3  10  15   6   8   7   4   1   3  81
1961     3   7  12   7   9   8   8  10  10   3   4   8  89
1962     6  10   6   7  12   6  12   8   8   5   7   7  94
1963    10   4   8   8   7  10   9  12  11   5   3   3  90
1964     4   5   6  13   7  12   9  13   9   4   6   6  94
1965     6   6  12   8  14  13  13   8  15   2   5   8 110
1966     5   5   6   8  11  14   7   8  10   3   2   6  85
1967     5   2   5   8   8  13   7   7  10   8   2  13  88
1968     7   3   4  10  12   9   8  10   9   7   6   8  93
1969    12   4   7   6  12  10  11   7   3  13   7  11 103
1970     5   2   8  11  15   6   9   4  11  11   9   6  97
1971     3   7   6  10  11   9   8   7   6   9  11   6  93
1972     4   3   8  11  15   6   7   8  12   9   8   3  94
1973     5   5  14   8  12   6  11   4  14   4   5   8  96
1974     4   2   6   9  11   7   4  12   3   9   5   6  78
1975     5   5   8   9  10  14   5   8   9   0   9   3  85
1976     4   4   6  11   9   6   5   4   5   4   1   3  62
1977     6   1   9  10  12   5   6  15  10   9   3   4  90
1978     3   6   5  16  12   6  10   5   9   4  11   6  93
1979     9   5   8   9   4  11  12   9   4   4   3   2  80
1980     5   7   8   5   5   6   9  11   5   3   1   5  70
1981     1   3   5   6   7   9  12   9   4   6   5   5  72
1982     7   6   8   7  18   7   8  11   9   7   3   5  96
1983     6   4  11   8  10  13   1   7   6   9  10   9  94
1984     1   3  11  14  13  15   4   4   9   8   2   5  89
1985     5   7   7  10   8   9   4  10  11   8   4   3  86
1986     0   5   4  12  14   8  10   9  12   8   6   4  92
1987     1   3  11   7  15  10   7  12   5   6   7   3  87
1988     2   2   1   6  11   6   5   5   6   4   7   4  59
1989     6   5   4   4   4  10   9   7   7   7   0   7  70
1990     3   3  14   8  13  13  11   7   4   6   6   6  94
1991     4   1  11  11   8   8   7   6   2   8  10   4  80
1992    10   7   8   7   8   5  15   5  10   3  10   7  95
1993     8   7   7  13  16  15  22  11  12   5   5   3 124
1994     2   3   1   8   6  11   9  10   5   6   5   4  70
1995     5   4  10  14  19   8   7   6   8   8   5   6 100
1996    10   2   4   6  18  10   9   6   9   4  11   4  93
1997     4   6   5  14   8   7   9   8   4   6   4   8  83
1998     4   9  10   9  12  12  10   8   3   6   6   3  92
1999     3   6   6  12  10  10   8   5   5   1   2   3  71
2000     3   7   5   9  11  11  10   5   5   7   4  12  89
2001    10   8   4   9  15  10   9   2  11   7   3   4  92
2002     5   3   6  14  11   3   7   8   5  13   3   1  79
2003     7   8   7  12  14  11   8   6   8   6   8   7 102
2004     5   8  14   4  15  10  17   8   3  11   8   3 106
2005    13   6   6  12   8  13   5   0   0   0   0   0  63
STDDEV   3   2   3   3   4   3   4   4   4   3   3   3  17
AVG      5   5   7   9  11   9   8   8   7   6   5   5  84
