# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7726] SIOUX-RAPIDS
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     3   6   5  11  10  10  12   8   2   6   1   3  77
1952     5   5   7   5   6   9   4   7   2   0   3   3  56
1953     0   4  10  11   8   7   4   9   2   2   3   3  63
1954     2   3   3   8   4  12   7   8   4   6   2   1  60
1955     4   3   5   4   2   9   7   2   7   4   2   4  53
1956     6   1   4   6   9   6  10  14   3   4   4   2  69
1957     4   1   2   2  11   9  10  10   6  10   5   3  73
1958     2   5   2   9   5   8   8   3   4   1   1   1  49
1959     2   5   6   4  13   4   3   8   8   7   7   8  75
1960     3   3  10   6   9   7   8   8   6   1   2   4  67
1961     4   6   8   6   8   8  10   8  12   3   3   5  81
1962     1   7   7   7   9  11  11   9   6   3   3   2  76
1963     3   6   0   7   6   9   8   6   6   3   0   2  56
1964     3   2   9   0   5  10   8   6  11   2   5   5  66
1965     4   4  11  10  12   8  12   9  20   3   5   4 102
1966     7   1   4   6   6   8   8   9   6   3   1   2  61
1967     5   4   1   7   5  16   4   4   6   6   1   0  59
1968     4   0   1  11   9   9   7   6  12   8   4   6  77
1969     6   4   1   4  10   9  11   8   5   8   5   9  80
1970     2   1   6   8  12   7   8   7  11   0   7   4  73
1971     0   7   2   6   8   9   7   0   5  11   8   2  65
1972     2   3   4   8  16  10   9   8   7   7   7   6  87
1973     4   3  10   9  12   0   9   5  12   5   5   3  77
1974     0   0   5   6   5   4   4  10   5   4   7   2  52
1975     7   2  10  15  13  15   6   9   2   2   9   2  92
1976     2   5  11   7   9   8   5   2   6   3   1   6  65
1977     3   5  12  12  12   9  11  10  12   7   9   9 111
1978     6   7   6  14  10   7  10   9   7   8   4   7  95
1979     6   5  13  11  11   9   7  11   5   7  11   2  98
1980     6   4   6   5   8   7  13  14   5   6   1   2  77
1981     0   5   2   8   9  11   8   7   4   7   6   6  73
1982    11   3   9  10  18   6  13   7   6   9   8   5 105
1983     6   6  12   8   8  13   6   5  11   8  11   8 102
1984     2   0  10  13  13   0   0   0   0   0   4   7  49
1985     5   1   8   9   7  12   5  10  15   7   9   5  93
1986     2   3   6  13  14  12   9   0  11  10   7   4  91
1987     2   1   7   7   9   6  12   0   9   6   7   4  70
1988     3   2   2   9   9   7   6   4   9   2   9   2  64
1989     4   2   8   7   9   9   5   6   5   3   2   2  62
1990     3   4  10   9   7  12  10   7   7   7   4   9  89
1991     6   2   8  13  13   8   9   7   9   7  12   2  96
1992     8   7   8   7   7   8  14   5   7   5   6   8  90
1993     7   9   6  11  15  15  12   9   7   3   5   7 106
1994     8   7   2   6   8  14  10  10   8   8   7   6  94
1995     3   4  11  13  12  10   8   6  11  12   2   3  95
1996     8   3   7   4  16   9   9  10  11   8  12   6 103
1997     8   5   5  11  10   7   8   9   7   4   4   5  83
1998     6   8  15  12  14  18   7   9   3  11   3   4 110
1999     9   5   5  18  13  12  13   6   4   3   1   5  94
2000     6   8   6   5  12  11  10  11   8  15   8   9 109
2001    12   9   3   9  17   8   8   8   7   6   7   4  98
2002    11  11  11  12  13  10  10   9  10  16   8   3 124
2003    16  12  10  10  13  14  11   7   8   5  11  13 130
2004    10  13  16   7  18  15  10  11   7  13   7   8 135
2005    14  11  11  13  22  20  11   0   0   0   0   0 102
STDDEV   3   3   4   3   4   4   3   3   4   4   3   3  21
AVG      5   5   7   9  10   9   8   7   7   6   5   4  83
