# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8706] WATERLOO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.05   0.25   71(67)   16(15)   18(17)    1( 1)    0( 0)    0      106
  2 3/8-->3/14       1.48   0.20   89(77)   11( 9)   13(11)    3( 3)    0( 0)    0      116
  3 3/15-->3/21      1.09   0.20   83(75)   16(14)   10( 9)    2( 2)    0( 0)    0      111
  4 3/22-->3/28      1.72   0.27   69(62)   23(21)   13(12)    6( 5)    0( 0)    0      111
  5 3/29-->4/4       1.87   0.24   86(71)   20(17)   12(10)    3( 2)    0( 0)    0      121
  6 4/5-->4/11       2.10   0.28   70(61)   23(20)   16(14)    4( 4)    1( 1)    0      114
  7 4/12-->4/18      2.03   0.31   76(59)   27(21)   18(14)    7( 5)    1( 1)    0      129
  8 4/19-->4/25      2.65   0.37   77(57)   23(17)   23(17)   11( 8)    2( 1)    0      136
  9 4/26-->5/2       2.33   0.39   66(47)   34(24)   28(20)   11( 8)    1( 1)    0      140
 10 5/3-->5/9        2.11   0.34   81(59)   25(18)   18(13)   12( 9)    1( 1)    0      137
 11 5/10-->5/16      3.03   0.33   93(62)   28(19)   17(11)   10( 7)    1( 1)    0      149
 12 5/17-->5/23      2.64   0.36   82(62)   21(16)   18(14)   11( 8)    1( 1)    0      133
 13 5/24-->5/30      3.41   0.40   86(57)   33(22)   15(10)   14( 9)    4( 3)    0      152
 14 5/31-->6/6       2.79   0.40   67(58)   16(14)   23(20)    7( 6)    3( 3)    0      116
 15 6/7-->6/13       2.58   0.37   87(57)   26(17)   25(16)   12( 8)    3( 2)    0      153
 16 6/14-->6/20      4.35   0.44   68(52)   20(15)   31(24)    7( 5)    4( 3)    0      130
 17 6/21-->6/27      3.22   0.51   55(42)   28(21)   27(21)   17(13)    4( 3)    0      131
 18 6/28-->7/4       5.49   0.54   54(50)   16(15)   21(19)   14(13)    3( 3)    0      108
 19 7/5-->7/11       3.13   0.50   66(51)   21(16)   20(15)   18(14)    5( 4)    0      130
