# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7678] SIGOURNEY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.76   0.29   58(65)   18(20)    7( 8)    6( 7)    0( 0)    0       89
  2 3/8-->3/14       2.22   0.29   62(66)   17(18)   12(13)    1( 1)    2( 2)    0       94
  3 3/15-->3/21      2.25   0.28   58(66)   16(18)   11(13)    2( 2)    1( 1)    0       88
  4 3/22-->3/28      0.98   0.26   63(66)   16(17)   17(18)    0( 0)    0( 0)    0       96
  5 3/29-->4/4       1.75   0.29   80(67)   20(17)   11( 9)    9( 8)    0( 0)    0      120
  6 4/5-->4/11       1.61   0.31   66(60)   22(20)   17(15)    5( 5)    0( 0)    0      110
  7 4/12-->4/18      4.51   0.36   76(60)   20(16)   19(15)    9( 7)    2( 2)    0      126
  8 4/19-->4/25      4.58   0.41   77(53)   31(21)   26(18)    7( 5)    4( 3)    0      145
  9 4/26-->5/2       2.97   0.39   65(53)   25(20)   19(16)   12(10)    1( 1)    0      122
 10 5/3-->5/9        3.08   0.35   84(60)   19(14)   27(19)    8( 6)    1( 1)    0      139
 11 5/10-->5/16      3.61   0.37   82(60)   26(19)   14(10)   12( 9)    2( 1)    0      136
 12 5/17-->5/23      1.56   0.32   80(56)   32(22)   23(16)    8( 6)    0( 0)    0      143
 13 5/24-->5/30      2.46   0.43   75(49)   29(19)   28(18)   17(11)    3( 2)    0      152
 14 5/31-->6/6       1.92   0.31   87(64)   22(16)   18(13)    8( 6)    0( 0)    0      135
 15 6/7-->6/13       2.20   0.38   91(58)   25(16)   25(16)   12( 8)    3( 2)    0      156
 16 6/14-->6/20      3.24   0.47   73(60)   16(13)   11( 9)   14(12)    7( 6)    0      121
 17 6/21-->6/27      2.67   0.41   65(53)   30(25)   16(13)    7( 6)    4( 3)    0      122
 18 6/28-->7/4       3.16   0.50   56(51)   21(19)   20(18)    6( 5)    7( 6)    0      110
 19 7/5-->7/11       2.72   0.48   64(52)   20(16)   21(17)   15(12)    4( 3)    0      124
 20 7/12-->7/18      2.78   0.49   58(53)   15(14)   21(19)   12(11)    3( 3)    0      109
 21 7/19-->7/25      2.08   0.38   70(62)   15(13)   12(11)   15(13)    1( 1)    0      113
 22 7/26-->8/1       3.85   0.50   39(43)   22(24)   14(16)   13(14)    2( 2)    0       90
 23 8/2-->8/8        2.56   0.50   60(53)   20(18)   15(13)   15(13)    4( 4)    0      114
 24 8/9-->8/15       2.29   0.40   58(61)   11(12)   14(15)    9( 9)    3( 3)    0       95
 25 8/16-->8/22      2.24   0.42   50(50)   19(19)   19(19)   11(11)    1( 1)    0      100
 26 8/23-->8/29      3.65   0.57   50(48)   19(18)   18(17)    9( 9)    9( 9)    0      105
 27 8/30-->9/5       4.75   0.50   46(53)   13(15)   15(17)    9(10)    3( 3)    0       86
 28 9/6-->9/12       3.52   0.38   52(53)   23(23)   17(17)    3( 3)    3( 3)    0       98
 29 9/13-->9/19      2.12   0.48   58(50)   26(22)   15(13)   14(12)    4( 3)    0      117
 30 9/20-->9/26      2.60   0.46   50(45)   26(24)   19(17)   12(11)    3( 3)    0      110
 31 9/27-->10/3      3.13   0.40   37(47)   20(26)   15(19)    5( 6)    1( 1)    0       78
 32 10/4-->10/10     2.42   0.39   52(54)   22(23)   12(12)   10(10)    1( 1)    0       97
 33 10/11-->10/17    1.96   0.34   48(53)   20(22)   18(20)    4( 4)    0( 0)    0       90
 34 10/18-->10/24    2.32   0.41   49(52)   15(16)   24(26)    3( 3)    3( 3)    0       94
 35 10/25-->10/31    1.78   0.29   66(65)   17(17)   15(15)    4( 4)    0( 0)    0      102
 36 11/1-->11/7      2.05   0.39   60(60)   15(15)   12(12)   10(10)    3( 3)    0      100
 37 11/8-->11/14     1.38   0.28   48(64)   15(20)    8(11)    4( 5)    0( 0)    0       75
 38 11/15-->11/21    3.43   0.43   41(51)   19(24)   10(13)    8(10)    2( 3)    0       80
 39 11/22-->11/28    1.23   0.26   57(67)   13(15)   11(13)    4( 5)    0( 0)    0       85
 40 11/29-->12/5     1.26   0.23   46(68)   13(19)    7(10)    2( 3)    0( 0)    0       68
 41 12/6-->12/12     1.13   0.23   58(70)   15(18)    6( 7)    4( 5)    0( 0)    0       83
 42 12/13-->12/19    2.07   0.16   61(82)    8(11)    4( 5)    0( 0)    1( 1)    0       74
 43 12/20-->12/26    1.54   0.17   56(78)   13(18)    2( 3)    1( 1)    0( 0)    0       72
 44 12/27-->1/2      1.44   0.22   43(66)   18(28)    3( 5)    1( 2)    0( 0)    0       65
 45 1/3-->1/9        1.68   0.20   46(73)   12(19)    3( 5)    2( 3)    0( 0)    0       63
 46 1/10-->1/16      1.20   0.17   54(82)    8(12)    2( 3)    2( 3)    0( 0)    0       66
 47 1/17-->1/23      1.13   0.20   53(74)   13(18)    5( 7)    1( 1)    0( 0)    0       72
 48 1/24-->1/30      0.77   0.14   65(87)    6( 8)    4( 5)    0( 0)    0( 0)    0       75
 49 1/31-->2/6       0.57   0.13   48(83)    7(12)    3( 5)    0( 0)    0( 0)    0       58
 50 2/7-->2/13       1.66   0.21   48(79)    4( 7)    8(13)    1( 2)    0( 0)    0       61
 51 2/14-->2/20      0.91   0.21   49(67)   19(26)    5( 7)    0( 0)    0( 0)    0       73
 52 2/21-->2/27      1.51   0.20   61(73)   16(19)    5( 6)    2( 2)    0( 0)    0       84
 53 2/28-->2/29      1.11   0.24    6(75)    1(13)    0( 0)    1(13)    0( 0)    0        8
ANNUAL TOTALS        4.75   0.36 3105(59)  943(18)  703(13)  349( 6)   88( 1)    0     5188
