# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1394] CHARITON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1394 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     85     38     30     24    302    173    148    125
 1952    114     59     49     41    391    258    233    210
 1953    183     92     72     56    279    147    122     99
 1954    130     49     34     23    518    343    304    266
 1955    189    106     89     74    548    371    332    296
 1956    197    104     88     75    396    266    239    214
 1957    161     70     54     43    406    250    215    188
 1958     96     32     22     14    409    254    221    190
 1959    161     80     66     55    377    230    201    177
 1960     36     14      9      5    455    289    252    219
 1961    155     74     59     48    305    174    151    130
 1962    116     60     47     40    388    249    218    191
 1963    235    135    119    105    473    311    275    240
 1964    177     89     75     61    441    284    250    219
 1965     28      9      7      5    397    252    221    190
 1966    282    170    144    118    340    205    177    150
 1967    297    198    178    158    450    278    243    210
 1968    330    210    185    161    443    276    242    213
 1969     99     55     47     40    441    281    246    211
 1970     99     40     30     22    462    310    276    245
 1971    152     80     66     54    482    328    296    264
 1972    201    113     98     85    388    244    215    189
 1973    236    109     84     62    347    203    173    146
 1974    242    136    115     98    481    308    269    234
 1975    110     61     50     41    358    218    186    158
 1976    212    112     92     75    485    318    281    246
 1977    287    167    143    123    532    352    315    283
 1978    127     70     58     49    371    219    189    163
 1979    137     68     55     45    307    177    150    126
 1980    124     58     46     36    414    263    231    206
 1981    253    136    114     94    563    386    346    309
 1982    171     78     58     42    345    216    189    163
 1983    190    109     92     76    247    131    113     97
 1984     54     10      6      4    317    166    139    114
 1985    244    128    106     87    544    366    327    291
 1986    297    179    158    140    518    348    313    279
 1987    243    131    111     93    502    338    307    277
 1988    262    162    141    121    411    272    242    213
 1989    182    113     98     84    413    268    236    206
 1990    215    117     99     82    361    221    191    163
 1991    231    132    115     98    408    248    215    185
 1992    224    117     98     80    295    159    133    112
 1993     93     39     31     23    270    148    124    104
 1994    199    106     90     76    380    242    214    186
 1995    211    132    115     99    269    157    133    111
 1996    115     49     37     28    312    194    168    146
 1997    193     96     77     63    265    152    129    109
 1998    127     78     70     62    314    181    154    128
 1999    148     73     59     46    346    203    177    152
 2000    262    155    134    114    363    229    201    174
 2001     50     15      9      6    479    315    277    244
 2002    144     74     60     47    359    215    187    162
 2003    186    115    102     89    404    268    238    209
 2004    213    110     89     72    423    270    235    202
 2005    163     88     73     60    448    279    242    209
     ****************************  ****************************
 MEAN  175.8   94.5   79.1   65.9  398.9  251.0  220.0  191.7
 STDV   70.3   47.0   42.3   37.6   80.1   64.2   59.8   55.5

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    688    475    425    379    758    526    471    418
 1952    636    423    379    337   1009    773    714    656
 1953    629    425    383    342    987    747    687    628
 1954    522    351    314    277    960    725    669    614
 1955    704    488    440    394    800    571    519    470
 1956    786    565    517    471    988    756    700    644
 1957    641    430    385    343    886    654    597    541
 1958    705    506    462    418    826    591    536    485
 1959    772    542    488    437    943    703    643    585
 1960    656    442    394    349    867    629    571    514
 1961    589    392    348    309    858    625    571    521
 1962    906    668    611    556    888    648    589    534
 1963    647    431    382    338    961    721    664    607
 1964    848    611    557    506    911    679    621    564
 1965    817    601    549    498    865    627    571    521
 1966    601    411    369    333    859    629    573    519
 1967    577    388    347    307    895    660    603    548
 1968    580    391    351    312    934    698    643    591
 1969    699    482    433    388    796    576    525    476
 1970    797    575    524    475    915    678    621    566
 1971    591    404    363    323   1022    782    723    664
 1972    684    464    414    371    873    645    592    540
 1973    607    401    354    314    933    693    634    577
 1974    676    462    413    366    807    575    524    475
 1975    743    529    480    433    908    671    614    557
 1976    587    405    364    325    876    640    585    533
 1977    838    607    550    497    939    702    645    589
 1978    626    419    373    332    902    667    615    563
 1979    680    481    436    392    909    673    616    559
 1980    699    497    451    410    894    655    598    543
 1981    583    393    351    312    929    689    630    572
 1982    763    529    473    420    778    547    493    444
 1983    596    390    346    304    936    704    649    594
 1984    585    385    344    304    970    732    673    614
 1985    753    521    470    421    807    577    524    477
 1986    725    493    440    390    993    753    693    634
 1987    813    597    548    501    972    735    677    619
 1988    776    550    501    457    946    712    657    604
 1989    613    418    375    333    813    585    530    478
 1990    520    315    273    234    895    655    597    541
 1991    774    543    491    441    947    707    649    593
 1992    605    419    378    339    778    555    508    463
 1993    630    411    361    312    839    608    551    496
 1994    592    411    368    327    903    664    605    548
 1995    506    299    253    212    850    613    555    498
 1996    540    332    288    247    855    618    560    504
 1997    462    287    250    216    870    634    580    527
 1998    748    511    458    408    811    583    529    478
 1999    601    385    341    301    834    604    549    497
 2000    679    480    434    391    833    604    549    495
 2001    633    419    370    323    813    586    530    476
 2002    549    360    320    281    954    716    658    601
 2003    545    359    322    288    773    543    492    443
 2004    684    470    420    372    807    572    518    466
 2005    580    381    343    306    933    694    637    582
     ****************************  ****************************
 MEAN  661.6  453.2  406.8  363.1  887.4  652.9  596.9  542.7
 STDV   97.5   84.7   80.6   76.6   67.1   64.0   62.2   59.7

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    995    747    685    624    982    734    674    614
 1952   1046    798    737    677    943    696    639    583
 1953   1017    771    711    651    962    715    656    600
 1954   1102    854    792    730   1027    779    717    655
 1955   1154    906    844    782   1033    785    723    663
 1956   1002    754    693    634   1026    779    719    662
 1957   1122    874    812    750   1014    766    706    647
 1958    963    715    653    591    986    744    684    626
 1959    979    732    671    611   1104    856    794    732
 1960    989    742    681    622   1043    795    733    671
 1961   1008    760    699    639    973    726    666    609
 1962   1004    761    702    643    985    738    678    621
 1963   1052    804    742    681    973    730    671    612
 1964   1075    827    765    704    900    665    611    559
