# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6243] ONAWA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     2   6   7  11  11   8   6   8   6   6   2   7  80
1952     5   5   7   7   9   9  10  13   3   0   3   4  75
1953     6   7   9  11  13   7   5   8   3   3   2   4  78
1954     2   6   8   7   7  11   5  13   8  12   2   1  82
1955     5   4   7   7   6  14   8   4   6   3   3   1  68
1956     8   4   3   7   9   8  10  12   3   6   5   4  79
1957     4   1   5   9  13  13   9  10  11   9   8   5  97
1958     5   4   5  10   5   7  13   7   3   1   5   1  66
1959     3   4   7   6  16   8   4   9   7   6   5   5  80
1960     5   7  14   8  11  12   7  10   8   2   2   3  89
1961     1   5  12  12   9   9  12  10  13   4   7   6 100
1962     4  11  11   6  12  10  12   9   9   7   3   5  99
1963     9   6  10   9   8  11  10  12   8   5   2   5  95
1964     5   4   9  12   8  13   5  12  12   3   6   6  95
1965     4   7  10  11  12  10  16   6  16   1   3   3  99
1966     5   3   5   9  10  12   6   9  11   2   1   3  76
1967     6   2   3   8   7  17   5   9   5   8   2   4  76
1968     7   1   2   9   9   8   6   8  11   8   7   9  85
1969    11   6   6   6  11   7  10   6   5  10   4   9  91
1970     4   3   9   9  10   7  11   6  12  12   6   3  92
1971     2   6   2   7  12   9  11   4   4   6   8   6  77
1972     1   7   9  13  14   7   9   9  10   7   5   6  97
1973     5   4  14  10  10   8   9   7  12   4   7   5  95
1974     6   2   3  10  15  10   6  12   4   8   3   4  83
1975    12   4   7  12  11  12   3   9   7   1   8   3  89
1976     1   2   6   9   7   2   6   5   7   4   0   4  53
1977     3   3  10  10  12  10   7  10   8  10   5   7  95
1978     5   6   4  12  12   8   9   6   6   6   7   8  89
1979     8   4  11   8   9   0   0   0   0   5   6   2  53
1980     5   5   8   4  10   8   8  17   3   3   1   3  75
1981     1   3   4   7   5   8   6  10   6   6   5   6  67
1982     6   5  11  10  16   7   9  10  11   7   5   6 103
1983     7   6  12   9  11  10   7   7   9   6  10   8 102
1984     3   5  10  13  11  16   9   3   8  15   6   7 106
1985     3   5   8  11  10   8   3  10  13   6  11   5  93
1986     0   5   8  12  10   8   8   9  16   9   7   4  96
1987     2   5  11   5  11   7  13  13   5   5   6   6  89
1988     2   4   1   6  10   5  10   6   7   2   8   3  64
1989     6   3   6   5   8   9   3   7   6   3   1   7  64
1990     3   2  11   5  10  12  13   5   2   7   4   7  81
1991     6   2   9  13  15  11  10   8   8   6  13   3 104
1992    12   6   9   8   6   9  13   6  10   4   8   5  96
1993     6   8   6  11  16  12  19  13   9   2   5   4 111
1994     7   5   2   7   6  10   8  10   6   7   7   3  78
1995     3   6  10  12  14  11   6   7  10  11   6   4 100
1996     8   1   6   6  11   6   5   6   5   3  12   6  75
1997     8   2   7  11   9   5   5   4   8   5   6   5  75
1998     6   7  16  11   8  14   7   8   1   8   5   3  94
1999     5   5   4  13  10  10   8   5   2   1   2   5  70
2000     7   5   7   8   8  10   6   6   4   8   6  12  87
2001     5   7   4   8  12   6  11   6   9   5   4   3  80
2002     5   3   7   9  11   7   7   8   6  15   3   2  83
2003     6   6   9  11  11  10   9   3   8   3   5   7  88
2004     7   7  13   5  15  14  11   4   6   4   9   3  98
2005     8   8   4   8  12  16   6   0   0   0   0   0  62
STDDEV   3   2   3   2   3   3   3   3   4   3   3   2  14
AVG      5   5   8   9  10   9   8   8   7   6   5   5  85
