# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6800] PRIMGHAR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     3   5   8  14  16   9  14  11   7   0   3   7  97
1952     6   4   7   5  11  11   5   9   2   0   4   3  67
1953     4   6   7  12  11   5   9   9   3   2   4   3  75
1954     4   4   7   7   9   8  10  11   7  11   0   0  78
1955     0   0   4   7   6  10   7   3   6   5   4   3  55
1956     5   4   3   6   9   8  10  15   3   0   5   2  70
1957     4   0   5   5  10   9   9  11   7   8   7   3  78
1958     1   3   3  11   8  12   7   5   4   2   3   2  61
1959     3   3   5   6  14   7   1   7   9   7   5   3  70
1960     2   1   7   0  11   9   5   9   6   3   2   3  58
1961     2   3   6   6   7   7  12   9  10   4   3   3  72
1962     0   7   0   4  10   9  13   7   6   4   2   3  65
1963     3   2   4   4   6   9   6   7   6   3   1   2  53
1964     4   2   6   9   5  12  10   7   7   3   4   6  75
1965     3   6   6  11  13   8   9  11  15   2   3   2  89
1966     6   3   5   7   6  14   5   5   6   3   3   4  67
1967     4   1   3   6   6  18   3   7   2   3   2   2  57
1968     4   1   3  10   9  12  13   7  12   7   4   5  87
1969     8   5   1   3  13   9  11   6   3   8   3   3  73
1970     1   1   5   4  11   8   7   4   9   8   7   2  67
1971     1   5   3   3   7  11   6   1   4   7   5   4  57
1972     1   2   3   6  14   5   9   7   7   6   5   5  70
1973     3   3   7   4   8   6  10   6   9   6   5   3  70
1974     1   1   4   6   9   6   3  10   4   3   4   2  53
1975     6   1   6  12   6  12   3  10   5   2   6   1  70
1976     1   2   8   7   4   5   6   2   6   4   1   1  47
1977     1   2   8   7  10   8  11  12  10   7   6   3  85
1978     3   2   2  10  10   9   8   8   5   8   3   3  71
1979     6   4  10   8   0   9   8   9   5   6   0   0  65
1980     3   5   6   5   9   6   6  11   4   3   1   6  65
1981     1   1   2   6   8  11   6   9   5   8   5   3  65
1982     5   2   6   8  18   7   7   4   9   8   6   4  84
1983     2   2  11   7  11  14   6   6   9   7  10   4  89
1984     3   4   5  14  12  17  10   4   6  15   5   4  99
1985     5   1   6   8   8  11   4  10  19   6   7   5  90
1986     3   1   5  13  14  12   9   8  15   9   6   2  97
1987     2   2   9   5  11   9  11  10  13   6   6   4  88
1988     3   5   2  10   9   7   6   6   9   3   8   3  71
1989     5   5   8   9   7   9   6   5   5   2   3   3  67
1990     1   2   8   6   8  11  12   8   4   4   3   4  71
1991     5   2   6  10  13  10   9   7   7   5  13   2  89
1992     4   7   6   9   8  12  11   6   7   3   6   9  88
1993     6   7   8  12  13  15  13  10   7   4   8   8 111
1994    10   4   0   8   7  14   9   7  10   6   4   5  84
1995     2   4  13  14  14  10  10   5   9  12   4   2  99
1996     7   2   3   6  18  10   9   9   9   6  12   9 100
1997     9   5   4   9  11   5   9  11   7   5   6   7  88
1998     8   8  14   9  11  12   7  10   6  10   4   3 102
1999     8   5   5  14  12  15  10   3   4   5   1   5  87
2000     5   5   7   6  11  10   6   6   5  11   9   7  88
2001     8   6   4   8  13   5  10   8   8   3   5   4  82
2002     8   6   7   8  11   7   4   9   8  12   3   3  86
2003     9   6   7   7  12  12   6   4   7   4   5   7  86
2004     9   7   7   5  13   9   6   5   7   6   7   3  84
2005    10  11   7   7  13  15   8   0   0   0   0   0  71
STDDEV   3   2   3   3   3   3   3   3   3   3   3   2  14
AVG      4   4   6   8  10  10   8   7   7   5   5   4  77
