# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3632] HARLAN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia3632
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.62  1.91  4.13  6.01  4.50  4.52  3.21  8.00  2.64  1.97  0.39  1.02 38.92
 1952  0.85  0.75  4.78  2.82  3.95  8.74  4.39  9.85  1.60  0.00  3.14  0.87 41.74
 1953  0.85  1.09  1.62  4.09  2.47  4.35  1.59  1.67  0.40  1.27  1.64  1.03 22.07
 1954  0.20  2.91  1.40  3.64  2.33  5.21  0.94  7.40  0.86  2.53  0.20  0.02 27.64
 1955  0.86  1.60  1.45  3.49  1.26  4.14  2.92  2.25  3.66  0.69  0.13  0.28 22.73
 1956  0.52  0.34  0.12  1.53  3.55  2.39  3.86  6.26  5.19  1.45  3.52  0.28 29.01
 1957  0.46  0.25  2.50  1.78  3.97  6.21  2.08  4.07  4.42  3.14  3.32  0.61 32.81
 1958  1.30  1.13  0.78  2.03  2.52  2.07 13.62  3.47  3.16  0.51  0.78  0.10 31.47
 1959  0.61  1.21  3.27  3.26  9.28  4.53  0.31  4.18  2.83  2.13  1.20  1.88 34.69
 1960  1.67  1.51  1.81  2.62  4.54  4.23  3.23  8.04  2.16  1.09  0.13  0.63 31.66
 1961  0.43  1.16  4.30  1.90  3.55  5.46  6.22  4.29  8.01  1.43  1.96  1.72 40.43
 1962  0.31  2.07  1.56  1.36 12.85  2.67  4.26  4.51  2.63  1.38  0.28  0.34 34.22
 1963  0.90  0.60  3.33  3.02  2.21  3.05  1.44  4.31  3.56  0.86  0.24  0.29 23.81
 1964  0.32  0.32  1.45  7.12  5.86  6.72  6.64  4.46  3.15  0.61  1.68  0.95 39.28
 1965  0.64  2.33  2.74  3.27  4.96  3.85  3.72  2.02 11.03  1.08  0.91  1.36 37.91
 1966  0.67  0.43  1.03  1.03  4.12  5.71  1.38  3.85  0.66  0.60  0.29  0.44 20.21
 1967  0.71  0.13  0.87  3.46  2.10 12.27  2.30  0.93  3.80  2.14  0.30  0.52 29.53
 1968  0.56  0.12  0.63  3.81  2.97  3.09  2.49  2.09  3.40  4.51  1.23  1.96 26.86
 1969  1.05  2.13  0.78  3.06  3.09  4.58  4.76  4.22  1.26  3.59  0.04  1.54 30.10
 1970  0.14  0.06  2.46  2.16  4.53  2.94  1.25  1.85  3.73  4.20  1.63  0.64 25.59
 1971  0.76  2.21  0.82  1.51  5.51  5.28  2.27  1.11  1.03  5.42  3.38  1.13 30.43
 1972  0.46  0.45  0.79  4.45  5.54  1.80  5.76  3.34 16.33  3.72  3.11  1.55 47.30
 1973  1.90  0.79  4.76  4.16  7.00  3.41  8.24  1.69  8.40  3.18  1.60  2.16 47.29
 1974  0.73  0.41  0.95  3.15  5.51  1.06  0.61  8.06  2.48  3.19  1.00  0.66 27.81
 1975  2.27  0.99  1.93  5.08  2.18  7.00  0.32  7.22  2.52  0.07  4.91  0.44 34.93
 1976  0.08  1.59  2.83  3.75  3.79  3.58  2.60  0.44  1.94  0.89  0.00  0.23 21.72
 1977  0.53  0.38  3.68  1.26  2.56  2.77  6.92  5.57  4.48  4.20  2.94  0.82 36.11
 1978  0.08  0.98  0.76  7.22  3.08  1.75  4.23  2.59 10.74  0.79  1.09  0.71 34.02
 1979  1.19  0.00  4.44  3.85  3.79  2.17  5.52  3.03  4.27  4.52  1.93  0.08 34.79
 1980  0.67  0.54  1.05  1.45  2.70  6.23  1.55  9.58  0.20  2.31  0.19  0.28 26.75
 1981  0.59  0.32  0.95  1.39  4.09  3.80  2.92  2.10  4.22  3.01  1.97  1.18 26.54
 1982  1.49  0.51  2.59  0.87  8.86  4.04  4.76  6.51  3.13  1.83  2.80  2.68 40.07
 1983  0.89  0.82  4.30  2.03  3.45  5.18  1.14  1.42  2.36  4.04  4.31  0.69 30.63
 1984  0.44  0.69  1.67  6.63  4.35  6.61  2.76  1.19  4.16  6.38  1.84  3.09 39.81
 1985  0.37  0.75  1.96  3.14  3.37  5.95  4.69  2.47  4.60  2.01  0.65  0.41 30.37
 1986  0.00  1.40  2.68  7.78  5.37  5.13  5.59  3.40  6.08  6.46  0.94  0.76 45.59
 1987  0.03  0.39  3.27  1.66  4.59  1.96  3.98  8.17  3.72  1.07  1.46  0.89 31.19
 1988  0.54  0.37  0.11  1.68  1.00  1.15  3.16  2.66  5.00  0.09  2.32  1.12 19.20
 1989  0.95  0.63  0.29  1.08  2.06  6.89  4.95  3.06 11.48  1.97  0.07  0.44 33.87
 1990  0.52  0.22  4.36  0.59  4.98  6.71  6.17  1.61  1.09  1.79  1.01  1.15 30.20
 1991  0.93  0.32  3.52  5.26  4.79  5.67  2.09  2.66  3.05  3.26  2.08  1.65 35.28
 1992  0.91  0.87  3.12  2.54  1.80  0.62  8.32  1.64  9.85  2.42  2.30  1.25 35.64
 1993  1.10  0.95  2.97  1.98  5.51  6.50  7.57  6.46  3.16  1.48  0.77  0.51 38.96
 1994  0.74  0.45  0.05  2.76  1.38  7.21  2.98  6.05  5.68  2.72  1.09  1.28 32.39
 1995  0.61  0.32  2.94  5.45  5.20  3.36  2.28  4.43  3.61  2.04  0.86  0.77 31.87
 1996  1.13  0.09  1.16  2.01  9.47  4.61  6.45  3.61  4.58  2.09  3.24  0.55 38.99
 1997  0.84  1.00  2.03  5.58  1.98  3.45  1.36  2.54  2.29  3.56  1.86  0.68 27.17
 1998  1.02  1.71  3.05  3.33  6.61  8.71  6.19  3.98  1.20  3.25  1.29  0.40 40.74
 1999  1.19  1.85  1.01  7.41  3.02  4.63  5.19  3.45  1.36  0.50  1.07  0.79 31.47
 2000  0.30  1.35  0.84  1.26  1.45  3.32  2.34  3.63  0.86  2.06  2.02  1.70 21.13
 2001  1.34  2.03  1.44  3.16  9.70  2.98  2.24  2.45  4.02  1.54  1.55  0.70 33.15
 2002  0.31  0.88  1.20  3.64  4.60  1.86  2.24  5.79  2.44  2.97  0.31  0.01 26.25
 2003  0.39  1.22  0.73  4.36  5.36  2.74  2.50  0.21  2.16  2.05  3.45  0.83 26.00
 2004  2.12  1.78  6.20  1.71  9.02  2.46  5.19  2.84  1.69  0.67  3.17  0.32 37.17
 2005  1.12  1.86  1.82  3.94  3.43  4.83  2.13 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.77  0.97  2.13  3.25  4.39  4.40  3.78  3.94  3.93  2.27  1.59  0.90 31.74
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
