# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1635] CLINTON-1
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia1635
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0     13     74     95    237    176     31     28      0      0
 1952      0      0      0     18     55    291    360    196     81      6      0      0
 1953      0      0      0      1     64    261    324    270     99     31      0      0
 1954      0      0      0     13     25    328    346    213    118     30      0      0
 1955      0      0      0      2     69    120    473    375    114      6      0      0
 1956      0      0      0      4     73    290    273    262     54      8      0      0
 1957      0      0      0     19     25    188    356    246     48      0      0      0
 1958      0      0      0      9     55     67    181    245     62      7      1      0
 1959      0      0      0      0    124    197    211    344    120      0      0      0
 1960      0      0      0     28     18    113    236    265    149      6      0      0
 1961      0      0      0      0     30    173    228    232    132      6      0      0
 1962      0      0      0     14    142    163    165    183     38     33      0      0
 1963      0      0      1      9     37    248    276    175     59     40      0      0
 1964      0      0      0      3    105    182    314    181    106      0      1      0
 1965      0      0      0      0    101    162    260    212     68     12      0      0
 1966      0      0      0      0     23    183    375    173     56      4      0      0
 1967      0      0      3      7     39    207    212     97     48     22      0      0
 1968      0      0      0      1     14    219    276    288     57     46      0      0
 1969      0      0      0      0     75    120    305    245     67     30      0      0
 1970      0      0      0     38    115    190    330    259     98     12      0      0
 1971      0      0      0      3     32    339    213    202    191     51      0      0
 1972      0      0      0      2    116    158    271    267    132      0      0      0
 1973      0      0      0      4      0    208    304    303    105     31      0      0
 1974      0      0      0     17     35    111    379    181     49      3      0      0
 1975      0      0      0      1     99    230    299    286     38     24      0      0
 1976      0      0      0     23     16    183    326    205     74     12      0      0
 1977      0      0      0     44    192    183    387    177     83      0      0      0
 1978      0      0      4      0    107    213    289    273    215      3      0      0
 1979      0      0      0      0     84    197    267    266    108     20      0      0
 1980      0      0      0     16     71    160    406    338    123      2      0      0
 1981      0      0      0     16     36    209    287    229     64      0      0      0
 1982      0      0      0      0    102     83    320    207     91     20      0      0
 1983      0      0      0      0     10    233    414    399    120     20      0      0
 1984      0      0      0     12     30    232    238    289    114      5      0      0
 1985      0      0      0     52     63    130    282    170    158      0      0      0
 1986      0      0     11     29     50    215    360    136    125      6      0      0
 1987      0      0      0     25    156    294    427    263     63      0      0      0
 1988      0      0      0      0     79    277    389    406    106      4      0      0
 1989      0      0      3      9     63    154    336    223     38      7      0      0
 1990      0      0      4     38      7    211    280    241    164     18      1      0
 1991      0      0      4     24    180    288    325    276    137     11      0      0
 1992      0      0      0      2     78    137    173    113     72      5      0      0
 1993      0      0      0      0     47    179    284    259     29      5      0      0
 1994      0      0      0     28     60    243    252    168    102     15      0      0
 1995      0      0      0      0      6    253    357    447     64      4      0      0
 1996      0      0      0      2     50    210    217    229     66      1      0      0
 1997      0      0      0      0      4    198    301    176     85     59      0      0
 1998      0      0     14      0    118    193    289    273    147      4      0      0
 1999      0      0      0      0     62    209    412    188     77      4      2      0
 2000      0      0      0      0     83    152    235    260    144     17      2      0
 2001      0      0      0     22     81    181    339    263     68      4      0      0
 2002      0      0      0     47     45    236    382    247    133     11      0      0
 2003      0      0      0     17     16    136    277    301     75      1      0      0
 2004      0      0      0     27     80    151    216    130    104      5      0      0
 2005      0      0      0     14     32    312    344      0      0      0      0      0
 MEAN      0      0      1     12     65    198    302    241     94     13      0      0
