# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1394] CHARITON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    1    0    0    0
 Sep 14    1    0    0    0
 Sep 16    1    0    0    0
 Sep 18    3    0    0    0
 Sep 20    7    1    0    0
 Sep 22   16    3    0    0
 Sep 24   25    5    0    0
 Sep 26   29    5    0    0
 Sep 28   40    7    0    0
 Sep 30   50   12    5    0
 Oct 02   57   20   11    1
 Oct 04   66   24   14    1
 Oct 06   72   31   22    1
 Oct 08   79   35   27    1
 Oct 10   85   40   31    9
 Oct 12   85   50   37    9
 Oct 14   88   53   40    9
 Oct 16   92   59   50   11
 Oct 18   92   70   61   16
 Oct 20   96   75   64   20
 Oct 22   96   77   70   22
 Oct 24   96   81   72   25
 Oct 26   96   85   79   37
 Oct 28   98   87   83   40
 Oct 30  100   88   85   48
 Nov 01  100   90   87   57
 Nov 03  100   94   88   61
 Nov 05  100   98   96   75
 Nov 07  100   98   96   79
 Nov 09  100  100   98   83
 Nov 11  100  100   98   85
 Nov 13  100  100   98   88
 Nov 15  100  100   98   94
 Nov 17  100  100  100   94
 Nov 19  100  100  100   98
 Nov 21  100  100  100   98
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
