# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5952] NEW-HAMPTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia5952
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.69  2.19  3.37  6.62  3.54  6.52  3.40  5.90  1.03  3.93  1.49  0.98 39.66
 1952  1.47  0.24  2.33  0.00  5.69  3.08  5.71  4.90  0.58  0.00  1.13  0.52 25.65
 1953  0.71  1.05  1.77  4.83  2.01  6.18  4.45  4.64  0.83  0.67  1.49  1.06 29.69
 1954  0.46  0.16  0.64  4.23  3.07  3.81  3.62  3.31  3.92  2.68  0.18  0.29 26.37
 1955  0.40  0.54  0.66  3.75  5.08  1.67  3.84  1.78  1.97  2.68  0.61  0.52 23.50
 1956  0.64  0.22  1.83  2.28  3.60  4.68  6.15  2.28  2.01  1.83  1.75  0.52 27.79
 1957  0.44  0.25  0.84  1.59  3.69  3.87  2.98  3.16  2.60  1.65  2.88  0.90 24.85
 1958  0.59  0.05  0.31  1.37  1.25  3.52  5.92  4.21  2.57  0.21  1.21  0.36 21.57
 1959  0.64  1.27  2.64  0.44  7.03  6.85  1.48  5.93  3.41  1.29  2.60  1.17 34.75
 1960  0.44  0.69  1.41  4.10  4.24  2.58  1.13  5.71  3.32  2.96  0.56  0.60 27.74
 1961  0.27  0.98  3.24  1.54  1.81  1.67 10.53  2.17  4.61  5.19  1.55  0.74 34.30
 1962  0.11  1.36  0.97  2.00  2.19  0.93  6.46  5.33  2.17  2.09  0.00  0.00 23.61
 1963  0.80  0.65  1.22  2.67  3.72  0.00  0.00  0.00  0.00  0.00  0.00  0.00  9.06
 1964  0.00  0.00  1.04  0.00  5.37  2.98  1.09  4.30  6.98  0.25  1.18  1.22 24.41
 1965  0.57  2.11  2.12  3.65  4.90  3.76  4.43  3.53  9.82  1.06  1.47  1.91 39.33
 1966  1.25  1.37  2.60  2.45  2.94  5.74  7.70  1.62  0.39  2.12  0.32  0.66 29.16
 1967  2.04  0.87  2.07  1.95  3.80  7.22  2.43  2.86  1.62  2.53  0.32  1.18 28.89
 1968  0.77  0.09  1.20  4.72  3.55  6.50  7.15  4.18  4.50  3.93  0.89  2.34 39.82
 1969  1.77  0.02  0.84  3.67  4.43 12.60  6.06  0.10  5.59  4.05  0.32  2.06 41.51
 1970  0.18  0.20  2.30  1.50  4.47  2.70  4.75  2.86  6.71  5.81  2.39  1.19 35.06
 1971  0.79  2.38  1.38  1.14  5.04  6.27  2.63  0.88  1.80  2.73  3.53  1.19 29.76
 1972  0.47  0.63  1.60  2.06  4.89  3.74  7.48  3.88  9.80  3.77  0.66  1.87 40.85
 1973  1.18  1.24  2.78  3.64  6.57  3.68  2.50  2.14  5.01  1.85  2.57  1.68 34.84
 1974  0.64  0.79  1.35  3.11  5.38  5.52  2.60  1.89  1.43  2.77  2.30  1.49 29.27
 1975  1.36  0.78  2.88  3.46  3.88  4.46  2.08  5.94  0.65  0.33  4.18  1.10 31.10
 1976  0.17  1.09  3.35  7.26  2.34  1.85  1.59  1.49  0.63  1.47  0.10  0.48 21.82
 1977  0.58  0.94  3.80  3.07  2.71  3.60  7.35  7.42  3.89  2.97  1.26  1.00 38.59
 1978  1.10  0.55  0.58  4.63  2.27  6.75  5.48  1.50  5.34  1.65  2.94  0.86 33.65
 1979  1.42  0.61  2.46  3.50  5.26  5.11  4.62  9.24  0.73  3.07  2.12  0.71 38.85
 1980  1.72  0.68  0.49  1.88  2.79  4.63  2.35 13.83  3.69  2.14  0.32  0.45 34.97
 1981  0.13  2.10  0.46  6.97  4.18  5.66  6.14  7.99  3.20  2.04  1.66  1.35 41.88
 1982  2.33  0.20  2.77  2.32  7.83  3.68  4.52  3.44  3.70  3.54  3.35  3.87 41.55
 1983  0.95  1.71  3.04  3.97 10.76  4.72  3.29  3.49  6.14  3.67  4.88  1.11 47.73
 1984  0.44  0.90  2.26  5.00  3.87  3.77  2.45  1.56  2.06  5.02  2.74  2.31 32.38
 1985  0.80  1.46  3.37  3.26  1.92  2.42  1.18  4.77  6.71  2.18  3.25  1.88 33.20
 1986  0.66  1.26  1.95  4.76  3.43  1.92  4.51  4.28  4.57  4.03  1.74  0.83 33.94
 1987  0.43  0.00  3.13  2.25  2.51  2.58  3.69  6.64  1.66  0.42  2.91  2.38 28.60
 1988  1.11  0.67  1.59  2.41  1.07  1.31  2.84  3.56  3.35  0.87  3.28  0.85 22.91
 1989  0.66  0.37  1.72  3.74  3.09  2.70  2.22  1.81  3.77  3.84  0.74  0.37 25.03
 1990  0.62  0.54  4.56  3.51  4.30  5.41  9.44  8.12  1.78  2.23  0.90  2.08 43.49
 1991  0.80  0.23  3.70  8.94  5.43  5.09  3.38  3.61  4.04  2.66  6.79  1.89 46.56
 1992  1.20  0.84  1.97  2.95  2.66  2.25  7.03  2.35  6.42  1.11  5.60  1.98 36.36
 1993  1.41  1.66  2.69  5.39  3.80 10.18  6.24 14.97  2.08  2.05  0.58  0.81 51.86
 1994  2.34  1.43  0.18  2.66  2.50  8.83  7.57  2.94  3.65  2.43  2.75  1.00 38.28
 1995  0.69  0.05  2.91  5.14  3.80  4.38  4.26  4.36  2.35  1.81  2.02  0.44 32.21
 1996  2.97  0.09  1.77  1.48  5.40  6.12  1.17  3.43  2.03  2.92  4.04  1.40 32.82
 1997  1.97  1.73  3.15  1.68  5.26  7.35  5.20  4.81  2.30  3.79  0.17  0.80 38.21
 1998  1.07  2.63  3.53  3.99  4.77 10.57  1.18  7.70  1.80  8.20  0.90  0.37 46.71
 1999  1.88  0.81  1.04  6.61  8.46  4.45 17.75  3.65  1.13  0.73  1.13  1.02 48.66
 2000  1.25  1.53  0.85  2.31  5.20  9.25  4.79  5.76  1.86  1.76  3.89  3.15 41.60
 2001  1.70  1.77  1.03  3.25  6.71  2.49  3.15  3.28  5.35  1.64  1.98  0.95 33.30
 2002  0.22  1.30  1.21  5.46  2.83  7.17  4.29  5.43  1.92  2.65  0.28  0.30 33.06
 2003  0.48  0.47  2.28  2.62  7.00  5.56  4.18  1.05  3.41  0.71  2.76  0.58 31.10
 2004  0.66  1.90  4.69  1.40 10.67  6.10 11.89  2.97  2.90  3.16  1.75  0.73 48.82
 2005  1.84  1.49  1.57  2.89  4.33  8.50  4.26 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.95  0.93  2.03  3.31  4.35  4.82  4.63  4.24  3.26  2.43  1.90  1.14 33.29
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
