# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1257] CASCADE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     7  10  11  11   8  10   7   9   5  13   6   8 105
1952     8   4  13   7   9   7   8   9   4   0   4   8  81
1953     5   6  12  11  10  12  10   4   7   5   4   7  93
1954     2   3   8  12  11  12   6  12   6  10   3  10  95
1955     6   7   4   7   9  10   6   4  10  11   4   6  84
1956     6   4   5  11  12   8   7   7   7   4   5   6  82
1957     6   3   5  10  14  13   6   9   5   5   9   5  90
1958     5   2   3   8   5   9  11   9   7   4   8   7  78
1959     8  10   9  10  12   5   9  11   8  11   9   7 109
1960     6   6   9  10  13  13   7  10   7   7   8   3  99
1961     5   3  15   9   6   7  16   6   9   8   7   6  97
1962     6   9   7   8  11   7  10   6   9   9   4   4  90
1963     5   6  11   9   5   4  10   6   5   2   6   6  75
1964     3   3   9  10   9  10   7  10   9   0   6   8  84
1965     6   5  12  12   7  10   5  15  11   6   5   8 102
1966     4   4   9   8   7   8   6   4   5   5   5   7  72
1967     7   9   6  11   8  13   7   8   7  12   6  10 104
1968     7   3   5  10  10  11   9   7  16   7   3  10  98
1969     8   3   7  10   8  15  12   2   7  10   6   8  96
1970     5   4   5   8  13   7   8   8  13   8   7   6  92
1971     3   8   5   7  11   8   9   6   7  11   7   9  91
1972     2   8   9  13  12  10  13   9  10  11  10   7 114
1973     4   8  10  15  12   8   4   6  17   5   8  12 109
1974     7   5  11   9  13   9   6  13   5   7   5   8  98
1975    10   8  11  10  10  10   5  10   6   2   9   2  93
1976     4   6   7   9   9   7   7   7   3   8   3   5  75
1977    12   4  10  11   4  10  11  18  12   8  14   8 122
1978     8  10   5  10  11  11  13  10   7   8   9  10 112
1979    11   7  14  12   7  11   8  13   2   8   8   4 105
1980     9   5   3  10  12  11  10  14  14   8   7   7 110
1981     5   9   3  15   9  12  10  13   7   8  11   6 108
1982    15   7  13  10  18  11  11   5  12   9  12  10 133
1983     7  10  13   9  19  12   6   8  12  10  12  11 129
1984     6   5  11  11  13  12   9   4   9  16   7  14 117
1985     8   8  10   6   9   8   8   6  12  13  19   9 116
1986     5  12   6  10  16  12  11   7  13  13   8   4 117
1987     6   0  11   7  12   9   7  12  12   6  13  11 106
1988     4   7   5   6   6   4   7   7   9   8  11   4  78
1989     7   8   7   8   7   7   5   8   7   6   4   6  80
1990     6   5  10   9  11  14  11   7   5   7   7   8 100
1991     7   4  10  12  12   5   4   6  11  11  14   7 103
1992     7   6   8  13   3   7  17   8  13   4  13  10 109
1993     8   8   9  12  16  16  10  15  14   7   4  10 129
1994    10  10   2   8   7  11  12   9   9   6  11   6 101
1995    10   4   9  16  11   8   7   8   8  12   7   4 104
1996     8   3   8   6  17  15  10   5   7  11  11   8 109
1997    11   9   7   7   9   9   7  15  10   6   7  10 107
1998    11  10  11  12  12  17   7  12   7  13   3   5 120
1999    15   6   4  11  10  12  12   8   5   3   3  10  99
2000     6   8   8   8  16  17   7   8   9   6   6  13 112
2001     9  11   7  12  14  12   5   9  11   7   9   9 115
2002     3   8  11  11  14  11  13   9   7  13   8   6 114
2003     6   7  11  12  15  14  12   4   9   6  13  10 119
2004     9   9  16   7  17  16  12  12   3  10  12   9 132
2005    14  12  11   9  13  11   7   0   0   0   0   0  77
STDDEV   3   3   3   2   4   3   3   4   3   4   4   3  15
AVG      7   7   9  10  11  10   9   8   8   8   8   7 102
