# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6316] OSCEOLA-3-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia6316
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  54 -15  68 -18  65 -20  83  19  88  28  90  40  99  50 101  52  98  44  92  28  76  20  66   5
  2  57 -14  64 -26  74  -3  87  13  89  28  92  43 100  50  99  53  97  44  94  21  77  10  67   0
  3  57 -12  64 -24  77   2  83   7  90  27  94  42  98  50  99  49  97  34  88  28  74   6  64  -5
  4  56 -16  59 -20  70 -15  79  17  90  30  92  41  99  48 105  42  98  40  90  27  78   2  64   1
  5  60 -13  55 -17  68 -16  81  15  90  34 101  43  99  43  96  48  95  39  94  27  71   3  66   1
  6  56 -14  60 -17  71 -14  87   7  87  31  93  39 102  51  95  50  95  40  93  27  74  11  65 -11
  7  56 -14  59 -13  73  -5  83  17  90  30  91  43  97  50  98  46  96  41  87  23  75  -4  67 -12
  8  58 -15  65 -17  79  -4  79  17  88  29  98  40  96  52  98  49  95  40  83  23  75  -7  60  -8
  9  67 -19  62 -21  71  -5  84  20  88  31  96  45  98  53  98  45  97  41  83  23  80  -4  54 -10
 10  60 -28  58 -12  73  -1  83  18  87  31  98  45  98  50  94  50  92  41  89  26  77  11  60 -10
 11  53 -16  67 -21  81   2  84  19  87  31  98  45 104  54  94  43  92  38  85  22  75   1  64 -10
 12  54 -22  62 -18  79 -12  83  18  95  36  98  45 100  46  98  48  96  39  88  22  70   2  64 -16
 13  61 -11  70  -7  75  -9  78  22  93  32  98  42 106  47  96  44  93  34  88  24  71  -1  59 -13
 14  62 -17  69  -5  75   1  83  20  88  30  96  49 101  49 100  50  92  37  88  27  80   0  51 -13
 15  52 -17  62  -9  77   6  87  21  90  32  95  47 100  51 103  48  96  37  88  25  72   5  58 -15
 16  57 -22  62 -18  78   6  87  23  86  33  93  43  97  52 101  51  94  37  85  24  74   2  61 -14
 17  62 -18  65 -17  79   7  86  24  87  37  92  44 104  53 102  51  96  35  84  18  76  -1  58 -14
 18  63 -14  66 -14  76   6  88  19  90  39  99  45 103  53 102  45  94  34  85  24  72   7  62 -16
 19  57 -19  65  -6  77   5  85  26  88  39  99  47 103  51 101  46  95  30  82   9  77   8  59 -15
 20  54 -18  60  -1  72   8  86  26  90  35 101  46 101  50  96  47  88  30  89  19  67  10  56 -13
 21  58 -22  62  -6  74   4  89  25  89  38 101  44 106  51 100  47  88  31  88  22  74   3  55 -20
 22  58 -10  66  -2  83  14  90  27  92  34  98  39 100  53  97  49  87  28  81  20  72   7  57 -24
 23  59 -20  67 -12  78   9  89  28  89  33  98  47  96  51  98  46  87  26  82  18  66   6  63 -25
 24  64 -12  64 -10  81   3  86  26  90  40 100  46  94  53  95  48  87  32  80  16  63   5  56 -23
 25  59  -9  68  -6  77   8  93  29  96  40 102  47 101  50 101  41  90  32  79  22  67   2  57 -14
 26  58 -19  72 -11  78   1  90  30  90  36  98  50 101  49 104  48  92  30  84  19  62  -2  55 -15
 27  65 -15  69  -8  84  13  90  30  88  36 101  43 103  51 103  43  92  34  80  17  72   3  59  -6
 28  62 -18  72 -18  82   5  89  32  88  39  98  51 101  51 100  42 100  31  82  18  68  -6  65 -10
 29  57 -22  75  -8  87   6  90  24  91  42  98  52 101  47  97  45  90  31  74  14  64  -5  57  -6
 30  59 -15 *** ***  82  10  88  27  94  43  97  52 104  42  98  48  91  28  79  20  70  -7  60 -11
 31  55 -21 *** ***  83  18 *** ***  92  37 *** *** 104  47  98  42 *** ***  83  18 *** ***  59 -18
