# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1541] CLARION
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     5   8  11  11  11  12  11  13   5  11   4   7 109
1952     7   2   7   5   8  10  10   8   2   0   4   5  68
1953     8   5  10  10   7   5   9   5   3   4   5   6  77
1954     2   3   8   8   6  11   7  12   6   9   1   3  76
1955     5   6   3   8   9   5   9   6   8   6   2   5  72
1956     4   1   5   6  10   6  10   8   4   5   5   2  66
1957     4   2   7   4  11   7   7   7   8   6   5   4  72
1958     0   0   0  10   8  13  15   6   4   2   2   1  61
1959     5   5   7   7  12   5   2   8   9  11   6   4  81
1960     5   4  11   9  12  10   6  10  10   1   3   3  84
1961     4   7  10   8   8   6  10   7  11   7   5   6  89
1962     2   8   8   8  12   8  13   9   5   7   2   2  84
1963     4   8   6   8   8   8  11   6  10   4   3   4  80
1964     5   1   8  10  11   7   8   9  10   2   6   7  84
1965     3   4  13  14  11   7   5  13  17   2   4   4  97
1966     4   3   7   5   8   8   5   5   3   3   2   5  58
1967     5   5   5   9   8  15   4   8   5   9   3   4  80
1968     6   1   6  11   8  11  10   9  10   8   5  10  95
1969     8   0   2   9  14  12  11   4   5   6   2   7  80
1970     7   4   6   6  10   7   5   3   8   7   6   5  74
1971     0   6   3   6   8   7   9   2   8   6   6   5  66
1972     0   5   5   9  10   8  10   8  10   7   6   6  84
1973     4   6   6   0   0   0   7   9  15   7   7   8  69
1974     5   3   8   8  16   8   9  13   8   8  10   6 102
1975    11   4  12  16  13  15   5  15   4   3  14   4 116
1976     2   5  11   7  10  12   8   4   5   8   0   3  75
1977     7   3   9  11  11  10   9  15  11  11   7   8 112
1978     6   3   4  10   9  10  11  11   6  11   7   7  95
1979     5   3  11  11  10  13  11  12   5   8   8   3 100
1980     8   5   7   7  11   8   8  17  11   5   1   4  92
1981     0   8   3  13  10  12  13  13   4  13  10   4 103
1982    13   5   9  10  21   6  12   8   9  10   9   8 120
1983     5   6  13  11  17  13   9   8   8   9  14   6 119
1984     3   7  10  16  15  15   9   5   9  12   9  10 120
1985     7   5   9   8  11  10   7  13  12  10  12   9 113
1986     2   6   4  13  16  12  10  10  18   9   5   4 109
1987     0   1   9  10  14   7   9  14  11   6  13   8 102
1988     5   4   4  10   5   7   6   7   8   4  11   3  74
1989     6   9   7   7   7  12   7   6   6   7   5   4  83
1990     3   3  11  10  10  16  12   7   5   5   5   6  93
1991     5   4  10  12  16   7   8  11   8   9  15   9 114
1992     8   6   9  11   8   8  17   6  13   5  11  14 116
1993     7   9   7  12  15  15  15  15   9   5   5  10 124
1994    13   4   3   9   9  14  13   9  12   6   6   6 104
1995     4   4  13  13  13  10  10  12  12  13   6   4 114
1996    10   4   7   8  14  12   8  10   9  10  13   5 110
1997    12   4   9   9  13   9   9   9   9   5   7   8 103
1998     5   9  11  14  15  19  10  13   5  13   3   3 120
1999    12   5   4  11  16  12  11   5   5   4   4   6  95
2000     6   7  10   5  12  14   8   6   7  12   8  12 107
2001     6   8   4   9  18  10  11  10   6   4   6   3  95
2002     6   6   9  12  11  10   9   9   8  13   2   3  98
2003     4   6   8  12  11  12   9   7   5   6  11   8  99
2004     7   9  16   5  14  14  10   8   6  16   9   4 118
2005    11  12   8   9  17  14   9   0   0   0   0   0  80
STDDEV   3   3   3   3   4   4   3   4   4   4   4   3  18
AVG      5   5   8   9  11  10   9   9   8   7   6   6  93
