# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8266] TIPTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    2    0    0    0
 Sep 20    5    0    0    0
 Sep 22    9    1    0    0
 Sep 24   14    1    0    0
 Sep 26   16    4    1    0
 Sep 28   20    6    2    0
 Sep 30   29    8    4    0
 Oct 02   34   10    6    0
 Oct 04   42   12    7    0
 Oct 06   50   17    9    2
 Oct 08   54   24   13    2
 Oct 10   60   29   16    3
 Oct 12   67   35   20    4
 Oct 14   73   39   23    5
 Oct 16   79   48   29    5
 Oct 18   81   52   35    8
 Oct 20   84   57   39   12
 Oct 22   85   62   46   17
 Oct 24   91   69   50   19
 Oct 26   92   75   55   21
 Oct 28   96   82   63   23
 Oct 30   97   86   68   33
 Nov 01   98   89   74   40
 Nov 03   98   91   79   47
 Nov 05  100   96   89   51
 Nov 07  100   98   93   58
 Nov 09  100   99   98   63
 Nov 11  100  100  100   71
 Nov 13  100  100  100   79
 Nov 15  100  100  100   83
 Nov 17  100  100  100   86
 Nov 19  100  100  100   89
 Nov 21  100  100  100   91
 Nov 23  100  100  100   93
 Nov 25  100  100  100   97
 Nov 27  100  100  100   97
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
