# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5086] MANCHESTER-2
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia5086
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0      4     42     47    165    120     10     19      0      0
 1952      0      0      0     19     29    218    277    156     86      0      0      0
 1953      0      0      0      0     43    181    238    196     75     46      0      0
 1954      0      0      0      2      7    231    278    148     87     12      0      0
 1955      0      0      0      4     32     79    377    339     97      0      0      0
 1956      0      0      0      0     43    238    171    220     29      8      0      0
 1957      0      0      0      5      6    112    291    209     28      0      0      0
 1958      0      0      0      0     11     66    142    229     40      4      0      0
 1959      0      0      0      0     67    152    173    311     93      0      0      0
 1960      0      0      0     17      4     60    172    185    110      6      0      0
 1961      0      0      0      0     20    144    140    158     77      1      0      0
 1962      0      0      0      7     83     85    102    108     10     13      0      0
 1963      0      0      0      0     21    203    215    132     39     29      0      0
 1964      0      0      0      0     79    133    286    109     65      0      0      0
 1965      0      0      0      0     63     82    156    145     28      7      0      0
 1966      0      0      0      0     13    127    247    112     37      3      0      0
 1967      0      0      0      0     24    121    156     67     15      5      0      0
 1968      0      0      0      3      1    160    212    203     25     28      0      0
 1969      0      0      0      0     38     51    211    173     46      7      0      0
 1970      0      0      0     21     81    138    243    146     54      7      0      0
 1971      0      0      0      0     11    230    123     94    100     25      0      0
 1972      0      0      0      0     68     84    178    180     57      0      0      0
 1973      0      0      0      0      1    138    228    209     57      7      0      0
 1974      0      0      0     10     16     59    285    100     19      0      0      0
 1975      0      0      0      0     65    144    244    198     28     14      0      0
 1976      0      0      0     10     22    143    291    156     36      6      0      0
 1977      0      0      0     18    127    180    323    127     52      0      0      0
 1978      0      0      0      0     68    154    216    190    130      0      0      0
 1979      0      0      0      0     48    131    193    199     62     13      0      0
 1980      0      0      0     18     50    134    311    242     86      0      0      0
 1981      0      0      0     10     17    130    236    147     32      0      0      0
 1982      0      0      0      0     35     34    198    117     39      6      0      0
 1983      0      0      0      0      0    152    311    298     61     10      0      0
 1984      0      0      0      4     17    145    158    212     49      0      0      0
 1985      0      0      0     30     39     84    247     95    139      0      0      0
 1986      0      0      1     14      9    129    282     73     56      0      0      0
 1987      0      0      0     13     77    207    317    196     22      0      0      0
 1988      0      0      0      0     46    216    305    327     54      1      0      0
 1989      0      0      0      0     25    109    278    150     24      3      0      0
 1990      0      0      0     22      3    151    193    166    118      6      0      0
 1991      0      0      1     11    124    218    247    177     80      5      0      0
 1992      0      0      0      0     33     88     98     65     36      0      0      0
 1993      0      0      0      0     19    101    173    171      7      7      0      0
 1994      0      0      0     12     26    173    134    101     63      9      0      0
 1995      0      0      0      0      0    179    230    341     23      5      0      0
 1996      0      0      0      0     27    122    111    114     44      1      0      0
 1997      0      0      0      0      2    138    227    107     39     39      0      0
 1998      0      0      2      0     75    137    206    211     78      2      0      0
 1999      0      0      0      0     39    156    352    118     49      4      0      0
 2000      0      0      0      0     47    100    184    181    113     12      0      0
 2001      0      0      0      8     49    123    254    209     29      0      0      0
 2002      0      0      0     26     22    188    313    163     82     18      0      0
 2003      0      0      0      9      6    100    178    227     50      0      0      0
 2004      0      0      0      3     30    103    157     91     73      0      0      0
 2005      0      0      0      5      9    229    259      0      0      0      0      0
 MEAN      0      0      0      6     36    137    223    171     56      7      0      0
