# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0385] AUDUBON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia0385
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.45  2.19  3.61  5.96  3.16  5.50  4.32  7.30  2.61  1.35  0.28  1.00 37.73
 1952  0.91  0.44  4.89  0.00  4.42  8.19  4.20 10.65  1.18  0.00  2.18  1.05 38.11
 1953  1.03  0.00  1.73  3.48  0.00  5.43  2.65  3.69  0.48  0.41  1.26  0.00 20.16
 1954  0.00  1.65  1.51  3.13  2.83  4.62  1.19  9.40  0.19  3.69  0.03  0.23 28.47
 1955  0.68  1.51  1.03  4.48  2.27  3.07  3.24  1.56  3.10  0.12  0.32  0.43 21.81
 1956  0.36  0.51  0.24  2.01  3.29  3.54  6.26  5.68  4.42  2.44  4.00  0.43 33.18
 1957  0.56  0.39  2.95  1.12  3.25  8.81  0.92  3.64  5.49  3.81  3.57  0.63 35.14
 1958  1.26  0.97  0.84  1.56  1.31  3.17 19.78  5.92  4.20  0.14  0.92  0.20 40.27
 1959  0.97  1.42  2.91  3.28  8.88  3.79  0.58  2.47  3.09  1.97  1.64  1.69 32.69
 1960  1.82  1.68  2.15  2.65  5.92  5.16  3.59  7.51  2.28  1.03  0.64  0.87 35.30
 1961  0.40  1.25  4.96  2.39  3.39  4.66  3.46  3.14  8.83  1.94  1.68  2.77 38.87
 1962  0.28  2.41  1.41  1.16  6.14  3.92  3.47  2.46  1.75  1.90  0.45  0.43 25.78
 1963  1.20  0.69  2.72  4.17  3.13  3.46  2.90  4.97  3.51  1.37  0.77  0.60 29.49
 1964  0.59  0.32  1.28  9.28  6.35  5.16  6.46  4.29  5.19  0.52  1.87  1.20 42.51
 1965  0.61  1.92  4.02  3.94  5.15  4.54  2.77  4.06 11.56  1.24  0.93  1.59 42.33
 1966  1.46  0.33  1.58  0.94  4.46  5.23  1.49  3.77  0.46  0.47  0.39  0.99 21.57
 1967  1.44  0.54  1.25  2.87  2.39 12.88  2.19  0.91  2.97  1.90  0.56  0.64 30.54
 1968  0.95  0.31  0.93  4.16  2.70  2.31  2.01  4.54  2.67  4.66  1.46  1.89 28.59
 1969  0.95  1.86  1.01  3.14  3.71  5.70  4.73  3.56  0.90  3.66  0.08  1.71 31.01
 1970  0.35  0.30  2.14  1.48  6.49  2.35  2.39  2.87  2.99  3.82  1.57  1.08 27.83
 1971  1.79  3.56  0.98  1.33  5.58  5.57  2.03  2.49  0.78  4.72  3.87  1.26 33.96
 1972  0.76  0.97  0.67  5.21  5.15  1.97  4.57  3.84 10.83  3.19  4.06  1.01 42.23
 1973  2.24  1.16  5.39  5.46  6.99  2.47  8.70  2.57  5.58  3.26  2.39  2.32 48.53
 1974  1.20  0.59  1.02  2.53  5.31  1.14  0.32  5.32  2.86  2.34  0.99  1.04 24.66
 1975  2.55  1.19  1.48  4.69  2.51  7.50  0.48  7.32  3.43  0.12  4.38  0.36 36.01
 1976  0.10  2.11  3.38  5.06  3.91  3.47  1.49  0.28  1.12  1.36  0.03  0.32 22.63
 1977  0.45  0.52  4.40  1.89  2.32  1.89  6.21  5.03  5.46  4.62  1.32  1.03 35.14
 1978  0.24  1.19  0.80  4.84  2.82  1.65  4.90  2.69  9.05  0.87  1.92  1.07 32.04
 1979  1.53  0.43  4.88  3.28  2.56  3.26  7.71  2.34  1.27  3.61  1.84  0.13 32.84
 1980  0.96  0.41  0.84  0.90  3.07  4.07  1.98  7.22  0.34  1.61  0.15  0.45 22.00
 1981  0.42  0.57  1.20  1.18  3.58  3.48  4.94  3.01  3.79  3.03  2.24  1.19 28.63
 1982  2.20  0.28  3.31  1.67  8.14  3.26  4.44  5.46  1.73  2.15  3.18  4.55 40.37
 1983  1.06  1.22  4.49  2.01  5.36  4.22  1.95  2.02  1.91  4.33  4.91  1.11 34.59
 1984  0.58  0.41  2.19  9.92  4.68  7.11  3.26  0.53  3.66  7.62  0.63  2.67 43.26
 1985  0.44  0.84  1.43  2.89  3.25  4.79  2.61  2.05  4.32  3.04  0.73  0.74 27.13
 1986  0.03  1.50  2.54  6.57  5.40  6.50  6.75  4.33  4.69  6.03  0.87  0.74 45.95
 1987  0.00  0.33  2.92  1.94  4.55  1.51  8.62  9.85  2.68  0.75  1.61  0.98 35.74
 1988  0.60  0.06  0.32  1.23  1.62  0.93  4.38  2.89  4.14  0.10  2.18  0.91 19.36
 1989  0.95  0.55  0.32  1.08  3.43  5.69  4.79  2.83  8.96  2.77  0.16  0.19 31.72
 1990  0.17  0.26  5.54  0.73  5.00  8.47  6.29  2.79  1.21  1.77  1.45  0.81 34.49
 1991  1.25  0.22  4.67  7.96  3.95  3.12  2.70  3.28  2.52  2.60  4.54  1.75 38.56
 1992  0.80  1.34  2.59  3.08  1.17  0.88  8.27  3.64  7.02  1.48  2.74  1.93 34.94
 1993  0.78  1.58  2.20  1.57  5.51  6.51  9.70  7.12  2.74  1.53  0.87  0.46 40.57
 1994  0.84  0.56  0.15  2.40  1.37  5.15  1.91  4.24  3.36  2.71  1.27  1.05 25.01
 1995  1.03  0.37  3.44  5.00  5.09  1.61  2.12  3.81  2.96  2.50  0.75  0.60 29.28
 1996  2.11  0.11  2.13  1.82  5.97  8.49  5.15  3.60  3.86  2.78  2.90  0.71 39.63
 1997  0.89  0.68  2.11  4.68  3.06  4.52  1.97  2.68  2.29  3.53  1.73  0.79 28.93
 1998  0.78  2.47  2.60  2.91  6.49 10.50  6.71  3.64  0.98  3.85  1.04  0.21 42.18
 1999  0.85  1.58  0.97  7.63  3.79  8.09  4.53  4.33  0.90  1.31  0.83  1.03 35.84
 2000  0.29  1.69  0.74  1.25  2.23  4.64  2.18  1.58  0.60  2.05  2.12  1.58 20.95
 2001  1.29  2.02  1.24  4.61  7.23  2.54  1.29  2.99  2.92  2.05  1.18  0.69 30.05
 2002  0.25  0.64  1.26  3.45  3.67  1.74  3.91  4.57  1.62  4.28  0.19  0.00 25.58
 2003  0.24  1.11  0.70  4.17  4.37  4.37  2.38  1.16  2.31  1.00  4.28  0.76 26.85
 2004  1.80  1.54  4.05  2.53 10.95  4.61  3.05  4.74  1.95  0.65  2.71  0.38 38.96
 2005  1.06  1.85  1.24  4.05  4.48  5.46  4.57 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.89  1.03  2.21  3.32  4.25  4.59  4.10  4.05  3.37  2.33  1.68  1.00 32.18
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
