# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9132] WINTERSET
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia9132
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  35   2  48   1  47   4  42   6  44   5  40   9  34  14  33  12  46  11  49  11  49   2  41   4
  2  31   4  48   3  42   5  47   6  43  10  39   3  35  12  37  11  38   8  44   6  43   5  33   2
  3  40   4  41   5  37   2  49   6  38   6  43   4  36   9  40   8  41  10  44   2  41   4  36   5
  4  36   4  43   4  39   3  44   9  43   4  36  11  34  11  37  11  47   9  42   5  40   4  40   5
  5  45   5  42   3  44   6  52   7  37   6  42   8  35  11  38   4  39  12  43   9  37   2  35   5
  6  32   2  39   4  48   4  50   9  43   6  39  12  34   6  36  10  47  10  43   7  37   2  48   3
  7  46   7  39   1  46   3  49   6  45   5  35   7  39   9  34   4  39   8  43   7  42   4  45   3
  8  37   4  41   2  40   3  39   4  39   6  34   7  34  12  33   6  43   8  40   8  40   4  35   2
  9  37   4  42   3  44   5  49   7  44   5  42   5  37  11  39  11  38   9  44  10  37   4  41   4
 10  40   4  46   3  41   4  44   4  43  13  40  11  38   8  40  13  36   9  44   8  41   3  55   3
 11  41   4  34   5  46   5  46   3  40   6  52  10  34   8  35  12  40   9  43   6  41   3  32   4
 12  41   3  42   6  43   2  42   6  39   6  36   9  31   8  38   8  49   8  43   9  44   4  38   5
 13  44   3  41   0  38   4  48   7  42   9  37  11  42  13  37   8  41   9  45   6  41   4  34   4
 14  37   3  42   1  47   7  44   6  45   7  36   8  36  10  42   8  39  10  43   8  41   5  36   3
 15  43   3  48   4  50   5  46   4  38  12  39   8  36   6  41   7  39   6  43   5  41   6  46   4
 16  40   6  45   4  41   5  42   9  50   8  38   6  35  11  35   9  40   8  43   5  42   5  46   3
 17  46   2  42   5  37   4  47   6  38  11  39   8  37  14  38   6  39   8  42   6  39   5  34   4
 18  58   3  45   3  38   2  42   7  50   6  32  11  33  10  37  11  42   9  48   4  37   2  46   4
 19  42   5  43   3  40   4  45   4  38   8  36  15  31   4  33  13  38   5  45   8  40   5  42   3
 20  41   5  43   4  38   3  44   5  41  13  35   7  36  11  38  11  40   8  48   4  35   5  39   4
 21  49   3  43   2  40   6  42   5  36   5  37  10  32   5  35  12  40   9  44   2  40   3  39   3
 22  45   2  40   1  48   3  37   5  40   7  41  13  36  10  33  11  40   8  40   4  44   3  40   5
 23  42   4  41   5  50   3  41   9  39   8  38   9  34  10  40  10  45   5  40   3  38   3  37   2
 24  44   3  51   3  46   6  43   8  42   8  35  15  34  10  36   6  41   8  43   3  37   3  37   3
 25  38   4  44   4  44   6  46   4  42   3  36   5  33  13  42   7  42   7  45   4  42   3  33   4
 26  37   4  57   3  48   4  43   7  34   4  35   7  42   4  36   6  42   7  43   5  43   3  39   7
 27  36   4  44   4  50   5  42   6  36   3  35   9  37   7  41  11  45   7  42   5  40   3  34   6
 28  51   3  42   3  42   5  47   9  39   5  37  12  38   9  44  12  43   5  38   5  43   3  51   3
 29  48   5  39   8  42   3  43   6  38   5  37  10  40  14  36  10  44  11  44   5  41   2  48   2
 30  38   5  **  **  45   4  40   4  35   7  39   9  33  10  36   8  49   7  39   6  43   4  39   1
 31  48   5  **  **  39   5  **  **  38   9  **  **  42  12  38  13  **  **  46   5  **  **  41   3
