# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4389] KEOSAUQUA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    1    0    0    0
 Sep 14    2    0    0    0
 Sep 16    3    0    0    0
 Sep 18    4    0    0    0
 Sep 20    7    0    0    0
 Sep 22   10    2    0    0
 Sep 24   12    2    0    0
 Sep 26   16    4    0    0
 Sep 28   21    6    1    0
 Sep 30   26    8    3    0
 Oct 02   33   11    6    0
 Oct 04   39   13    7    0
 Oct 06   45   16    8    0
 Oct 08   52   21   11    1
 Oct 10   56   25   16    4
 Oct 12   63   31   22    6
 Oct 14   67   34   25    6
 Oct 16   71   41   27    7
 Oct 18   76   47   33    7
 Oct 20   80   50   37   11
 Oct 22   85   54   42   14
 Oct 24   90   61   48   16
 Oct 26   91   68   54   19
 Oct 28   93   73   61   22
 Oct 30   94   76   66   28
 Nov 01   94   81   71   36
 Nov 03   96   87   75   45
 Nov 05   97   91   85   58
 Nov 07   99   95   90   62
 Nov 09  100   97   91   66
 Nov 11  100   97   95   75
 Nov 13  100   99   97   80
 Nov 15  100   99   98   84
 Nov 17  100   99   99   86
 Nov 19  100   99   99   89
 Nov 21  100   99   99   91
 Nov 23  100   99   99   95
 Nov 25  100  100  100   95
 Nov 27  100  100  100   95
 Nov 29  100  100  100   96
 Dec 01  100  100  100   98
 Dec 03  100  100  100   99
 Dec 05  100  100  100   99
 Dec 07  100  100  100   99
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
