# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5198] MARSHALLTOWN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     2   9  13  14  11  12  12   9   4  11   5   5 107
1952     6   6  12   8  14   8   9   9   3   1   4   4  84
1953     4   6   8   9   6  10   8   6   4   2   5   7  75
1954     4   5   9  10   8  11   4  13   7  13   1   7  92
1955     7   7   4   9   9   5   6   3   8   7   3   3  71
1956     6   4   7   6  11   5   8  13   3   6   8   3  80
1957     7   4   8   8  11  11   9  10   5   7   7   4  91
1958     3   1   4   9   7  10  13   7   6   2   3   2  67
1959     5   5   8   9  10   4   6   9  10  11   6   5  88
1960     5   6  11  10  11  10   7   9  10   6   3   3  91
1961     3   6  12   7   8   5  13   7  10   6   7   5  89
1962     2  12   8  10  13   7  10   8   6   8   2   2  88
1963     5   4   8  12   7   8   8   7   7   4   4   4  78
1964     3   3   6  10  10   8   6   8   9   1   5   8  77
1965     5   7  10  10  10  10   6   9  15   5   3   5  95
1966     5   3   7   8   9   8   5   3   3   3   2   3  59
1967     4   2   5  11   6  18   5   8   7   9   3   5  83
1968     5   3   6  12   8   8   6   9   0   7   5   9  78
1969     8   3   4   9  12  13  10   3  10   9   1   6  88
1970     3   1   7   8  13   6   7   8  10   9   5   6  83
1971     2   7   3   4   8   8  13   2   6   9   8   5  75
1972     3   6   9  14  12  10  12  13  12   8   6   6 111
1973     7   5  12   9  14   8   9   8  18   6   6   7 109
1974     7   3   7   8  17  10   7  14   7   9   9   7 105
1975     5   6   7  11  11  17   4  11   7   2  12   1  94
1976     1   4   7   8   9   7   6   4   5   6   1   3  61
1977     5   3   8  10  12   8   9  15  13   8   6   8 105
1978     7   6   5  10   9   8  12   7   7   5   6   6  88
1979     7   3   9  10   7   7   6   9   3   7   7   1  76
1980    10   5   3   5   8   8   8  12   8   4   1   1  73
1981     1   6   3  11   7  12   5  10   4  10  11   6  86
1982    12   3  11   9  19   7  11   4   9   6   9   4 104
1983     5   6  11   8  12  14  10   4   7  11  12   8 108
1984     4   5   8  14  13  14  13   2   7  14   8   6 108
1985     4   6   7   7   9   6   7   9  10   7  12   6  90
1986     3   7   3  11  16  10   9   6  17   9   6   3 100
1987     3   2  10   8   9   6   9  11   8   4   7   8  85
1988     3   3   3   9   7   6   5   7   9   3   9   4  68
1989     4   6   4   7   8   9   8  10   8   7   2   6  79
1990     4   6  11  13  13  15  12   9   5   8   6   8 110
1991     4   2  12  11  14   7   8  10  13   7  14   7 109
1992     7   5   8  14   8   7  19   6  11   4  10  11 110
1993     7  10   8  12  17  15  17  16  10   5   4   6 127
1994     9   7   0  12   6  14   8   9   9   6   6   7  93
1995     8   4  13  14  13  11  10   7  11   9   5   4 109
1996     8   3   8   6  16  13   6   8   7   5  12   8 100
1997     6   7   7   7  12   9   8   9   8   7   4   8  92
1998     9  11  14  12  12  22   6  13   8  12   4   2 125
1999     8   4   5  14  15  10  12   7   3   2   3   5  88
2000     5   7   5   8  16  16  10   5   6   8   6  11 103
2001    11   8   4  13  18  10   7   6   7  10   4   6 104
2002     7   8  12  15  14  10  11   9   7  17   3   2 115
2003     8   7   8  13  14  10  12   3   5   6  10   9 105
2004     9   9  16   5  16  13  13  11   6  14  13   8 133
2005    12  11   9  11  12  13   9   0   0   0   0   0  77
STDDEV   3   2   3   3   3   4   3   3   4   4   3   3  16
AVG      6   5   8  10  11  10   9   8   8   7   6   5  93
