# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8806] WEBSTER-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia8806
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.00  2.61  3.93  5.21  3.61  6.24  4.71  5.46  2.18  1.89  0.68  0.94 37.46
 1952  1.54  0.25  2.90  1.31  2.78  5.54  5.28  1.80  0.20  0.06  1.46  0.89 24.01
 1953  0.65  1.43  2.60  3.83  2.99  4.59  3.48  2.15  0.48  0.13  1.66  0.88 24.87
 1954  0.12  1.47  1.64  3.91  4.20  7.83  1.11  9.35  2.73  4.68  0.12  0.15 37.31
 1955  0.34  0.97  1.21  2.74  3.11  3.59 10.62  2.15  2.14  1.47  0.18  0.42 28.94
 1956  0.48  0.28  0.94  1.22  3.14  2.97  2.52  3.43  2.64  2.45  1.81  0.45 22.33
 1957  0.34  0.37  1.17  0.89  3.93  6.52  3.92  3.74  1.77  2.30  2.78  0.81 28.54
 1958  0.50  0.14  0.54  2.29  0.82  5.39  5.62  1.56  1.79  1.05  0.77  0.30 20.77
 1959  0.39  1.55  2.57  1.68  5.69  2.82  0.61  5.45  2.95  1.22  2.49  1.16 28.58
 1960  1.06  0.73  1.15  3.38  5.55  2.63  2.47  5.32  2.76  0.81  0.48  0.89 27.23
 1961  0.17  1.94  3.10  1.86  2.40  3.27  7.49  4.26  3.72  3.43  1.42  1.62 34.68
 1962  0.16  2.06  1.96  2.18  4.02  3.02  6.69  2.10  1.62  2.06  0.11  0.10 26.08
 1963  0.41  0.71  2.20  5.57  4.26  2.70  4.69  2.86  2.27  1.00  1.77  0.38 28.82
 1964  0.46  0.11  0.64  4.74  4.91  2.45  4.71  4.36  2.10  0.40  0.56  1.00 26.44
 1965  0.74  1.32  3.69  3.28  6.99  4.07  2.16  3.40 11.49  0.46  0.90  1.69 40.19
 1966  0.99  0.98  1.79  1.27  3.36  4.81  2.23  2.69  0.78  1.13  0.14  0.69 20.86
 1967  1.00  0.17  1.26  2.27  2.10  8.48  2.00  2.99  2.81  1.56  0.43  0.53 25.60
 1968  0.74  0.07  0.71  4.07  1.94  3.29  6.62  3.55  3.57  3.38  0.87  1.71 30.52
 1969  1.50  0.94  1.29  3.48  3.96  8.54  8.78  7.16  1.15  4.46  0.10  1.85 43.21
 1970  0.25  0.04  1.59  1.16  4.73  2.38  3.70  2.42  2.92  3.54  1.72  1.24 25.69
 1971  0.40  2.23  0.55  0.75  3.29  4.17  3.02  0.58  1.91  3.97  3.17  1.00 25.04
 1972  0.49  1.00  1.00  2.34  5.26  4.51  5.34  8.16  4.85  4.01  1.46  1.64 40.06
 1973  1.66  1.47  3.38  2.85  5.85  3.09  4.96  2.75  7.84  2.10  2.64  2.28 40.87
 1974  0.44  0.68  0.77  4.37  4.70  5.78  4.26  4.38  0.99  3.64  0.91  0.82 31.74
 1975  1.59  0.81  2.51  4.08  3.33  5.94  0.98  2.51  1.18  0.28  3.07  0.45 26.73
 1976  0.10  0.95  4.31  4.21  3.89  3.59  0.57  1.39  1.18  1.33  0.00  0.54 22.06
