# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1533] CLARINDA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1533 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    114     53     44     36    310    175    148    125
 1952    114     62     52     42    395    258    230    203
 1953    206    111     93     76    301    168    141    117
 1954    132     50     38     28    531    349    310    271
 1955    181    102     85     72    568    385    349    316
 1956    206    115     97     82    403    266    236    207
 1957    159     75     63     54    402    249    218    190
 1958     84     30     22     14    404    243    211    181
 1959    188     94     77     64    382    238    207    181
 1960     35     18     14     10    453    290    255    222
 1961    141     61     46     35    323    186    161    137
 1962    120     62     52     43    410    264    232    203
 1963    240    136    120    106    443    284    251    219
 1964    164     83     68     56    471    299    264    232
 1965     37      9      6      5    423    267    236    206
 1966    295    183    159    135    321    188    162    137
 1967    276    180    161    143    467    294    258    225
 1968    346    218    193    169    485    317    282    247
 1969    123     70     60     52    441    281    249    218
 1970    114     47     37     30    465    312    280    251
 1971    155     89     76     65    496    329    294    261
 1972    228    131    111     94    402    254    224    197
 1973    191     71     53     39    376    237    207    178
 1974    256    147    127    111    475    314    279    245
 1975    118     64     54     45    369    224    194    168
 1976    211    116     99     83    498    328    292    256
 1977    286    157    131    109    547    366    326    290
 1978    137     84     73     64    381    224    193    167
 1979    136     68     55     44    344    209    179    151
 1980    118     56     44     34    404    263    233    204
 1981    258    148    126    107    598    400    357    318
 1982    162     72     58     46    363    225    198    174
 1983    163     90     76     63    260    146    124    105
 1984     70     19     11      7    296    154    131    109
 1985    251    135    112     90    529    348    310    274
 1986    317    197    172    152    509    340    302    266
 1987    252    146    125    104    483    324    291    263
 1988    287    183    159    137    369    234    205    177
 1989    206    132    115    100    464    311    277    244
 1990    199    102     84     66    368    224    193    165
 1991    262    161    139    118    440    269    236    206
 1992    262    142    121    100    323    189    165    145
 1993    114     54     44     34    264    157    136    116
 1994    230    132    114     98    391    253    227    202
 1995    223    138    119    103    281    165    140    119
 1996    134     66     53     42    333    207    180    155
 1997    215    118     97     78    284    168    145    123
 1998    108     58     50     44    340    198    170    143
 1999    169     95     77     61    346    195    168    143
 2000    262    146    124    103    367    233    202    176
 2001     63     23     16     10    465    301    265    236
 2002    151     72     56     43    392    244    215    189
 2003    222    138    122    106    438    292    262    235
 2004    230    126    102     81    428    271    238    209
 2005    191    103     84     65    454    295    259    224
     ****************************  ****************************
 MEAN  183.9  100.7   84.8   70.9  408.6  258.3  227.2  198.6
 STDV   71.8   48.9   43.9   38.9   79.2   62.0   57.7   53.4

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    716    497    445    397    799    564    507    451
 1952    680    461    414    369   1049    812    753    695
 1953    623    425    379    338   1014    774    715    656
 1954    568    382    342    302    997    759    700    642
 1955    766    535    481    433    832    598    545    493
 1956    782    561    511    464   1000    768    710    652
 1957    646    426    377    334    880    643    586    529
 1958    745    519    469    422    859    619    563    508
 1959    746    518    464    411    944    705    646    588
 1960    688    483    435    389    866    627    569    512
 1961    616    407    363    321    880    642    587    534
 1962    913    675    618    562    895    655    597    540
 1963    705    478    426    377   1028    788    728    668
 1964    843    603    549    495    916    683    627    572
 1965    841    608    553    498    911    671    611    551
 1966    659    458    416    376    913    674    616    559
 1967    591    393    352    314    889    650    594    538
 1968    601    390    347    309    969    729    670    613
 1969    743    516    466    418    845    614    559    505
 1970    835    604    550    496    930    690    631    573
 1971    611    410    364    322   1035    795    735    675
 1972    690    471    423    378    930    693    635    579
 1973    642    433    387    345    960    720    661    602
 1974    713    496    450    406    868    629    575    523
 1975    769    542    494    448    931    692    635    579
 1976    630    431    385    343    919    681    624    568
 1977    877    636    577    520    982    742    683    626
 1978    649    437    391    346    948    710    652    596
 1979    688    482    434    390    913    677    619    563
 1980    710    494    452    413    944    705    647    589
 1981    621    415    370    329    958    718    658    601
 1982    739    502    445    391    815    578    520    466
 1983    577    366    323    283    926    688    631    576
 1984    604    396    351    308    977    739    680    621
 1985    821    581    524    469    895    656    598    543
 1986    747    514    462    410   1019    779    719    659
 1987    834    596    538    484    986    749    691    633
 1988    819    579    522    468    997    760    702    644
 1989    651    451    406    364    842    606    550    496
 1990    546    346    302    259    939    704    646    588
 1991    798    572    519    467    993    753    693    633
 1992    659    448    403    360    836    598    540    486
 1993    628    399    353    309    849    611    554    499
 1994    679    466    419    375    932    692    632    572
 1995    494    281    239    203    880    640    580    523
 1996    588    368    321    277    915    680    622    566
 1997    505    318    280    246    927    687    628    570
 1998    773    535    481    428    837    601    545    492
 1999    606    390    342    298    875    637    578    520
 2000    733    511    461    415    845    612    558    504
 2001    677    448    398    350    830    595    538    482
 2002    575    386    345    305    993    753    693    633
 2003    570    364    321    284    821    583    525    471
