# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6566] PERRY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     3   9  13  17  10  10   6  12   4   9   4   6 103
1952     5   6  14   6   8   6   7   9   2   0   4   4  71
1953     8   5   7   8   5   9   7   5   4   2   6   4  70
1954     6   3   9   8   7  10   9  13   8   8   3   6  90
1955     5   9   7   9   8   9   9   5   6   2   6   5  80
1956     6   3   4   6   9   9  12  16   4   5   8   5  87
1957    11   5   8   7  12  12   7   8   9   8   8   8 103
1958     6   5   2   9   9   9  11   8   7   1   3   4  74
1959     7   7  13   7  16   6   8   7   7  12   8   9 107
1960    10   8  13  10  11   9   9   9   7   4   3   8 101
1961     4   8   9  11  11   9  13   8  12   6   6  10 107
1962     6  11   9   6   8   8   9   8   7   8   4   3  87
1963     8  10   8  12   9   9  10   7   7   5   4   5  94
1964     5   7   8  11  10  11  11  10  13   3   5   7 101
1965     8   7  13  11  10  10  10  13  15   3   4   6 110
1966     3   2   6   4   8   9  10   5   4   3   2   4  60
1967     6   3   5  10   8  19   5   7   8   8   4   5  88
1968     4   3   5  12   9   0   0   9  10   8   5   7  72
1969    10   7   5  10  10  11  14   5   9  10   3   4  98
1970     5   1   0   7  11   9   7   7  11  10   7   4  79
1971     2   8   2   4  13   9  13   5   7  10   9   6  88
1972     5   7   7   7  15  10  11  10  12   8  11   7 110
1973     7   6  15   8  13   7  12   6  18   8   9  12 121
1974     9   4   9   7  17   6   4  14   5   7   9   8  99
1975     9   7   7  10   9  15   1   9   9   2  15   3  96
1976     2   5   9   8   8  10   7   6   4   7   0   6  72
1977     8   3  10  10  12   3  11  13  11  12   6   9 108
1978     5   9   7  12   9   9  10   9   6   6   8   8  98
1979     9   5  11  13   9  12   8   7   5   6   8   1  94
1980     8   5   5   6   9  10   8  14   7   4   2   3  81
1981     1   5   3   8   9  11   8  12   5   9   8  10  89
1982    16   8  10  14  19   7  12   8   8  10   7   6 125
1983     6   7  10  11  16  14   6   6   8  13  16   8 121
1984     6   3  10  14  11  15  11   6   8  14   7   8 113
1985     4   7   7  10  11  11   8  12  10  12  10   8 110
1986     1   5   5  16  14  10   8   7  15   8   6   3  98
1987     4   0   8   8  11   8  10  14   9   5  10  10  97
1988     2   5   3  10   7   5   4   6   9   3   9   4  67
1989     5   6   5   6   7   8   5   7   7   7   1   4  68
1990     5   4  11   7  11  16  12   8   6   6   5   6  97
1991     3   3  11  12  11   7   8   9   6   6  11   6  93
1992     9   3   8  10   6   4  16   7  14   1   8  11  97
1993     7   5   6  12  18  14  17  16  11   5   5  10 126
1994    11   7   3  10   8  13   7  13   6   5   9   9 101
1995     6   6   8  12  15  12   8   9  11  11   6   5 109
1996     9   4   5   5  17  14   9   9   8   7  16  12 115
1997     8   8   8  15  13  11   5  10   7   9   9  10 113
1998     6  13  14  17  13  20  10  13   4  14   7   2 133
1999     8   7   5  15  16  15  11   9   7   3   4   8 108
2000     8   7   7   9   9  12  12   6   6  11   8  14 109
2001     9  11   8  12  21  14   8   9   9   9   6   6 122
2002     6   6   8  14  13   6  11   9   8  16   3   2 102
2003     9   7   8  13  13  14   7   4   4   8  11   7 105
2004    10  11  15   7  16  13  15  12   6  14  10   7 136
2005    12  10   6  12  13  16   7   0   0   0   0   0  76
STDDEV   3   3   3   3   4   4   3   3   3   4   4   3  18
AVG      7   6   8  10  11  10   9   9   8   7   7   6  98
