# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2364] DUBUQUE-LOCK-AND-DAM
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     6   9  12  13  10  14   9  12   8  11   6   6 116
1952     8   5  13   6  13   8  11   9   6   0   4   8  91
1953     6   6  11  11  10  10  12   5   5   4   4   9  93
1954     3   5   9   9  11  12   6  12   7  11   2   9  96
1955     4   8   4   9   9  10   7   7   9  10   6   8  91
1956     6   5   5   9  14   7   7  10   6   2   5   6  82
1957     4   3   5  13  15  14   9  11   7   5  11   9 106
1958     6   1   2   8   4  11  10   9   8   5   7   3  74
1959     9   8   9  10  12   8   9  10   8  11   8   6 108
1960     6   6   9  11  13  11   4   8   7   8  10   2  95
1961     3   4  13  10   5   9  16   7  10   9   8   6 100
1962     6   7   7  10  12   7  13   6   8  12   3   5  96
1963     5   7   7  12   8   3   8   7   8   1   7   5  78
1964     2   2   8  12   9   8   7   7   9   0   5   6  75
1965     6   5  10  14   9   8   3  13  10   6   7   6  97
1966     5   5  10  11  10   9   9   3   5   5   6   7  85
1967     2   9   6  11   7  11   4   7   8  12   8   7  92
1968     6   3   5   9  11  13   8   8  16   8   3   7  97
1969     9   2   5  11  12  15  15   1   9  10   6   7 102
1970     3   2   6   9  13   8   6   6  15   9   6   5  88
1971     4   5   6   7   8   8  10   7   8  12   7   8  90
1972     5   5   9  12  13  11  13  10  11  12   9   6 116
1973     4   6  10  14  13  11   7   6  15   7   9   8 110
1974    10   5  11  10  13   9   8  11   7   9   5   7 105
1975     8   7  13  11  10  13   7  13   6   2  12   2 104
1976     6   5   8  10   8   7   9   8   3   8   1   4  77
1977     4   4  12   6   5  10  13  18   8   8  15   7 110
1978     6   4   4  11  10   6   9   5   7   8   8   7  85
1979    12   7   9  11   4  10   9  13   2   8   6   5  96
1980     7   5   6  10  11   6   6  13   9   5   6   4  88
1981     2   8   3  11   5   9   6  12   7   8   8   6  85
1982    13   6  14   9  15  10   8   9   8   6  11  11 120
1983     5   6  10  11  19   7   7   6  11   9  11  10 112
1984     5   5   8   7  11  12   8   4   7  11   6  13  97
1985     6   6   9   9  11   7   7   7  11  13  18   7 111
1986     3  10   6  12  13  11   7   8  13   9   7   5 104
1987     5   0   7   7  14   8   9  13  11   7  14  10 105
1988     4   5   4   9   5   7   8   7   8   7  13   4  81
1989     7   6   6  11   9   7   8  11   6   7   3   8  89
1990     7   5  11  13  15  11  12  12   4  10  11   9 120
1991     8   2  13  15  16   8   8   6  11  12  12   6 117
1992    10   8  10  14   6   7  17   8  13   5  14  11 123
1993    10   7   9  13  18  15  10  16  10   7   8  10 133
1994    11  10   4   9   8  12  10  10  12   7   9   7 109
1995    11   3  11  15  11   8   7   6   8  15   7   7 109
1996    10   2   6  10  18  14   9   4   5   4  11  11 104
1997    11   8  11   9  10  11  11  12   7   8   8  10 116
1998    10  13  13  15  11  16   5  12   6  15   6   5 127
1999    16   5   3  15  15   9  15   9   5   4   4   8 108
2000     7   9   9   8  13  20   5   9  11   7  11  15 124
2001    10  11   9  14  16  12   6  11  11   8  11   9 128
2002     3  10  12  13  14  12   9   9   9  15   8   7 121
2003     8   7   9   9  13   9   9   4   7   7  14   9 105
2004     8   7  17   7  17  15  11  12   2  11  13  12 132
2005    15  11  12  10  16   9   9   0   0   0   0   0  82
STDDEV   3   3   3   2   4   3   3   4   3   4   4   3  15
AVG      7   6   9  11  11  10   9   9   8   8   8   7 102
