# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5992] NEWTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia5992
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0     11     62     89    260    212     27     30      0      0
 1952      0      0      0     20     49    306    316    180    106      1      0      0
 1953      0      0      0      2     58    253    311    296    112     59      0      0
 1954      0      0      0     11     21    324    449    264    165     28      0      0
 1955      0      0      0     14     90    163    528    441    183      9      0      0
 1956      0      0      0      8    115    356    339    322    110     34      0      0
 1957      0      0      0     14     38    199    470    309     38      0      0      0
 1958      0      0      0      7     83    120    229    330     95     29      0      0
 1959      0      0      0      3     93    269    301    402    133      0      0      0
 1960      0      0      0     30     34    151    301    305    139      7      0      0
 1961      0      0      0      0     34    207    303    314    103     11      0      0
 1962      0      0      0     15    165    215    273    299     63     43      0      0
 1963      0      0      2     13     55    323    367    251    125    102      0      0
 1964      0      0      0     10    134    198    378    213    111      0      0      0
 1965      0      0      0      5    125    163    302    266     52     11      0      0
 1966      0      0      2      1     45    180    408    196     61     19      0      0
 1967      0      0      8     14     70    176    254    182     49     29      0      0
 1968      0      0      0      6     23    263    301    283     72     41      0      0
 1969      0      0      0      0     86    124    335    289     84     22      0      0
 1970      0      0      0     30    116    223    339    265    134     12      0      0
 1971      0      0      0      7     29    352    226    246    197     41      0      0
 1972      0      0      0      2     66    131    218    220     89      0      0      0
 1973      0      0      0      2      9    190    223    291     47     16      0      0
 1974      0      0      0      6     38    110    404    147     32      1      0      0
 1975      0      0      0      0     69    169    301    277     43     25      0      0
 1976      0      0      0     12     30    160    286    135     27      5      0      0
 1977      0      0      0     18    137    271    417    140     63      1      0      0
 1978      0      0      1      0     66    173    280    199    144      3      0      0
 1979      0      0      0      0     41    163    234    211     88      5      0      0
 1980      0      0      0     26     86    168    399    336    121      0      0      0
 1981      0      0      0     16     25    179    255    134     42      0      0      0
 1982      0      0      0      0     53     63    273    201     91     13      0      0
 1983      0      0      0      0      3    183    400    493    156     22      0      0
 1984      0      0      0      7     24    210    263    303    123      1      0      0
 1985      0      0      0     46     47    126    296    205    185      0      0      0
 1986      0      0     11     19     59    277    406    174    133      0      0      0
 1987      0      0      0     28    143    317    412    259     70      0      0      0
 1988      0      0      0      0    111    335    452    437    107      2      0      0
 1989      0      0      4     33     59    175    393    280     62     20      0      0
 1990      0      0      3     27      9    241    288    296    196     15      2      0
 1991      0      0      7     17    176    321    358    291    146     11      0      0
 1992      0      0      0      8     65    197    190    145     76     14      0      0
 1993      0      0      0      0     46    183    289    291     25     15      0      0
 1994      0      0      0     22     73    246    264    218    136      2      0      0
 1995      0      0      0      0      7    229    363    438     86     12      0      0
 1996      0      0      0      2     47    225    273    261     90     15      0      0
 1997      0      0      0      0     22    249    362    221    109     67      0      0
 1998      0      0      0      0     90    156    303    276    143      3      0      0
 1999      0      0      0      0     35    175    416    182     57      0      0      0
 2000      0      0      2      0     64    150    240    260    141     14      0      0
 2001      0      0      0     16     51    150    335    255     42      7      0      0
 2002      0      0      0     16     33    247    368    189    115     12      0      0
 2003      0      0      0     19     14    126    261    308     56      6      0      0
 2004      0      0      0     12     63    116    187    110     99      0      0      0
 2005      0      0      0     11     23    257    310      0      0      0      0      0
 MEAN      0      0      1     11     62    206    322    260     98     15      0      0
