# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0157] ALLISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia0157
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  36   3  35   2  40   4  45   4  37   8  40   8  30  11  35  10  38  10  52   4  38   4  37   2
  2  32   3  45   6  37   3  47   5  44   6  36   5  33  14  29   8  34   6  40  10  37   5  32   3
  3  33   3  35   2  37   1  45   4  41   4  36   7  35  10  32   6  38  10  47   6  38   3  33   3
  4  33   3  44   2  40   3  42   5  43   9  37   7  33   9  31   7  42   8  38   6  37   4  30   3
  5  36   2  37   3  34   5  50   6  43   7  38  11  33  11  33   4  39  11  47   4  37   4  32   6
  6  37   2  35   3  41   2  46   6  37   9  43   9  33  11  36   7  34  12  40   5  38   6  36   3
  7  34   3  40   2  40   7  46   8  43   5  39   6  33   7  34  10  39  10  40   4  40   5  34   1
  8  37   4  36   4  42   3  35   4  41   6  36  10  33  12  32  11  37  10  40   7  43   5  29   4
  9  31   5  43   5  41   4  43   3  43   6  40   8  34   5  33  12  41   8  36   7  35   4  35   5
 10  36   4  45   2  35   4  40   5  39   8  49   8  33   5  32  12  42  11  38   9  34   2  34   3
 11  40   3  42   3  35   3  43   5  37  10  37   6  32  11  37  10  42   5  41   7  34   2  44   4
 12  45   1  40   5  33   4  41   4  39   5  32   5  32  11  35   6  41   6  39   8  46   4  29   1
 13  33   4  44   4  38   3  42   5  43   6  34  14  37   9  36   8  38  11  39   5  41   4  41   3
 14  29   3  36   3  39   4  39   4  42   8  33   9  33   5  35  11  34   5  66   5  37   3  43   2
 15  37   6  33   3  40   5  43   3  37   8  32   8  32   6  31   9  36   9  43   6  39   5  33   2
 16  40   5  38   6  34   5  45   9  48   7  36  11  34  10  35  10  38   6  43   5  34   5  45   3
 17  41   2  31   2  37   5  47   6  41   6  39  11  34   9  35  10  35   8  32   4  33   2  33   4
 18  52   3  33   2  35   2  46   7  41   5  35   7  31   6  33   8  36   7  45   6  38   4  36   3
 19  43   2  36   4  33   4  46   6  37   4  35  13  33  13  35  12  38   6  40   7  47   3  30   4
 20  37   2  35   3  42   3  42   6  35  13  34   7  32  11  35   9  34   7  40   4  30   5  32   4
 21  42   2  49   4  37   5  44   6  39  12  33  10  31  12  35  10  39  12  38   6  31   4  39   5
 22  49   2  36   4  38   4  41   4  37   4  34   9  31   7  35   7  47   7  38   6  34   2  30   3
 23  35   4  40   2  38   5  41  10  38   9  36  10  30  10  34   9  45   5  37   4  31   4  32   4
 24  36   4  46   3  45   5  42   8  35   9  34  14  34   9  36   8  40   9  39   4  37   4  36   2
 25  37   1  40   3  38   6  41   4  37   5  33  11  35  10  32   9  40  11  39   6  35   3  31   3
 26  38   5  37   5  43   5  42   8  36   4  36  11  32  12  34   8  37   5  39   5  32   5  35   2
 27  35   3  39   5  43   7  42   9  35   6  33   7  32  11  35  13  39  10  44   5  33   2  37   3
 28  44   5  40   3  41   3  40   9  33   8  38  13  35   9  37   4  39   5  35   9  30   3  36   2
 29  35   3  33   8  42   4  44   7  37   7  35   9  33  13  33   8  42   3  37   5  33   3  41   5
 30  40   5  **  **  43   1  43   6  32  10  31  11  32  15  38  11  45   4  39   5  37   3  37   3
 31  49   3  **  **  41   5  **  **  39   9  **  **  40   6  34   6  **  **  39   5  **  **  30   3
