# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8339] TRIPOLI-4-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    1    0    0    0
 Sep 20    5    0    0    0
 Sep 22   12    3    1    0
 Sep 24   16    3    1    0
 Sep 26   20    5    1    0
 Sep 28   31    7    1    0
 Sep 30   40   11    1    0
 Oct 02   50   16    5    1
 Oct 04   61   20    7    1
 Oct 06   72   29   12    1
 Oct 08   74   33   16    5
 Oct 10   79   40   24    7
 Oct 12   81   48   27    9
 Oct 14   85   48   27    9
 Oct 16   88   59   33    9
 Oct 18   88   64   42   16
 Oct 20   92   72   48   24
 Oct 22   94   75   53   25
 Oct 24   94   83   61   27
 Oct 26   96   85   64   35
 Oct 28   98   85   66   37
 Oct 30  100   90   75   42
 Nov 01  100   96   81   51
 Nov 03  100  100   87   62
 Nov 05  100  100   90   70
 Nov 07  100  100   94   75
 Nov 09  100  100   98   79
 Nov 11  100  100   98   81
 Nov 13  100  100  100   88
 Nov 15  100  100  100   94
 Nov 17  100  100  100   94
 Nov 19  100  100  100  100
 Nov 21  100  100  100  100
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
