# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3718] HAWARDEN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia3718   BASE TEMP=26
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    19 109           9    28 271          162
   1952   4    10 101          10     5 279          178
   1953   4    20 110          10    28 301          191
   1954   5     5 125          10    31 304          179
   1955   3    28  87          10    15 288          201
   1956   4    30 121          10    23 297          176
   1957   4    14 104          10    25 298          194
   1958   4    29 119          10    26 299          180
   1959   4    13 103          10    12 285          182
   1960   4    10 101          10    19 293          192
   1961   5     2 122          10     1 274          152
   1962   4    15 105          10    25 298          193
   1963   5    22 142          10    29 302          160
   1964   4     8  99          10     9 283          184
   1965   3    30  89          10    24 297          208
   1966   4    21 111          10    16 289          178
   1967   5     4 124          10    11 284          160
   1968   4     6  97          10     4 278          181
   1969   4     6  96          10    14 287          191
   1970   4     4  94          10    10 283          189
   1971   4    14 104          10    31 304          200
   1972   4     8  99          10    15 289          190
   1973   4    12 102          10    29 302          200
   1974   4    16 106          10     1 274          168
   1975   4    12 102          10    29 302          200
   1976   4     4  95          10     6 280          185
   1977   4     6  96          10    16 289          193
   1978   5     2 122          10     7 280          158
   1979   4    28 118          10    13 286          168
   1980   5     8 129          10    12 286          157
   1981   3    23  82          10    22 295          213
   1982   4    11 101          10    21 294          193
   1983   4    15 105           9    23 266          161
   1984   4     5  96           9    26 270          174
   1985   4     9  99          10    30 303          204
   1986   4    22 112          10    13 286          174
   1987   4     5  95          10     3 276          181
   1988   4    19 110          10     5 279          169
   1989   4    15 105          10     7 280          175
   1990   4    17 107          10    10 283          176
   1991   4    10 100           9    19 262          162
   1992   4    27 118          10    17 291          173
   1993   4    21 111          10    10 283          172
   1994   5     1 121          10    26 299          178
   1995   4     5  95          11     2 306          211
   1996   5     1 122          10    28 302          180
   1997   5     1 121          10    21 294          173
   1998   4     4  94          11     4 308          214
   1999   4    18 108          10    20 293          185
   2000   4     9 100          10     8 282          182
   2001   4    17 107          10     6 279          172
   2002   4    10 100          10    24 297          197
   2003   4    10 100          10     1 274          174
   2004   4    14 105          10    31 305          200
             MEAN=106              MEAN=288     MEAN=182
