# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0600] BELLE-PLAINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.76   0.23   89(72)   19(15)   10( 8)    6( 5)    0( 0)    0      124
  2 3/8-->3/14       1.45   0.27   78(66)   16(13)   21(18)    4( 3)    0( 0)    0      119
  3 3/15-->3/21      1.05   0.21   88(71)   20(16)   15(12)    1( 1)    0( 0)    0      124
  4 3/22-->3/28      1.81   0.27   72(62)   28(24)   13(11)    4( 3)    0( 0)    0      117
  5 3/29-->4/4       2.15   0.27   96(68)   26(18)   11( 8)    8( 6)    1( 1)    0      142
  6 4/5-->4/11       1.94   0.28   77(63)   22(18)   17(14)    7( 6)    0( 0)    0      123
  7 4/12-->4/18      2.22   0.34   76(58)   24(18)   27(20)    2( 2)    3( 2)    0      132
  8 4/19-->4/25      2.75   0.34   92(56)   32(19)   32(19)    7( 4)    2( 1)    0      165
  9 4/26-->5/2       2.47   0.36   91(58)   28(18)   21(13)   15(10)    1( 1)    0      156
 10 5/3-->5/9        3.63   0.31   92(63)   23(16)   25(17)    5( 3)    1( 1)    0      146
 11 5/10-->5/16      2.75   0.39   89(60)   29(19)   13( 9)   13( 9)    5( 3)    0      149
 12 5/17-->5/23      1.77   0.32   91(62)   20(14)   23(16)   12( 8)    0( 0)    0      146
 13 5/24-->5/30      2.22   0.37   93(56)   31(19)   30(18)   11( 7)    2( 1)    0      167
 14 5/31-->6/6       2.82   0.30   94(63)   34(23)   12( 8)    8( 5)    2( 1)    0      150
 15 6/7-->6/13       2.67   0.41   91(53)   33(19)   27(16)   17(10)    3( 2)    0      171
 16 6/14-->6/20      3.32   0.41   77(55)   23(17)   21(15)   15(11)    3( 2)    0      139
 17 6/21-->6/27      3.28   0.42   71(57)   16(13)   24(19)   11( 9)    3( 2)    0      125
 18 6/28-->7/4       4.26   0.53   61(49)   23(19)   21(17)   11( 9)    8( 6)    0      124
 19 7/5-->7/11       4.75   0.47   66(52)   20(16)   27(21)   11( 9)    4( 3)    0      128
 20 7/12-->7/18      6.38   0.54   59(48)   25(20)   18(15)   13(11)    7( 6)    0      122
 21 7/19-->7/25      2.55   0.33   75(63)   25(21)    9( 8)   10( 8)    1( 1)    0      120
 22 7/26-->8/1       2.65   0.45   61(57)   14(13)   14(13)   15(14)    3( 3)    0      107
 23 8/2-->8/8        5.32   0.42   68(55)   25(20)   15(12)   13(11)    2( 2)    0      123
 24 8/9-->8/15       3.17   0.44   59(56)   18(17)   14(13)   10(10)    4( 4)    0      105
 25 8/16-->8/22      6.02   0.49   71(58)   12(10)   25(20)   11( 9)    4( 3)    0      123
 26 8/23-->8/29      3.76   0.52   62(56)   12(11)   18(16)   14(13)    5( 5)    0      111
 27 8/30-->9/5       3.05   0.38   61(62)   15(15)   10(10)    9( 9)    3( 3)    0       98
 28 9/6-->9/12       2.79   0.41   51(51)   20(20)   19(19)    8( 8)    2( 2)    0      100
 29 9/13-->9/19      3.41   0.42   73(58)   20(16)   19(15)    8( 6)    6( 5)    0      126
 30 9/20-->9/26      2.89   0.43   63(54)   20(17)   20(17)   10( 9)    3( 3)    0      116
 31 9/27-->10/3      2.61   0.35   48(53)   22(24)   16(18)    4( 4)    1( 1)    0       91
 32 10/4-->10/10     1.96   0.33   67(65)   13(13)   12(12)   11(11)    0( 0)    0      103
 33 10/11-->10/17    2.33   0.29   64(67)   16(17)   10(11)    4( 4)    1( 1)    0       95
 34 10/18-->10/24    2.42   0.35   61(60)   17(17)   16(16)    6( 6)    1( 1)    0      101
 35 10/25-->10/31    1.87   0.26   76(67)   19(17)   14(12)    5( 4)    0( 0)    0      114
 36 11/1-->11/7      3.55   0.34   74(71)   11(11)    8( 8)    9( 9)    2( 2)    0      104
 37 11/8-->11/14     1.24   0.21   65(70)   13(14)   12(13)    3( 3)    0( 0)    0       93
 38 11/15-->11/21    2.88   0.29   71(70)   13(13)    7( 7)   10(10)    1( 1)    0      102
 39 11/22-->11/28    2.08   0.20   81(75)   13(12)   13(12)    0( 0)    1( 1)    0      108
 40 11/29-->12/5     2.06   0.16   91(83)   10( 9)    5( 5)    3( 3)    1( 1)    0      110
 41 12/6-->12/12     1.09   0.19   72(74)   14(14)   10(10)    1( 1)    0( 0)    0       97
 42 12/13-->12/19    1.40   0.15   77(81)   11(12)    6( 6)    1( 1)    0( 0)    0       95
 43 12/20-->12/26    1.26   0.16   76(80)   13(14)    5( 5)    1( 1)    0( 0)    0       95
 44 12/27-->1/2      0.71   0.16   77(77)   14(14)    9( 9)    0( 0)    0( 0)    0      100
 45 1/3-->1/9        1.10   0.14   72(81)   11(12)    5( 6)    1( 1)    0( 0)    0       89
 46 1/10-->1/16      3.25   0.15   84(86)    9( 9)    3( 3)    1( 1)    1( 1)    0       98
 47 1/17-->1/23      0.69   0.14   84(82)   11(11)    8( 8)    0( 0)    0( 0)    0      103
 48 1/24-->1/30      1.47   0.11  104(90)    7( 6)    2( 2)    2( 2)    0( 0)    0      115
 49 1/31-->2/6       0.77   0.13   79(84)    8( 9)    7( 7)    0( 0)    0( 0)    0       94
 50 2/7-->2/13       1.31   0.15   73(81)   14(16)    2( 2)    1( 1)    0( 0)    0       90
 51 2/14-->2/20      0.90   0.14   87(80)   15(14)    7( 6)    0( 0)    0( 0)    0      109
 52 2/21-->2/27      1.81   0.21   78(75)   13(13)    8( 8)    5( 5)    0( 0)    0      104
 53 2/28-->2/29      0.76   0.19    9(75)    1( 8)    2(17)    0( 0)    0( 0)    0       12
ANNUAL TOTALS        6.38   0.31 3957(64)  961(15)  758(12)  357( 5)   87( 1)    0     6120
