# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7678] SIGOURNEY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     5  13  13  12  13  17  11   9   4  10   3   5 115
1952     6   6  11   8  13   7   4   5   2   0   3   0  65
1953     6   5  10  10   8   8   3   2   5   3   2   7  69
1954     4   4   6   9  10  11   4  13   7   8   2   8  86
1955    12   3   4   9   9  11   7   5   9   8   5   2  84
1956     5   7   7   6  11   8  13  10   4   4   4   4  83
1957     5   4   7  17  12  11   6   8   6   5   7   5  93
1958     9   2   3   9   6  13  15   9   9   3   4   1  83
1959     4   5   8  12  13   4  10   9  11   9   7   6  98
1960     5   6  11  14  15  10  10   4   6   8   4   2  95
1961     6   3  11  10   8   6  14   8   9   6   7   7  95
1962     6   8  10  12  12   7  12   5   6  11   4   3  96
1963     6   8  11   8  10   3   8   8   8   7   6   2  85
1964     3   5   8  12   4   9   7   5  10   0   4   3  70
1965     6   4   1  12  10   9   6  10  17   5   3   6  89
1966     3   3   3   9  10  10   7   4   4   6   4   8  71
1967     5   3   5  10  10  16   8   5   5  11   4  15  97
1968     3   1   7   8   7  10   5   7  11   8   5   9  81
1969     6   4   5   8  10  13  16   5  10  10   4   2  93
1970     3   0   7  10  11   9   6   9  12   9   6   6  88
1971     1   2   2   5  10   8   9   1   5   6   8   3  60
1972     2   3   5   9  10   6   8   9   8   7   8   4  79
1973     5   8   9   9  10   9   9   7  15   9   5  10 105
1974     5   2   8   0  16   9   6  11   6   7   8   9  87
1975     7   5   6  10  11  11   2  10  11   3  14   5  95
1976     2   5   9  10   9   6   6   2   6   7   1   2  65
1977     6   3  11   6  11  13   8  17  13  12   8   6 114
1978     4   3   3  12  12  11  12   9   8  12  11   7 104
1979    10   4  13  15  10  13  10   8   4   7   6   3 103
1980     7   4   8   5  10   9  11  11   7   5   4   5  86
1981     2   6   2  12  12  10   8  10   6   7  12   9  96
1982    12   2  12   8  21   5  14  11   8  10  10  10 123
1983     5   7   9  10  17   9   4   7  11   9  14  11 113
1984     3   7  11  14  10  13   8   3   9  15   4  11 108
1985     2   7   6   6  11  11  11   7   8  13  16   5 103
1986     1   5   6  12  14  11  12   9  18  12   6   4 110
1987     2   2  11   8  13   9   8  15   9   7  11   9 104
1988     3   3   3   7   5   4   5   7   6   3   8   6  60
1989     3   5   3   8   7   9  10  10   8   7   2   7  79
1990     6   8  13  13  15  11  15  10   5   8   5   7 116
1991     6   2  13  11  12   9   4  13   9  12  16   5 112
1992     6   7  13  12   7   7  17   7  13   5  14  10 118
1993     8   7  10  11  17  14  15  16  12   4   5  10 129
1994     9   5   3   7   6  12  10   9   5   7  11   5  89
1995     8   4   7  14  13  11   7   9   9  11   7   4 104
1996    10   3   6   6  18  16   9   7   8   6  10   5 104
1997     7   8   6   7  12   9   9  11   9   8   7   9 102
1998     8   9  14  18  14  20   8  13   8  13   6   3 134
1999     9   7   6  11  15  15   9   8   6   3   3   7  99
2000     6   5   6   8  14  19  10  11   8   9   7  10 113
2001    13  11   7  14  19   9   7   8   8  10   6   8 120
2002     7   9  13  13  19  13  13   9   8  17   9   7 137
2003    10   7  13  15  12  16  11   8   9   8  14  13 136
2004     7   9  19   6  18  13  11  14   3  13  14  10 137
2005    14  12  11   9  10  11   8   0   0   0   0   0  75
STDDEV   3   3   4   3   4   4   3   4   3   4   4   3  20
AVG      6   5   8  10  12  10   9   8   8   8   7   6  97
