# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5952] NEW-HAMPTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia5952
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  42 -23  43 -23  61 -25  78  14  89  26  92  36  97  48 100  47  96  41  89  27  73  16  61   1
  2  47 -20  50 -32  64  -8  79  11  87  28  88  40  95  48  98  50  92  43  90  24  74   8  60  -6
  3  44 -15  45 -29  66  -3  68  10  84  25  88  39  98  48 100  48  91  36  95  27  74  10  60 -15
  4  40 -17  51 -25  66 -11  76   8  88  29  91  39  95  42  97  45  91  36  87  26  69   0  58  -9
  5  43 -23  53 -25  70 -15  83  17  84  29  93  37  95  46  92  47  92  37  87  25  65  -5  64  -2
  6  42 -26  44 -20  71  -6  88   6  83  25  92  42  97  48  96  49  92  39  91  24  73   5  54 -12
  7  55 -23  47 -17  79 -10  78  15  85  27  93  42  97  46  98  47  96  37  85  24  76  -5  45 -16
  8  56 -21  51 -25  74  -7  74   7  85  31 100  42  95  47  93  48  95  38  82  22  78   0  48 -10
  9  48 -23  52 -20  60 -11  76  15  89  25  98  44  98  49  94  45  99  40  80  22  72  14  46 -24
 10  41 -26  55 -18  63  -8  83  18  83  28  91  40  98  47  94  47  91  39  84  23  63   6  55 -15
 11  49 -22  55 -18  64  -3  83  13  83  28  95  43  92  49  94  46  95  33  82  19  66  -3  54 -15
 12  42 -25  60 -17  73  -8  79  20  85  31  91  45  96  47  92  46  92  34  85  23  64   5  59 -13
 13  54 -21  52 -12  68  -7  76  21  88  28  99  40 101  47  93  44  90  34  89  27  75  -3  56 -22
 14  43 -24  58 -13  64  -8  88  20  90  35  99  46  97  49  94  42  90  37  88  28  70  -8  54 -20
 15  54 -34  54 -15  66  -1  90  20  92  31  89  43  96  49 101  45  91  37  86  24  68   1  48 -18
 16  45 -26  61 -19  73  -1  88  22  86  30  90  43  92  48 101  45  91  36  83  24  74  -3  53 -14
 17  49 -22  65 -20  70  -4  84  20  91  34  92  40  93  48 104  43  94  37  80  21  68  -8  51 -19
 18  52 -29  65 -10  60   0  89  20  90  38  94  47  95  52  97  42  92  35  80  21  71   1  52 -21
 19  48 -29  57 -21  69  -1  85  23  89  38  93  45  94  52  97  39  91  32  81  15  64   8  48 -23
 20  46 -25  58 -18  65  -3  87  24  88  33 101  43  96  47  96  43  88  30  81  16  64   5  49 -18
 21  45 -28  53 -18  71  -4  90  22  88  35 100  41  96  50  97  46  85  36  80  20  70  -5  52 -23
 22  55 -22  57 -11  70   5  94  23  89  28  96  42  94  50  94  47  83  26  85  20  60  -3  44 -24
 23  51 -28  55 -10  70  -1  85  24  87  37  93  44  94  53  91  46  82  29  85  20  58   2  47 -23
 24  57 -18  56 -15  73  -6  83  20  86  37  94  44  93  52  98  45  86  33  77  19  60  -2  44 -24
 25  58 -14  63 -16  70   5  84  27  90  39  94  44  95  48  98  39  85  33  79  20  61  -5  49 -22
 26  61 -18  56 -21  79   0  83  28  91  33  95  48  96  45  94  43  87  27  78  16  64 -14  45 -25
 27  57 -20  58 -11  76  -4  86  27  90  35  94  45  98  46  96  45  84  33  78  19  64  -6  47 -16
 28  46 -21  58 -23  78   2  87  29  92  34  95  46  96  52  97  41  86  27  71  17  56  -6  54 -17
 29  43 -29  60  -5  84   0  88  23  90  32  96  50  96  47  97  42  87  27  75  14  65  -9  53 -10
 30  46 -29 *** ***  80   2  87  26  91  34  95  49  98  49  91  45  87  29  75  16  64  -8  48 -17
 31  53 -27 *** ***  80   5 *** ***  91  37 *** *** 102  45  93  40 *** ***  75  18 *** ***  55 -22
