# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0157] ALLISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia0157
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1569   1242   1252    661    146     78     15     17    192    467   1082   1437
 1952   1470   1023   1063    479    239     18      2     20    114    583    830   1277
 1953   1389   1125    950    681    211     22      9      1    122    268    751   1196
 1954   1485    834   1069    446    334     51      0      3     93    467    744   1213
 1955   1447   1267   1045    306    115     49      0      6     95    418   1072   1454
 1956   1486   1277   1074    604    202     14      2     18    150    214    885   1220
 1957   1592   1039    973    499    230     35      0      1    144    493    927   1161
 1958   1301   1374    985    480    130     71      8     33     88    329    772   1453
 1959   1609   1333   1036    495    139     13      9      0    152    548   1122   1035
 1960   1412   1287   1389    475    184     38      3      2    114    399    758   1356
 1961   1444   1048    960    689    260     15      0      0    179    330    841   1439
 1962   1632   1290   1167    572    118     36     13      1    181    373    770   1309
 1963   1780   1344    845    426    204     12      5     17     61    145    701   1605
 1964   1231   1053   1066    464     74     33      0     35    136    445    753   1373
 1965   1532   1338   1343    565    110      9      1     33    199    392    827   1050
 1966   1723   1213    806    631    303     24      0     22    152    409    875   1314
 1967   1376   1332    864    473    329     13     33     27    133    472    936   1193
 1968   1441   1273    697    416    265     29      4     16    109    385    869   1349
 1969   1579   1186   1189    434    177     90      4      0    101    539    861   1342
 1970   1756   1215   1049    475    146     22      7      0    141    415    871   1347
 1971   1680   1267   1067    447    257      4     23      9    117    263    818   1255
 1972   1597   1377    970    521    164     40     11     19    115    519    904   1500
 1973   1386   1112    681    549    237      2      0      4    120    231    803   1412
 1974   1483   1161    917    420    257     34      0     21    203    383    842   1218
 1975   1410   1234   1189    652    112     20     12      2    194    336    722   1205
 1976   1407    965    883    382    199      5      1      8     98    591   1018   1449
 1977   1778   1039    732    302     47      5      3     35     90    495    948   1492
 1978   1821   1508   1054    519    198     20      7      7     66    471    947   1463
 1979   1894   1523   1079    642    207     24      3     34     94    424    884   1117
 1980   1424   1386   1095    506    175     21      0      2    106    556    828   1318
 1981   1360   1098    819    401    242     14     22     22    117    527    796   1411
 1982   1853   1326   1057    675    110     82      1     32    171    441    928   1166
 1983   1321   1069    962    694    324     34      3      0    145    467    829   1758
 1984   1477    990   1148    537    267      4      8      6    173    380    837   1233
 1985   1567   1280    800    392     87     51      2     15    197    433   1107   1713
 1986   1385   1309    829    400    154      7      0     34     81    415   1054   1273
 1987   1301    881    776    332     81      3      1     42    100    548    716   1160
 1988   1591   1394    859    487     43      4      3     10     61    579    834   1286
 1989   1151   1395   1033    504    191     33      0      3    158    387    985   1595
 1990   1096   1073    780    503    234     35      4      2     95    451    717   1457
 1991   1634   1077    835    415    157      0      0      7    184    473   1105   1237
 1992   1245   1019    861    565    181     29     23     56    161    455    996   1350
 1993   1482   1325   1128    611    192     58      0      8    240    489    936   1249
 1994   1784   1405    864    476    162      8      2     28     86    344    770   1244
 1995   1475   1188    875    592    218     20      8      0    181    448   1067   1322
 1996   1550   1260   1088    564    300     45      3      0    163    400   1127   1440
 1997   1577   1173    918    597    312      3     10      8     86    442   1029   1184
 1998   1351    892    979    425     55     72      0      0     38    378    752   1125
 1999   1564    924    893    437    146     39      0      4    148    387    634   1197
 2000   1389    974    669    440    120     31      7      1    124    309    967   1741
 2001   1394   1367   1104    354    160     53      3      5    150    467    494   1098
 2002   1091    973   1059    491    250     17      0      8     90    589    895   1133
 2003   1417   1248    940    464    201     27      2      2    158    396    907   1172
 2004   1481   1236    762    412    160     31      6     61     60    400    738   1215
 2005   1489    980    918    348    237      0      3      0      0      0      0      0
 MEAN   1494   1191    972    497    188     28      5     14    130    425    874   1321
