# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7161] ROCKWELL-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia7161
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.49  2.93  4.72  6.14  4.90  7.59  3.77  8.96  2.36  2.60  0.56  0.89 45.91
 1952  2.00  0.80  2.98  2.41  3.72  5.10  5.05  2.58  0.96  0.00  2.08  0.80 28.48
 1953  0.55  1.17  2.86  3.97  2.13  5.45  3.03  1.40  0.30  0.35  1.48  0.87 23.56
 1954  0.36  2.02  1.85  5.42  3.02  9.94  3.44  9.46  2.58  4.16  0.07  0.41 42.73
 1955  0.53  1.45  1.49  2.49  1.49  2.73  3.97  1.08  1.92  1.04  0.25  0.65 19.09
 1956  0.64  0.38  0.76  1.38  2.44  2.65  1.78  2.21  1.59  1.60  3.53  0.38 19.34
 1957  0.53  0.46  1.78  1.41  4.86  5.68  5.40  4.00  3.06  2.61  3.21  0.99 33.99
 1958  0.50  0.39  0.76  2.25  0.80  6.48  5.18  1.67  1.57  0.19  0.75  0.28 20.82
 1959  0.66  1.23  3.68  2.43  7.73  4.17  0.73  2.09  4.79  1.40  2.48  1.50 32.89
 1960  1.14  1.00  1.57  1.74  6.88  2.13  2.81  4.32  2.85  0.62  0.24  0.75 26.05
 1961  0.26  1.41  4.41  1.49  3.27  3.47  5.33  5.02  5.44  1.91  1.40  1.74 35.15
 1962  0.27  2.60  1.58  2.58  4.82  2.85  9.14  5.94  1.20  1.13  0.16  0.12 32.39
 1963  0.70  0.33  2.48  2.96  3.77  1.96  3.98  2.87  1.85  1.39  0.64  0.65 23.58
 1964  0.52  0.09  1.47  5.49  2.89  4.12  3.14  3.95  2.64  0.50  0.85  0.81 26.47
 1965  0.44  1.61  2.73  3.54  5.92  3.53  1.26  3.76 14.18  1.12  0.56  1.05 39.70
 1966  0.89  0.22  1.84  1.00  3.93  5.50  1.55  3.18  0.38  2.25  0.08  0.61 21.43
 1967  0.80  0.25  0.55  1.56  2.46 11.69  2.56  4.54  2.17  1.33  0.21  1.05 29.17
 1968  0.70  0.13  0.47  4.61  2.24  7.36  3.20  5.10  4.49  5.41  0.85  1.53 36.09
 1969  1.04  1.21  0.83  2.45  1.89  8.76  6.15  2.58  3.21  3.07  0.25  1.59 33.03
 1970  0.22  0.07  1.80  1.19  3.54  3.52  4.83  2.48  4.11  4.97  1.98  0.66 29.37
 1971  0.98  2.82  0.65  0.59  2.21  2.52  1.97  1.14  2.22  5.65  2.67  0.87 24.29
 1972  0.48  0.78  0.89  2.95  3.94  3.61  7.48  4.46  6.19  3.29  2.14  0.90 37.11
 1973  1.56  0.82  3.40  4.52  6.11  4.35  8.24  4.37  8.79  2.61  2.68  1.45 48.90
 1974  0.43  0.49  0.79  3.09  5.31  4.42  1.86  4.75  1.34  2.18  0.99  0.49 26.14
 1975  2.16  0.66  1.61  4.31  5.13  5.43  0.94  3.05  1.22  0.13  3.36  0.79 28.79
 1976  0.04  0.74  3.26  2.91  3.88  2.68  0.77  0.78  1.15  1.01  0.00  0.26 17.48
 1977  0.30  0.46  3.46  2.49  5.21  2.59  4.71  4.99  4.70  3.00  1.11  0.46 33.48
 1978  0.12  0.43  0.35  2.84  4.33  4.35  5.70  3.97  6.76  1.03  1.32  0.67 31.87
 1979  0.89  0.30  4.49  2.33  3.23  3.10  9.49  4.21  2.23  2.85  1.83  0.48 35.43
 1980  1.55  0.54  0.69  1.03  2.84  3.48  5.09  7.70  0.94  1.43  0.24  0.13 25.66
 1981  0.10  0.42  0.89  2.28  2.65  3.23  6.38  7.91  1.92  2.93  1.00  0.55 30.26
 1982  1.55  0.30  1.42  3.24 10.56  2.20  5.54  3.74  2.34  4.16  2.09  2.72 39.86
 1983  0.73  0.90  4.03  2.07  4.37  8.62  3.48  2.91  2.10  3.45  4.61  0.58 37.85
 1984  0.25  0.56  1.46  7.13  4.75  6.73  2.64  0.91  1.80  4.35  1.56  2.52 34.66
 1985  0.34  0.38  1.72  3.04  2.58  1.77  0.90  3.04  6.21  1.88  0.62  0.68 23.16
 1986  0.04  1.02  2.52  4.64  5.59  4.07  4.51  4.38  7.80  4.43  1.15  0.57 40.72
 1987  0.05  0.44  1.92  2.66  3.47  2.04  5.54  6.08  3.87  1.06  1.23  0.99 29.35
 1988  0.58  0.36  0.37  2.17  2.35  2.47  5.04  4.56  5.66  0.43  2.94  0.90 27.83
 1989  1.14  0.35  0.53  1.32  2.08  5.54  1.52  1.40  3.50  1.13  0.17  0.30 18.98
 1990  0.27  0.35  3.95  1.62  6.00  8.98  4.60  3.30  2.11  1.10  0.83  1.65 34.76
 1991  0.61  0.20  5.67  5.09  9.30  4.84  1.48  3.58  2.09  3.05  3.05  1.37 40.33
 1992  1.09  0.73  2.54  3.07  1.64  2.07  6.11  1.31  3.84  2.58  2.37  1.75 29.10
 1993  0.80  1.00  1.36  3.85  6.22  7.69  7.36  7.87  2.24  1.11  0.92  0.71 41.13
 1994  1.08  0.72  0.09  1.84  1.99  4.52  3.09  5.66  4.49  3.18  1.38  1.48 29.52
 1995  1.00  0.33  3.40  3.52  4.12  4.58  1.84  3.00  4.52  1.77  0.69  0.51 29.28
 1996  0.80  0.11  1.40  1.23  5.17  5.40  2.97  6.86  1.94  2.11  3.05  1.12 32.16
 1997  0.93  1.07  2.36  3.25  2.61  3.14  2.62  0.77  2.74  2.28  0.77  0.71 23.25
 1998  1.28  1.06  2.23  5.91  4.92  8.96  3.34  3.82  0.63  3.80  0.91  0.45 37.31
 1999  1.36  0.87  1.13  8.68  5.40  6.21  3.71  1.47  0.93  0.89  0.95  0.95 32.55
 2000  0.72  1.13  1.47  0.73  2.54  3.26  3.87  2.03  1.48  1.98  1.75  1.85 22.81
 2001  1.55  1.60  0.91  2.30 11.41  3.89  2.91  6.24  3.13  1.96  2.29  1.30 39.49
 2002  0.23  0.67  0.90  3.37  3.85  1.81  4.37 10.42  1.28  3.41  0.12  0.03 30.46
 2003  0.32  0.97  0.77  3.85  5.47  3.33  6.95  0.53  2.65  0.94  2.40  1.13 29.31
 2004  0.91  1.41  3.24  2.36  8.06  6.64  3.15  3.46  2.31  0.58  3.28  0.17 35.57
 2005  0.49  2.19  1.28  2.65  4.01  7.32  5.19 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.73  0.85  1.96  3.01  4.29  4.74  4.03  3.92  3.13  2.14  1.45  0.90 30.51
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
