# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4502] KNOXVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia4502
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     0     1    11     7     0    19        0     1    42    33     0    76
 1952     4    19    20     6     9    58        6   104   117    11    27   265
 1953     5    15    18    16     8    62       29    64   100   111    51   355
 1954     0    16    25    14     7    62        0    90   194    57    29   370
 1955     1     3    26    26    11    67        1     9   194   186    74   464
 1956     3    20    21    16     8    68       12   146   150    76    25   409
 1957     1     8    25    13     1    48        2    22   165    72     1   262
 1958     1     5     1    19     1    27        4    24     2    81     5   116
 1959     0     9    10    21     5    45        0    32    31   101    23   187
 1960     0     0    13    12     6    31        0     0    35    25    19    79
 1961     0     9    11    11     7    38        0    31    44    32    19   126
 1962     3    10    12    17     4    46       10    29    52    76     8   175
 1963     2    15    18    10     3    48        6    84    65    47     3   205
 1964     5     6    21    14     5    51       10    22   131    73    14   250
 1965     3     3    14    15     1    36        5     7    62    83     4   161
 1966     4    10    22     8     0    44        7    25   149    23     0   204
 1967     6     1    14     4     0    25       29     2    68     5     0   104
 1968     2    18    15    16     1    52        3    71    57    95     1   227
 1969     3     5    14    15     1    38        3    15    67    48     2   135
 1970     3    10    21    11     8    53        6    45   151    40    17   259
 1971     0    21    13    14    12    60        0   122    47    58    50   277
 1972     2     9    13    15     5    44        2    43    50    82    16   193
 1973     0    13    12    14     1    40        0    43    53    46     2   144
 1974     0     5    25     6     0    36        0    15   199    23     0   237
 1975     5    11    22    13     2    53       13    26   110    90    16   255
 1976     0     6    15    14     5    40        0    15    96    53    21   185
 1977     4    17    28     8     0    57       10    98   267    29     0   404
 1978     2    10    17    13    14    56        6    40    64    63    67   240
 1979     2     7    14    17     5    45        3    16    46   102    18   185
 1980     5    10    26    24    10    75       17    52   236   137    38   480
 1981     0     7    15     8     6    36        0    22    81    26    18   147
 1982     1     2    20     8     1    32        1     4    72    47     1   125
 1983     0    10    26    28    11    75        0    52   233   328    63   676
 1984     1     8    15    21     8    53        1    25    95   155    50   326
 1985     1     6    18     9    11    45        6    39    77    34    63   219
 1986     1    14    22     5     3    45        1    65   124    17     5   212
 1987     4    12    19    10     2    47        5    66   116    48     2   237
 1988     4    15    23    17     3    62       10   123   175   147     6   461
 1989     2     5    16     8     0    31        4    13   108    34     0   159
 1990     0     8    10    10     8    36        0    27    45    53    33   158
 1991     4    13    14    12     8    51       12    55    85    66    30   248
 1992     1     7     3     5     0    16        1    20    12    14     0    47
 1993     0     4     5     8     1    18        0     8    18    31     5    62
 1994     1     9    10     9     4    33        1    34    38    48    14   135
 1995     0     7    14    18     2    41        0    26    80   102     2   210
 1996     3    10     7     5     0    25        9    33    23    15     0    80
 1997     0     6    14     8     3    31        0    18    94    29    11   152
 1998     3     7     8    11     7    36       10    28    31    42    24   135
 1999     0     7    19     5     5    36        0    20   135    13    23   191
 2000     2     5     6    13    10    36        8    16    18    36    55   133
 2001     0     8    16    14     2    40        0    21    82    73     7   183
 2002     1    13    20     8     8    50        1    41   110    37    34   223
 2003     1     4    11    13     2    31        2    13    47    99     5   166
 2004     1     3     4     2     1    11        3     5    14     7     1    30
 2005     0     9    16     0     0    25        0    39   103     0     0   142
 **************************************************************************************
MEANS   1.8   8.9  15.8  12.1   4.5  43.0      4.7  38.3  92.0  62.9  18.2 216.1
