# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6327] OSKALOOSA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6327
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.96  2.88  6.25  3.99  8.67  8.17  5.76  5.64  2.07  5.84  2.41  1.11 53.75
 1952  1.09  0.94  3.95  1.50  3.93  7.06  2.30  5.22  0.66  0.13  6.59  2.09 35.46
 1953  0.64  2.04  4.48  2.22  1.70  4.97  1.37  0.34  1.50  0.29  0.61  1.16 21.32
 1954  0.33  0.80  2.13  4.80  2.18  3.19  0.86  6.84  1.05  4.46  0.47  0.98 28.09
 1955  2.13  1.67  1.42  4.30  4.46  2.74  2.35  0.89  4.26  0.84  0.39  0.37 25.82
 1956  0.23  1.05  0.36  1.23  1.28  1.37  1.87  5.20  0.90  0.58  0.93  0.50 15.50
 1957  0.51  0.23  3.62  5.05  3.62  3.91  6.51  2.68  3.22  2.28  2.32  1.77 35.72
 1958  0.81  0.48  0.62  2.17  2.32  2.86  8.59  3.23  3.63  0.89  1.39  0.24 27.23
 1959  1.42  1.36  3.54  5.91  7.67  3.94  2.92  4.17  5.77  3.68  1.21  2.13 43.72
 1960  3.20  1.78  1.46  3.47  8.01  6.87  2.51  4.09  3.16  2.83  1.76  0.47 39.61
 1961  0.36  1.97  6.31  1.81  1.07  1.90  6.13  1.30 10.18  2.53  6.09  2.23 41.88
 1962  1.39  1.90  1.17  1.59  7.88  3.33  5.82  2.65  2.34  3.90  1.37  0.50 33.84
 1963  1.01  0.51  3.04  3.34  2.83  2.81  6.49  5.14  1.71  0.72  1.93  0.54 30.07
 1964  0.37  0.61  1.36  4.46  4.24  6.59  2.75  2.35  2.65  0.00  1.21  0.72 27.31
 1965  2.21  0.86  2.64  9.27  2.81  2.78  3.95  4.02 11.79  0.83  1.78  2.67 45.61
 1966  1.42  0.43  1.69  3.65  5.98  5.20  2.38  0.79  0.86  1.95  0.74  1.69 26.78
 1967  1.17  0.69  1.95  5.23  2.31  6.11  1.30  0.66  4.58  5.01  0.67  1.49 31.17
 1968  0.75  0.28  1.14  4.85  2.24  2.80  2.62  1.72  3.67  3.84  1.60  1.96 27.47
 1969  2.30  0.91  1.41  5.43  4.33  8.43  9.83  2.88  5.26  3.81  0.38  1.42 46.39
 1970  0.37  0.16  3.44  3.79  1.59  5.15  4.10  7.94  8.82  4.88  1.03  1.62 42.89
 1971  1.72  1.67  0.36  1.58  3.95  2.00  3.33  0.89  3.11  2.41  4.10  2.70 27.82
 1972  0.59  0.83  1.45  4.66  6.87  2.39  3.54  3.34  6.90  1.91  2.67  1.25 36.40
 1973  2.20  1.15  3.52  6.64  0.00  3.50  5.14  2.27  6.27  0.00  0.00  1.77 32.46
 1974  1.90  0.94  1.47  3.40  7.94  4.05  2.91  5.27  1.05  3.80  3.36  2.56 38.65
