# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5796] MOUNT-PLEASANT
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     6   7  10   9   8  12   6   8   4   7   4   6  87
1952     5   5  11   7  10   6   5   9   2   1   4   6  71
1953     5   0  12   5   6   7   5   3   4   2   2   8  59
1954     2   4   4  10   6   9   6  12   5   6   3   7  74
1955     7   7   5   7  10   8   5   4   7   7   2   4  73
1956     2   6   4   4   7   8  10   9   3   3   4   7  67
1957     8   3   7  12  13   8   4   8   4   5   6   5  83
1958     2   1   1   8   7   9  15   7   7   3   5   2  67
1959     5   9   6   7  11   4   4   5   8   9   4   7  79
1960     8   6   9  10  13  10   6   5   6   6   2   3  84
1961     2   5  13   8   7   5  12   5   8   8   6   7  86
1962     6   7   8   6  11   6  13   6   4   7   2   2  78
1963     6   5  11   7   6   1   8   8   3   6   4   3  68
1964     3   3   6  12   7   8  10   5   7   2   7   4  74
1965     7   3  10  13   9   6   9   9  14   5   5   6  96
1966     2   3   7  10  10   9   6   4   4   6   3   6  70
1967     6   3   4  13  11  11  10   8   6  12   4   8  96
1968     4   4   4  10  11   7   4   6  11   6   7   7  81
1969    10   2   2   9  10  12  11   3  11  11   2   4  87
1970     3   3   0   6   9  10   4  11  15   7   7   5  80
1971     2   7   6   7  11  10  11   5   5   8   7   9  88
1972     7  10  10  12  13  11   8   6   9   0  12   5 103
1973     6   9  14  11  11  11   9   9  15  10   5  11 121
1974    12   1  12   9  17   9   8  12   5   6   8  10 109
1975    10   9   9  11  10  12   4  12   8   3  14   5 107
1976     6   7  10  10  12   6   7   7   2   6   1   4  78
1977    10   4  10   8  10   5   8  15  14   9   9   8 110
1978     9   5   6  16  11  13  10   8   8   9   9   7 111
1979    13   4  14  15   6   8   9   8   1   7   9   4  98
1980    10   7   7   8   7   8  11  12  13   6   4   5  98
1981     2   6   1  13  15  13  13   9   6   8  10   6 102
1982    12   6  14   6  14  13  12   9   7   5   9   7 114
1983     6   7  11  11  18   9   2  11  10  10  12  13 120
1984     4   4  13  15  11  11  10   4   9  15   5  11 112
1985     7   8  10   6   9   8  10  10   8  11  16   6 109
1986     3   7   4   6  15   8  11   6  17  10   5   2  94
1987     3   1   7   8   4   7   8  12   9   2  11   6  78
1988     3   6   4   5   3   2   2   6   5   5   7   3  51
1989     4   5   4   7   8   6   9   8   6   5   1   6  69
1990     5   6  11   8  12   7  12   5   5   6   7   5  89
1991     6   2  10  10  12   5   3   8   6  10  12   5  89
1992     6   7   9   8   6   4  15   7  11   4  12   8  97
1993     6   8   8   9  12  13  17   8  10   3   6   5 105
1994     9   5   2   8   6   8   6   8   3   6  10   3  74
1995     8   5   4  12  14  10   7   9   7   9   5   2  92
1996     8   5   5   6  17   9   7   7   6   6   6   5  87
1997     9   6   6   7  10   7   5   8   7   7   4   9  85
1998     8   8   9  15  12  12   8   6   6  11   7   2 104
1999    10   7   4  11   9  10   6   7   5   4   1   9  83
2000     6   5   5   7   7  11   9   9   7   5   5  12  88
2001     8  10   6  10  17  11   8   8   8  12   6   6 110
2002     4   7   9  13  13   9   6  11   3  14   7   2  98
2003     6   6   5  11   9  10   7   6   8   5  11   8  92
2004     6   6  14   4  11  11   9  17   3  12  11   8 112
2005    13   9   7   7   8   8   7   0   0   0   0   0  59
STDDEV   3   2   4   3   3   3   3   3   4   3   4   3  17
AVG      6   5   8   9  10   9   8   8   7   7   6   6  89
