# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6103] NORTHWOOD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia6103   BASE TEMP=24
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    17 107          10    27 300          193
   1952   4    11 102          10     5 279          177
   1953   4    18 108          10    27 300          192
   1954   4     8  98          10    30 303          205
   1955   3    28  87          11     2 306          219
   1956   4    24 115          11     9 314          199
   1957   4    14 104          10    25 298          194
   1958   4    29 119          11     6 310          191
   1959   3    28  87          10    12 285          198
   1960   4    10 101          10    20 294          193
   1961   4    16 106          10    26 299          193
   1962   4    15 105          10    24 297          192
   1963   3    22  81          11     2 306          225
   1964   4     8  99          10     9 283          184
   1965   3    30  89          10    24 297          208
   1966   5    11 131          11     1 305          174
   1967   5     3 123          10    26 299          176
   1968   4     5  96          11    12 317          221
   1969   4     1  91          10    22 295          204
   1970   4     4  94          11    14 318          224
   1971   4     6  96          11     4 308          212
   1972   4     8  99          10    18 292          193
   1973   4    13 103          11     5 309          206
   1974   4     8  98          10     2 275          177
   1975   4     5  95          10    29 302          207
   1976   3    22  82          10     8 282          200
   1977   3    23  82          11    11 315          233
   1978   3    26  85          11    15 319          234
   1979   4    10 100          11     7 311          211
   1980   4    13 104          10    28 302          198
   1981   3    20  79          10    19 292          213
   1982   4    11 101          10    21 294          193
   1983   4    19 109          11    23 327          218
   1984   3    24  84          11     1 306          222
   1985   4     9  99          11     4 308          209
   1986   3    27  86          11     2 306          220
   1987   4     3  93          10     3 276          183
   1988   4    19 110          10    24 298          188
   1989   4    13 103          10    18 291          188
   1990   4    17 107          10    25 298          191
   1991   3    31  90          10    19 292          202
   1992   4    13 104          10    17 291          187
   1993   4     4  94          10    31 304          210
   1994   4     7  97          11    15 319          222
   1995   4     5  95          10    22 295          200
   1996   4     9 100          10    31 305          205
   1997   4    18 108          10    22 295          187
   1998   3    24  83          11     4 308          225
   1999   3    26  85          10    24 297          212
   2000   4    13 104          10     7 281          177
   2001   4    17 107          10    27 300          193
   2002   4     6  96          10    20 293          197
   2003   4    10 100          10     2 275          175
   2004   4    14 105          11    11 316          211
             MEAN= 98              MEAN=299     MEAN=201
